tcpID,sourceline,sourcepos,context
A40891,1003,800,"Many glorious things are spoken even of this feare; The Philosopher calls it , <CITATION> the bridle of our Nature; Saint Basil, , the bridle of our lusts; Tertullian, Instrumentum poenitentiae, an Instrument to worke out Repentance; Pachomius placeth it, supra decem millia paedagogo∣rum, makes it the best Schoolmaster of ten Thousand."
A40891,1036,1143,"Navigamus, saith Saint Hierom, spei velo; we hoyse up the sayles of Hope: now if the sayles be too full, there may be as much danger in the sayle, as in a Rock, and not onely a Temptation, but our hope may wrack us: Then our Hope Sayles on in an even Course, when feare, as a contrary wind, shortens and stayes her; then inter sinus & scopulos, <CITATION> she passeth by every Rock, and by e∣very reach, tuta, si cauta: secura, si sollicita, safe if wary, and secure, if sollicitous."
A40891,1037,481,"I made Feare but a Buttresse, <CITATION> Tertullian calls it Fundamen∣tum, the Foundation of these three Theological Virtues, Faith, Hope and Charity; and when is the Foundation most necessary?"
A40891,1070,1988,"otium sui non patitur, hinc censetur, <CITATION> si agatur, Goodness is an Active, and restlesse quality, and it is not, when it is Idle; it cannot containe it self in it self, and by his Goodness he made man, made him for his Glory, and so to be par∣taker of his happiness; placed him here on earth, to raise him up to Heaven, made him a living soul, ut in vitâ hac compararet vitam, that in this short and Transitory life, he might fit himself for an Abiding City, and in this moment work out Aeternity."
A40891,1070,2852,"<CITATION> Bonitas ingenita, severitas Acci∣dens; Alteram sibi, alteram rei Deus praestitit, saith the Father, his goodnesse is Naturall, his severity (in respect of its Act) Acciden∣tall; for God may be severe, and yet not punish; for he strikes not till we provoke him; his Justice, and severity are the same, as ever∣lasting as himself, though he never speak in his wrath, nor draw his sword; If there were no Hell, yet were he just, and if there were no Abrahams Bosome, yet were he Good; if there were neither Angel nor men, he were still the Lord, blessed for evermore; in a word, he had been just though he had never been Angry; he had been mercifull, though man had not been miscrable, he had been the same God, just, and good, and mercifull, though sin had not entred  in by Adam, nor Death by sinne."
A40891,1072,1173,"<CITATION> Exinde admortem sed ante ad vitam; The sentence of Death was pronounced against man, almost as soon as he was man; but he was first created to life; we are punished for being evill, but we were first commanded to be good; his first will is, That we glorify him in our Bodies, and in our soules; but if we frustrate his loving expectation here, then he rowseth himself up as a mighty man, and will be avenged of us, and work his Glory, out of that which dishonor'd him, and write it with our blood."
A40891,1076,772,"<CITATION> Romani ubi solitudinem faciunt, pacem appellant, say the Ancient Britons in Tacitus, The Romanes, where by Fire and Sword they lay the Land waste, and Turne all to a Wildernesse, call it Peace, so here the word is permission, but currente rotâ, whilst they are hot, and busy in their work, at last it is, Excitation, stirring up, Inclining, hard∣ning, permittere is no lesse then Impellere, permission is Compulsion, & by their Chymistry, they are able to extract all this out of this one word and more, as, That God will have that done, which he forbids us to doe; God doth not will, what he tells us, he doth will; That some are cast asleep from all eternity, that they may be Hardned, and all this with them is but permission."
A40891,1084,3057,"Omnis poena, si justa est, peccati poena est, saith Austin, in his Retractations; all punishment that is just, is the punishment of sinne, and therefore God, who of his Naturall Good∣nesse would not have man commit sinne, out of his Justice wills man's Destruction, and will not repent: Sic totus Deus bonus est, dum pro bono omnia est, <CITATION> saith Tertullian, Thus God is entirely good, whilst all he is, whether Mercifull, or severe, is for Good: minus  est tantummodò prodesse, quia non aliud quid possit, quam prodesse, his reward might seem too loose, and not carry with it that Intinite valew and weight, if he could not reach out his hand to punish, as well as to reward, and some distrust it might work in the creature, That he could not doe the one, if he could not doe both: So en, sinne is permitted, though God hate sinne; that which brings us to the gates of Death, is permitted, though God hath tendered s will with an Oath, That he will not have us die; Though he forbids sinne, though he punish it, yet he permitts it, I have said too little; Nay, he could nor forbid, and punish it, if he did not permit it."
A40891,1121,195,"the Jews were Domestica Dei gens as Tertullian calls them, <CITATION> the Domestick, and pe∣culiar  people of God, like Gideons fleece, full of the dew of Di∣vine Benediction, when all the world was dry besides: to them were the Oracles given, those Oracles which did foretel the Messias, Rom."
A40891,1136,714,"In this House, in this Order, in this Union, in this Communion, in the midst of all these Auxiliarie Troops to fall and miscarry; to have the Light, <CITATION> but not to see it, the bread of Life, but not to Tast it, to die with our Antidotes about us, to goe per portam coeli in Gehen∣nam, thorow the House of Israel into Tophet, thorow the Church of Christ into Hell, may well put God to ask Questions, and expostu∣late, and can argue no lesse then a stubborn and relentlesse heart, and not onely a Defect, but a distast and hatred of that Piety, quae una est sapientia in hac Domo, which is the onely Wisedome, and  most usefull in the House of Israel, which is our best strength a∣gainst our Enemy, Death."
A40891,1147,310,"We see here, all is laid upon the Will: But such is our Folly and madness; so full of Contradictions is a wilfull sinner, that though he call Death unto him both with words, and works; though he be found guilty, and sentence of Death past upon him, yet he cannot be wrought into such a perswasion, <CITATION> That he was ever willing to Die; nolumus nostrum, quia malum Agnoscimus, we will not call sinne ours, because we know it Evill; and so are bold to exonerate and unload our selves upon God himself."
A40891,1154,986,"And this we are too ready to confesse, that we are Borne in sinne; nay, we fall so low, as to damne our selves before we were born, which some may doe in Humility, but most are well content it should be so, well pleased in their Pedegree; well plea∣sed to be brought into the world in that filth and uncleannesse, which God doth hate; and make the unhappinesse of their Birth an Advocate to plead for those pollutions, for those wilfull and Beloved sinnes, which they fall into in the remaining part of their life, as being the proper and naturall Issues of that weaknesse, and Impotency, with which we were sent into the world; which is not True in every part; for that weaknesse, whatsoever it is, can draw no such necessity upon us, <CITATION> nor can be wrought into an Apology for sinne, or an excuse for dying: for to include, and wrap up all our Actuall sinne in the folds of Originall weakeness, is nothing else but to cancel our own Debts, and Obligations, and to put all upon our first Parents score, and so make Adam guilty of the sinnes of the whole world."
A40891,1185,1047,"<CITATION> do we not settle upon our lees, and say, God can draw us out?"
A40891,1248,1154,"speaks upon another occasion, <CITATION> nunquam ipsa semper alia, etsi semper ipsa, quando alia, because receiving degrees of perfection, yet alwayes one, and the same, when in some respects it appea∣red  not the same; we will therefore draw both times together, both the then and the now: the time under the Law, and the time under the Gospel, within the compasse of this one position, and Doctrine, That, though the priviledge and prerogative, (I may say) Royalties of the Church be many yet was she never exempted from per∣secution, but rather had intailed it on her, as an inheritance."
A40891,1257,749,"<CITATION> she is so, when her Number is but small; she was so when Christ built her as a House upon a rock, open to all, and ready to re∣ceive them, though not many rich, not many Noble entred: shall we give her that high and proud title of Infallible?"
A40891,1265,34,"But this you may say, is True, if we take the Church as Invisible, made up of sheep onely, as a Collection of Saints; To speak truly, Charity builds up no other Church; for all she beholds, are either so, or in a possibility of having that Honor, though the Eye of Faith can see but a small number to make up that Body; But take the Church under what Notion you please, yet it will be easy to ob∣serve, that Persecution may enlarge her Territories, Increase her number, and make her more visible, then she was, when the wea∣ther was faire, and no cloud or Darkness hung over her; that when her branches were lopt off, she spread the more, That when her members were dispers'd, there were more gathered to her, when they were drove about the world, they carried that sweet smelling favour about them, which drew in multitudes to follow them, That in their flight they begat many Children unto Christ,  insomuch, <CITATION> saith Saint Hierom, That una vox totius mundi Christus, Christ was become the Language of the whole world."
A40891,1266,1225,"as a vaile of his Divine Majesty, so in all his proceedings and Operations upon man, <CITATION> he is Deus sub velo, a God under a vaile, Hidden, but yet seene, In a dark Character, but read; not toucht, but felt; Merci∣full, when he seems angry; Just, when in outward appearance he favours Oppression, then shadowing us under his wing, when we think he Thunders against us, The same yesterday in the calme, and to day in the storme; then raising his Church as high as Heaven, when we tremble, and imagine he hath opened the Gates of Hell to devour her; whilst we stand at distance, and gaze and wonder at his Counsells and dispositions, and understand them not."
A40891,1268,395,"For that is Method and Order with him, which we take to be confusion, and that which we call persecution, is his Art, his way of making of Saints, de perverso auxiliatur, raysing us by those evills, <CITATION> we labour under, and as in his manifold Wisedome, he redeemed mankind; so the manner and method of working out our Salvation, is from the same Wisedome and Providence, which as it set an Oportet upon Christ to suffer for us, so it set an Oportet upon the Church, to have a Fellowship in his Sufferings; Act."
A40891,1277,156,"Thus by a familiar conversing with it, before the blow, <CITATION> by opposing our Hopes of Happiness, to the smart and Death it may bring, by setting up Life, against Death, and Eternity against a mo∣ment, we may abate its force and violence, and so conquer before we fight."
A40891,1279,636,"if our Hearts be set on the Truth; to it the whole world is not worth a thought, <CITATION> nor can that shop of vanities shew forth any thing, that can shake a soul, or make the passions Turbulent, and unruly, that can draw a Teare or force a smile, that can deject it with sorrow, or make it mad with joy, that can raise an Anger, or strike a feare, or set a desire on the wing; every object is dull and dead, and hath no∣thing of Temptation in it for to love the truth, is all in all, and it bespeaks the world, as Saint Paul did the Grave, where is thy victo∣ry?"
A40891,1285,579,"coeli et soli extorris, cast out of Jerusalem, scattered and dis∣persed over the face of the earth, and made a proverb of obstinate impiety, <CITATION> so that when we call a man a Jew, putamus sufficere con∣vitium, we think we have railed loud enough."
A40891,1288,867,"persecutio, there is a just and praisewor∣thy persecution; for Isaac to be Heire, was a persecution to Ismael; for the Church to be built upon the foundation of the Apostles, Christ being the head corner stone, was a persecution to the Jews: for no sooner had Paul mention'd his sending to the Gentiles, but they fling off their cloathes, and fling dust in the aire, and cry, <CITATION> Away with such a fellow from the Earth, and nothing more odious to a Jew, to this Day, then a Christian."
A40891,1313,36,"110. till I make thy enemies thy footstool; which speech is Metaphorical, and we cannot draw it to any other sense, then that on which the intent of the speaker did levell it, which reacht no further then this, to shew that his own kingdom was nothing in comparison of Christs, which was  of another, <CITATION> and higher nature; as Tertul."
A40891,1313,3530,"not that the Son hath any thing more then the Father, for they are equall in all things, but because in respect of the exercise, and execution of his royal office, he hath as it were this dignity to sit in his royal seat, as Lord and Governour of his Church, for the Father is said, as I told you, to commit all judgement to the Son; <CITATION> But we may say with Tertul."
A40891,1317,1290,"Lycurgus his Lawes were so imperfect, so ill fitting the Common-wealth, that they were brought under the hammer and the file, to be beat out and fashioned in another form more proportionable to that body for which they were made, <CITATION> were corrected by the Lacedemonians, which undervaluing of his wisdom did so unman him, that he would be a man no longer, but starved himself to death, Vetus et squallens sylva legum edictorum securibus Truncata, the whole wood of the old Laws now sullied and weakned with age were cut down by the edicts and rescripts of after Emperors at the very root as with an axe; all of them are in the body of time, and worn out with it, either fail of themselves, or else are cast aside; humane Laws be∣ing but as shadows cast from men in power, and when they fall to the ground, lost with them, no more to be seen, nec uno statu consistunt, sed ut coeli facies et maris, ità rerum, et fortunae tempestatibus variantur, Gel."
A40891,1334,2322,"<CITATION> The profane person would excaecare providentiam Dei, would put out the eye of his Providence, and the morall Atheist pull him from his Throne, and thrust him out of the world: Every man frames such a God, as will fitt him, and pro∣portions him to his lusts, we draw him out, as the Painter did the Goddess, in the likeness of those vanities, which wee most dote on, and so we entitle him to our fraud and Oppression, Petrarch."
A40891,1358,38,"<CITATION> without which, it will grow faint, and pale, and lan∣guish; oportet habere aliquem spei cumulum, saith Tertul."
A40891,1368,379,"For in the Resurrection neither do they marry Wives, nor are married, we may adde neither are there high nor love, neither rich nor poor, but all are one in Christ Jesus; and his words are plain enough, <CITATION> John 18. my Kingdom is not of this World."
A40891,1373,1457,"Now the wayes of men are crooed & Intricate, and their Actions carried on with that contrariety, and contradiction, that to quit and help himself out of them and take himself off from that Amazement, <CITATION> Marcion ran dangerously upon the greatest Blasphemy, and brought in two Principles, one of Good, and another of Evill; that is, two Gods, but when he shall come, and lay Judgement to the line, all things will be even and equall; and the Heretick shall see, that there is but one: now all is jarring, discord and confusion, when he comes, he makes an everlasting Harmony; he will draw every thing to its right and proper end, restore Order and beauty to his work, fill up those breaches, which sinne hath made, and manifest his wisedome and Providence, which here are lookt upon, as hidden mysteries; in a word, to make his Glory shine out of Darkness, as he did light, when the earth was without forme; That the Lord may be all in all."
A40891,1383,145,"The mind of man is , <CITATION> restless, in perpetuall motion; It walkes through the Earth, some∣times looks upon that which delights it; sometimes that, which grieves it, stays, and dwells too long upon both, and misinterprets them, to her own Impoverishing and disadvantage, perrupit Coeli munimenta, saith Seneca, it breaks through the very Gates of Heaven, and there busily pryes after the Nature of Angels, and of God himself, but see it not; Enters the Holy of Holies, and there is venturing into the Closet of his secrets; and there is lost, lost in the search of those Things, of Times, and Seasons, which are past finding out, and are therefore set at such a distance that we may not send so much as a Thought after them; which if they could be known, yet could not advantage us."
A40891,1392,1266,"The time flies away and will not stay its course, neither for the delaier, nor the uncaute∣lous, and therefore our Lord who knows what is sufficient and best for us would not let us know any more, quod à Christo discitur totum est, that which he hath taught us is all, that we can learn, if it would add but one cubit to our stature, and growth in grace, he would have left it behind, written in the fairest character, but it is hid from our eyes, for our advantage, that by the doubt∣ful and pendulous expectation of the hour, our faith might be put to the trial, whether it be a languishing dead faith, or fides armata, a faith in armes, <CITATION> and upon its watch, ut semper diem observemus, dum semper ignoramus, that whil'st we know not, when 'twill be, it may present it self unto us every moment, to affront, and awe us in every motion, and be as our task-master to over-see us, and binde us to our duty that we may fulfill our work, and work out our salvation with fear and trembling, that our whole life may be as the vigils, and Eve, and the houre of his coming, the first houre of an everlasting Holy-day."
A40891,1397,321,"and so conclude: and we may learn even from our Ignorance of the Hour, thus much; That as his coming is uncertaine, so it will be sudden, as we cannot know when he will come, so he will come, when we doe not think on't; <CITATION> cum Totius mundi motu, cum horrore orbis, cum planctu omnium, si non Christianorum, saith Tert."
A40891,1417,246,"That God hath made man a Judge, and Lord of all his Actions, and given him that freedom, and Po∣wer, which is Libripens emancipatià Deo Boni, <CITATION> which doth hold as it were the ballance, and weigh, and poyse both good and evill, and may touch or strike which Scale it please, that either Good shall out-weigh Evill, or Evill good (for man is not evill by Necessity, or Chance, but by his will alone) See, I have set before thee, this Day, Life and Good, Death and Evill, Therefore chuse Life."
A40891,1420,2285,"can we do it, and do it before his Face, whose Eye is pure, <CITATION> and Ten thousand times brighter then the Sun?"
A40891,1441,317,"Temptations may enter the senses without sinne, for to behold the Object, to Touch or Tast (which are called belluini sensus, our more Brutish senses) is not to commit sinne, <CITATION> because God him∣self hath thus ordered, and framed the senses by their severall in∣struments and Organs, auditum in auribus fodit, visum in ceulis accen∣dit, gustum in ore conclusit, saith the Father, he hath kindled up light in the eyes, he hath digged the hollow of the Eare, for hearing, and hath shut up the Tast in the mouth, or palate, and hath given man his senses very fit for the triall, and reward of vertue; for as he made the eye to see, so he made every thing in the world to be seene, Frustra ii essent si non viderentur, saith Amor."
A40891,1445,1071,"This opens his Heart, and may shut it; This gives way and Room for the Tentation to enter, which is not done, till he think, as the  enemy would have him; 'til he busie, and roul about his thought, which is as the turning of a key to open a door, and passage unto him; I may think 'tis a faire sight, and my will may turn from it; I may think it Musick, and my will may be deaf; I may think it pleasant to the tast, and my will may distast, and loath it when reason hath discovered death in the apple; but when we draw neer to it, and in a manner invite it to enter; when we de∣light in that beauty, which attempts our chastity, that pleasure which assaults our continence, and stay, and dwell, and solace our selves with these unlawful objects; then 'tis more then a thought, 'tis more then a natural complacency; 'tis a sinne, for not one∣ly the sense is pleased, but the will; for we would not have set it up so high in our fancy, we would not have Deified it there, if we had not been willing to fall down, and worship it; And now though it be but a thought, it is a work of the flesh, wrought and finisht in the minde, and wants nothing but opportunity to bring it into Act; <CITATION> nec enim cogitatus licet solos, licet non ad effe∣ctum per carnem deducos à collegio carnis auferimus, saith Tertullian, so far is it, that the soul should be alone in the Actions of our life; that we cannot take these thoughts which are alone, and not yet brought into act, from the society, and fellow∣ship of the flesh, which works in the soul, as the soul doth by it; For in the flesh, and with the flesh, and by the flesh, that is done by the soul, which is done in the heart and inward man."
A40891,1455,2242,"<CITATION> for what is evill; what is our yeelding to Temptations, the slacking of our watch, but our want of patience towards that which is good?"
A40891,1519,144,"And these we must avoid the rather, because they goe hand in hand, as it were with the truth, and carry it along with them in their Company, <CITATION> as Lewd persons doe sometimes a Grave and So∣ber man, to countenance them in their sportiveness, and Debauche∣ry."
A40891,1611,1310,"l. 6. c. 7. our chewing of the cud; unlesse we do Colloqui cum fide, hold a Colloquie within us, and Catechize our faith, and enquire whether we remem∣ber Christ as we should; whether our faith be as strong, our hop eas stedfast, our charity as fervent, as so great love requireth; whether it be such a faith, and such as hope, and so intensive a charity, as Christ and his love thus diffused abroad might beget; whether Christ be hung up in this gallery of our soule, onely as a picture, or whether he be a Living Christ, and dwelleth in us of a truth: For the memory as it is the womb to forme and fashion Christ, so it may yield good blood to nourish him, and in this sence, <CITATION> that of Pla∣to may be true, , we learn and are instructed by those notions, which were formerly imprinted in our Memory; we do conceive and are in travell, as Saint Paul speakes, with Christ; till he be fully formed in us; we work him out in Cogitatoria, in the Elaboratory of our hearts."
A40891,1637,324,"This is the whole duty of man, and we may say of it, as the Father doth of the Lords prayer, quantum substringitur verbis, <CITATION> tan∣tum diffunditur sensibus, though it be contracted, and comprized in a word, yet it poures forth it self in a Sea of matter and sense."
A40891,1654,2658,"Look into your prisons, saith Tertullian, to per∣secuting heathens, <CITATION> and you shall find no Christians there, and if you do, it is not for murder, or theft, or cozenage, or breach of the peace; the cause for which they are bound and confined there, is onely this, that they are Christians."
A40891,1655,1812,"under the Law this peace and quietnesse was but a promise, a blessing in expectation, and in the Schooles of Philosophers it was but a fancy, the peace and quietnesse they had was raised out of weak and fail∣ing principles, de industria consultae aequanimitatis, non de Fiducia compertae veritatis, saith Tertullian, <CITATION> out of an industrious affected endurance of every evill, that it might not be worse, out of a po∣litick resolution to defeat the evill of its smart, but not out of con∣science, or assurance of that truth, which brought light, and immor∣tality to settle the mind, to collect and gather it within it self, in the midst of all those provocations and allurements, which might shew themselves to divide and distract it, but remaine it self untoucht, unmoved, looking forward through all these vanishing shadows and apparitions, which either smile or threaten, to that glory which cannot be done away."
A40891,1655,2649,"This Christianity only can effect; this was the businesse of the prince of peace, who came into the world, but not with drumme and colours, but with a rattle rather; not with noise, <CITATION> but like rain into the mowen grasse; not destroying his enemies, but making them his friends; not as a Caesar, or Alexander, but as an Angel, and Embassadour of peace; not denouncing war, but pro∣claiming a Jubilee; and with no sword, but that of the spirit, who made good that prophesie of the Prophet Micah, that swords should be turned into plow-shares, and speares into pruning hookes; Micah."
A40891,1702,1756,"16. every action of ours hath its limit and Boundaries, and if we passe them we sinne; if we stretch beyond these, and if we break through our bounds, <CITATION> and are busie-bodyes in other mens mat∣ters, 1 Pet."
A40891,1725,220,"Ut operemini manibus, that you work with your hands; which words take in all manuall trades, and handycrafts, which are for use and necessity; all lawfull trades; for even theeves, and rob∣bers, and Juglers, <CITATION> and cheaters, and forgers of writings do work, not with their feet, saith Tertullian, but with their hands; and he brings in his exception against Painters, and Statuaries, and Engra∣vers, but no further then he doth against Schoolmasters, and Mer∣chants, who bring in frankincense; in that respect onely, as they sa∣crifice their sweat and their labour, and are subservient and ministe∣riall, either to lust or Idolatry; Diligentia tua numen illorum est."
A40891,1725,1339,"for the diligence, saith he, of the Statuary is the divinity of the Idol; and we may say, those ma∣ny unnecessary Arts and trades which are now held up with credit and repute in the world, because it will still be world, were at first the Daughters, and are now become the nurses of our luxury and lust; luxury begat them, and they send our luxury in triumph through the Streets: were Tertullian, whose zeale waxt so hot e∣ven against a purpleseller, to passe now through our great city with power and authority, <CITATION> how many shops would be shut up?"
A40891,1737,197,"Thus, as Ter∣tullian speaks, <CITATION> they can draw the Scripture either way, ut haec restrin∣gere fraenos, illa laxare videatur, either to give a check, or to let loose the reines to idlenesse and sloth."
A40891,1778,683,"Aliud sunt imagines, aliud definitiones; Imagines prophetant, definitiones gubernant, <CITATION> saith Tertullian."
A40891,1788,411,<CITATION> delight in his craft which is his malice?
A40891,1791,658,"Tertullian gives him these two proprieties, <CITATION> simplicitatem & potestatem, simpli∣city or uncompoundednesse, and power: He is , the singlenesse of all that are of a pure and single heart; Dionrs."
A40891,1792,1086,"with no better hatchments then these, we return it far worse then we received it, worse then it was when it was as a smooth unwritten table, when it was such a soul, qualem habent qui solam habent, such a one which they have, <CITATION> who have it onely as other creatures have, to keep them alive and in being, and no more; and better we had breathed it out when it was first breathed in, then that we should thus keep and retain it, and then return it with no better furniture, no better endowed and filled, then with shadows and lyes."
A40891,1792,2479,"Or, which is worse, our outward formality and busie diligence in those duties which require the least, will but serve Contenebrare incesta, as the Father speaks, <CITATION> to cast a mist and darknesse upon our impurities, which may hide them from our own eyes, whom it most concerns to see them, and for a while from others, who see the best of us (which indeed is the worst of us, because it makes us worse and worse) whilest the evil they shadow and hide, is in our very bowels, and spreads it self, and works on insensibly, but most strongly and certainly to our ruine; and then it appeares more ugly and deformed to his pure and all-seeing eye, who never hates an oppressor more then when he sees him at the Altat, and is most offended with that fraudulent man, who is called Christian."
A40891,1804,1117,"Bonus vir Caius Seius, <CITATION> Caius Seius is a good man; his onely fault is that he is a Christian, would the heathen say; He is a good morall man, but he is not of the Elect, that is, one of our Faction, saith one Christian of another."
A40891,1835,2668,"And therefore even nature it self had a glimpse, a weak, imperfect sight of this good, and saw a further mark to aime at, then this world in this span of time could set up, <CITATION> whence Tully calls man a mortall God: and Seneca tells us, That, by that which is best in man we go before other creatures, Sen. ep."
A40891,1903,853,"So that all the Laws of men which look towards Innocency, and Perfection, <CITATION> are borrowed, saith Tertullian, from the Divine Law; and all Law-givers are called by Galen, and called themselves the Disciples of God; Minos of Jupiter, Numa of Egeria, Solon of Minerva, Lycurgus of Apollo, Trismegistus of Mercury; none ever having been thought fit to make a Law, but God, whose Power hath no bounds but his Will; Nalla lex satis commoda omni∣bus est, &c. Liv."
A40891,1905,128,"The Power of God, yea and his Wisdome ruleth over all, and  his Laws are like himself, Just and holy, pure and undefiled, unchange∣able, <CITATION> immutable, and everlasting; fitted to the first Age of the world, and fitted to the last; fitted to the wisest, and fitted to the simplest; fitted to times of peace, and fitted to times of tumult; establisht, and mighty against all occurrences, all alterations, all mu∣tations whatsoever."
A40891,1914,71,"So it was with the Jew, and so it is with us; That  which will cure and heal us, we most distaste; <CITATION> Nauseat ad Antido∣tum qui hiat ad venenum, the stomach turns at the Antidote, that is greedy of Poyson."
A40891,1980,3396,"Inno∣centiam perfecte nôtrant Christiani perfecto magistro revelatam, saith Tertullian, <CITATION> That innocency of life which beats down all violence,  checks and confutes all Sophistry and deceit in dealing, is most ex∣actly learnt by Christians from the best and perfectest master that ever was, who that we may not kill, hath taught us not to be angry; that we may shut out uncleannesse, hath shut up our eyes; that we may not do evil, hath prohibited us to speak or think it; and is so far from permitting his disciples to do any injury, that he hath ex∣presly and straitly commanded them with patience to beare any that is offered: quis illic sicarius?"
A40891,1987,2885,"& Lenonibus, of theatricall shews, stage-playes, and bawdes, and you shall find, that even from hence, from these loathsome and nasty dunghills of corruption, Emperours, & Common-wealths have sucked gain: Ma∣thematicians, Juglers, Fortunetellers, Theeves, and which the Father could not tell whether he should grieve or blush at, Inter hos Christiani vectigales, <CITATION> amongst this rabble Christians also were brought in as Tributary."
A40891,2036,658,"It is the language of the two daughters of the Horse-leach, of Co∣vetousnesse and Ambition, <CITATION> Give, Give, alwaies taking in, never emptying themselves: It is the Dialect of that generation, whose Teeth are swords, and their Jaw-teeth as knives to devoure the poore of the earth: It is the voice of Luxury and riot, which must be fed as devils are, with the blood of others; who like that Behemoth can drink up rivers of blood; It is the language of the Devil himself, who is no helper but a destroyer."
A40891,2038,53,"But if this light of Nature be not bright enough, <CITATION> yet by the light of Scripture, by the light of the Gospel we may easily discerne the truth of this parallel."
A40891,2042,951,"<CITATION> Tertullian calls them depo∣sita pietatis, the pledges of mercy deposited in our hands; and if I should call the wealth of Christians so, I should not erre, Bern."
A40891,2044,877,"Negotiatio est aliqua amittere ut plura lucreris, saith the Father, It is a kind of traffick and merchandize to lay out something that you may gain more; <CITATION> to venture a knife or bugle, to bring back a Dia∣mond; to treasure up by spending, to increase our stock by diminishing it, and by losing all to purchase more."
A40891,2046,1575,"Justin Martyr in his Apologie for the Christians, tels us, That that which they possessed they did , bring it into a common Trea∣sury: Tertullian calls it Arcam communem, a common chest: <CITATION> Nor was this Benovolence exacted as a Tribute from those who desired to be joyned with them in communion, (as the Heathen did calum∣niate) but every man did sponte conferre, saith Tertullian, , <CITATION> c. 42. saith Justin Martyr, voluntarily, and what he would."
A40891,2046,1891,"Nor was this Benovolence exacted as a Tribute from those who desired to be joyned with them in communion, (as the Heathen did calum∣niate) but every man did sponte conferre, saith Tertullian, , <CITATION> saith Justin Martyr, voluntarily, and what he would."
A40891,2053,152,"And we shall not think so strange of this Operation and Magistery of mercy, If in the next place we consider what spring, <CITATION> what prin∣ciple it is, which begins and continues its motion, and sets it a work∣ing; and Saint Paul placeth it in the inward man, in the very bowels of him; put on therefore bowells of mercy, Coloss."
A40891,2112,66,"No, <CITATION> Corpus aptâ sti mihi, A body hast thou prepared me."
A40891,2124,1883,"Malè nôrunt Deum, qui non putant illum posse quod non putant, <CITATION> saith Tertullian, They have but little knowledge of God, who do not think that he can do, yea and doth know and see what they can∣not think."
A40891,2131,931,"Tertullian hath well obser∣ved, That the providence and authority of men in this doe pariate and are alike; such as their wisdome is to demonstrate that which is good, such is their power to exact it; Tam illa falli facilis, quàm ista contemni, <CITATION> their wisdome as subject to errour, as their power to a baffle; the one may be deluded, and the other restrained; and both Omri and his statutes may be trod under foot."
A40891,2188,1596,"<CITATION> Hoc stipulata est Dei vox, hoc spopondit omne quod nascitur, saith Tertullian; this is the stipulation and bar∣gain, which God hath made with every soul, and by being born we made a promise, and obliged our selves to dye."
A40891,2202,2570,"<CITATION> What stranger will be afraid to return to his Fathers house, or lose that life, quam sibi jam supervacuam fe∣cit, which by dying daily to the world he hath already made super∣fluous and unnecessary?"
A94070,45,1621,"It concerneth the mi∣nisters of the Gospel then, to use all methods to gain souls to God: Sometimes to launch out into the common-place, and larger discussion of truths, that they may at once see the whole latitude and breadth of them in one intire draught and delineation; at other times to consine themselves to the express scope of that particular place which they have in hand, that the point and branch of Doctrine proper thereunto may be more earnestly and in∣dustriously inforced: In the first method we may discern both the harmony and rich <CITATION> fulness of Scripture, whilest we see how much God hath spoken in a little; and  how a few words of His, (like a small piece of gold) may without any forcing and violence, be beaten out into so large an explication: in the other method, truths many times come in fresher and sweeter upon the soul, as being drawn more immediately from the fountain, and without the intervention of our Logick and discourse, eviden∣cing their deduction to the consciences of men."
A94070,1792,558,"<CITATION> Aliter pigmentatae sunt vestes: Indutus purpura, cum consci∣entia pannosa."
A94070,2291,33,"In the fourth place; Observe the times of fellowship: I beseech you remember this: There are peculiar times when God draws neer to you; mollissima tempora sandi: do you then draw neer to God: call upon him while he is neer: that is the expression: the Spirit of God (Tertul∣lian  observes, <CITATION> res delicata spiritus Christi) is a delicate thing, a delicate Spirit, easily provoked to depart when the Lord knocketh, and offers love, and men will not entertain it."
A94070,2782,572,"4.7. that they have God nigh them in all that they call upon him for; and this hath been your glory in former times in the sight of your adversaries: that you could say, <CITATION> Caelum tundimus, & misericordiam extorquemus."
A94070,3189,165,"Secondly, the next is to the enemies that were their neighbours: the truth is my Brethren, it was a good observation that of Tertullian unto the Church; <CITATION> there are tot hostes quot extranei; all that be strangers, be ene∣mies; now the Lord speaks unto these, and tells them, I will shake my hand against you, and they that spoyl you, they shall be a spoyl to their servants; their own servants shall spoil them."
A94070,3216,1300,"12.5. the truth is my Brethren, God cannot sleep when you pray: it was a golden speech that of Tertullian, <CITATION> Deum orationibus ambimus, caelum tundimus, & misericordiam extorquemus: , Basil."
A86432,133,1971,"But all this while he was like <CITATION> a claspt booke, gloriously shining onely to himselfe."
A86432,136,1062,"107. especially in dangers, they that despise his majestie before, now acknow∣ledge his highnesse above all others; for, forsaking their fellow creatures, which are refuges of lyes,<CITATION> they looke now to the hea∣vens, not to the Capitol: And those that would not owne him before, cry now, Lord helpe, Lord save, lowdly thereby pro∣claiming his glory."
A86432,151,1214,"the uncleane person his harlots, those unhappie sacri∣fices of publike lust, as <CITATION> Tertullian stiles them?"
B12557,244,218,ground and beginning no lesse auncient then the <CITATION> verie first and best age of the Christian world Deut.
B12557,256,86,"As for the gleebe of the Church, the offerings and vowes of the people, which with <CITATION> Tertull."
