ESV,text,Parallel,version,verse_text,rank,prediction,toCheck,correction
Exodus 39.33,"Exodus 39.33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;",Exodus 39.35,Vulgate,Exodus 39.35 mensam cum vasis suis et propositionis panibus;,2.0,False,False,
Exodus 39.33,"Exodus 39.33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;",Exodus 39.34,Vulgate,"Exodus 39.34 velum; arcam, vectes, propitiatorium,",3.0,False,False,
Exodus 39.33,"Exodus 39.33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;",Exodus 39.33,Vulgate,"Exodus 39.33 opertorium de pellibus arietum rubricatis, et aliud operimentum de janthinis pellibus,",,False,False,
Exodus 39.33,"Exodus 39.33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;",Exodus 39.31,Wycliffe,"Exodus 39.31 Therfor al the werk of the tabernacle, and the hilyng of the witnessyng, was parformed; and the sones of Israel diden alle thingis whiche the Lord comaundide to Moises.",1.0,False,False,
Exodus 39.33,"Exodus 39.33 Then they brought the tabernacle to Moses, the tent and all its utensils, its hooks, its frames, its bars, its pillars, and its bases;",Exodus 39.35,Wycliffe,"Exodus 39.35 the boord with vessels, and with the looues of settyng forth;",2.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.37,ODRV,"Exodus 39.37 the altar of gold, and the ointment, and the incense of spices:",3.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.35,ODRV,Exodus 39.35 the table with the vessel therof and the loaues of proposition:,2.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.39,ODRV,"Exodus 39.39 the altar of brasse, the grate, the barres, and al the vessel therof: the lauer with the foote therof: the hanginges of the court, and the pillers with their feete:",1.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.39,Vulgate,"Exodus 39.39 altare æneum, retiaculum, vectes, et vasa ejus omnia; labrum cum basi sua; tentoria atrii, et columnas cum basibus suis;",1.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.35,Vulgate,Exodus 39.35 mensam cum vasis suis et propositionis panibus;,2.0,False,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.36,Vulgate,"Exodus 39.36 candelabrum, lucernas, et utensilia earum cum oleo;",0.0,True,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.36,ODRV,"Exodus 39.36 the candlesticke, the lampes, and the furniture of them with the oyle:",0.0,True,False,
Exodus 39.37,"Exodus 39.37 the lampstand of pure gold and its lamps with the lamps set and all its utensils, and the oil for the light;",Exodus 39.37,Vulgate,"Exodus 39.37 altare aureum, et unguentum, et thymiama ex aromatibus,",3.0,False,False,
Exodus 39.38,"Exodus 39.38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.39,ODRV,"Exodus 39.39 the altar of brasse, the grate, the barres, and al the vessel therof: the lauer with the foote therof: the hanginges of the court, and the pillers with their feete:",0.0,False,False,
Exodus 39.38,"Exodus 39.38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.38,ODRV,Exodus 39.38 and the hanging in the entrie of the tabernacle:,4.0,False,False,
Exodus 39.38,"Exodus 39.38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.40,ODRV,"Exodus 39.40 the hanging in the entrie of the court, and the litle cordes, and the pinnes therof. Nothing wanted of the vessel, that was commanded to be made for the ministerie of the tabernacle, and for the roofe of couenant.",2.0,False,False,
Exodus 39.38,"Exodus 39.38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.37,ODRV,"Exodus 39.37 the altar of gold, and the ointment, and the incense of spices:",1.0,True,False,
Exodus 39.38,"Exodus 39.38 the golden altar, the anointing oil and the fragrant incense, and the screen for the entrance of the tent;",Exodus 39.36,ODRV,"Exodus 39.36 the candlesticke, the lampes, and the furniture of them with the oyle:",3.0,False,False,
Exodus 39.5,"Exodus 39.5 And the skillfully woven band on it was of one piece with it and made like it, of gold, blue and purple and scarlet yarns, and fine twined linen, as the LORD had commanded Moses.",Exodus 39.5,Wycliffe,Exodus 39.5 as the Lord comaundide to Moises.,,False,True,
Exodus 39.5,"Exodus 39.5 And the skillfully woven band on it was of one piece with it and made like it, of gold, blue and purple and scarlet yarns, and fine twined linen, as the LORD had commanded Moses.",Exodus 39.3,Wycliffe,"Exodus 39.3 and of bijs foldid ayen, bi werk of broiderie; also he kittide thinne goldun platis, and made thinne in to threedis, that tho moun be foldid ayen, with the warp of the formere colouris;",0.0,False,True,
Exodus 39.5,"Exodus 39.5 And the skillfully woven band on it was of one piece with it and made like it, of gold, blue and purple and scarlet yarns, and fine twined linen, as the LORD had commanded Moses.",Exodus 39.4,Wycliffe,"Exodus 39.4 and he made tweyne hemmes couplid to hem silf to gidere, in euer either side of the endis; and he made a girdil of the same colouris,",1.0,False,True,
Exodus 39.5,"Exodus 39.5 And the skillfully woven band on it was of one piece with it and made like it, of gold, blue and purple and scarlet yarns, and fine twined linen, as the LORD had commanded Moses.",Exodus 39.6,Wycliffe,"Exodus 39.6 And he made redi twei stonys of onychyn, boundun and closid in gold, and grauun bi the craft of worchere in iemmys, with the names of the sones of Israel; sixe names in o stoon, and sixe in the tother stoon, bi the ordre of her birthe.",2.0,False,True,
Exodus 40.10,"Exodus 40.10 You shall also anoint the altar of burnt offering and all its utensils, and consecrate the altar, so that the altar may become most holy.",Exodus 40.10,Vulgate,"Exodus 40.10 altare holocausti et omnia vasa ejus,",3.0,False,True,
Exodus 40.10,"Exodus 40.10 You shall also anoint the altar of burnt offering and all its utensils, and consecrate the altar, so that the altar may become most holy.",Exodus 40.12,Vulgate,"Exodus 40.12 Applicabisque Aaron et filios ejus ad fores tabernaculi testimonii, et lotos aqua",2.0,False,True,
Exodus 40.10,"Exodus 40.10 You shall also anoint the altar of burnt offering and all its utensils, and consecrate the altar, so that the altar may become most holy.",Exodus 40.9,Vulgate,"Exodus 40.9 Et assumpto unctionis oleo unges tabernaculum cum vasis suis, ut sanctificentur:",1.0,False,True,
Exodus 40.10,"Exodus 40.10 You shall also anoint the altar of burnt offering and all its utensils, and consecrate the altar, so that the altar may become most holy.",Exodus 40.11,Vulgate,"Exodus 40.11 labrum cum basi sua: omnia unctionis oleo consecrabis, ut sint Sancta sanctorum.",0.0,False,True,
Exodus 40.11,"Exodus 40.11 You shall also anoint the basin and its stand, and consecrate it.",Exodus 40.13,Wycliffe,"Exodus 40.13 and, whanne thei ben waischid in water, thou schalt clothe hem with hooli clothis, that thei mynystre to me, and that the anoyntyng of hem profite in to euerlastynge preesthod.",2.0,False,True,
Exodus 40.11,"Exodus 40.11 You shall also anoint the basin and its stand, and consecrate it.",Exodus 40.9,Wycliffe,"Exodus 40.9 And whanne thou hast take oyle of anoyntyng, thou schalt anoynte the tabernacle, with hise vessels, that tho be halewid;",0.0,False,True,
Exodus 40.11,"Exodus 40.11 You shall also anoint the basin and its stand, and consecrate it.",Exodus 40.11,Wycliffe,"Exodus 40.11 with his foundement. Thou schalt anoynte alle thingis with the oile of anoyntyng, that tho be hooli of hooli thingis.",3.0,False,True,
Exodus 40.11,"Exodus 40.11 You shall also anoint the basin and its stand, and consecrate it.",Exodus 40.10,Wycliffe,"Exodus 40.10 the auter of brent sacrifice, and alle vessels ther of; the waischyng vessel,",4.0,False,True,
Exodus 40.11,"Exodus 40.11 You shall also anoint the basin and its stand, and consecrate it.",Exodus 40.12,Wycliffe,Exodus 40.12 And thou schalt present Aaron and hise sones to the dore of the tabernacle of witnessyng;,1.0,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.13,ODRV,"Exodus 40.13 thou shalt reuest them with the sacred vestimentes, that they may minister to me, and the vnction of them may prosper to an euerlasting priesthood.",0.0,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.12,ODRV,"Exodus 40.12 And thou shalt bring Aaron and his sonnes to the doore of the tabernacle of testimonie, and hauing washed them with water,",1.0,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.14,Wycliffe,Exodus 40.14 And Moises dide alle thingis whiche the Lord comaundide.,,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.14,ODRV,Exodus 40.14 And Moyses did al thinges which our Lord had commanded.,,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.13,Vulgate,"Exodus 40.13 indues sanctis vestibus, ut ministrent mihi, et unctio eorum in sacerdotium sempiternum proficiat.",2.0,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.12,Wycliffe,Exodus 40.12 And thou schalt present Aaron and hise sones to the dore of the tabernacle of witnessyng;,0.0,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.14,Vulgate,Exodus 40.14 Fecitque Moyses omnia quæ præceperat Dominus.,,False,True,
Exodus 40.14,"Exodus 40.14 You shall bring his sons also and put coats on them,",Exodus 40.12,Vulgate,"Exodus 40.12 Applicabisque Aaron et filios ejus ad fores tabernaculi testimonii, et lotos aqua",0.0,False,True,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.13,Wycliffe,"Exodus 40.13 and, whanne thei ben waischid in water, thou schalt clothe hem with hooli clothis, that thei mynystre to me, and that the anoyntyng of hem profite in to euerlastynge preesthod.",0.0,False,True,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.15,ODRV,"Exodus 40.15 Therfore the first moneth of the second yeare, the first day of the moneth, the tabernacle was placed.",,False,False,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.15,Wycliffe,"Exodus 40.15 Therfor in the firste monethe of the secunde yeer, in the firste dai of the monethe, the tabernacle was set.",,False,True,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.15,Vulgate,"Exodus 40.15 Igitur mense primo anni secundi, prima die mensis, collocatum est tabernaculum.",,False,True,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.13,ODRV,"Exodus 40.13 thou shalt reuest them with the sacred vestimentes, that they may minister to me, and the vnction of them may prosper to an euerlasting priesthood.",0.0,True,False,
Exodus 40.15,"Exodus 40.15 and anoint them, as you anointed their father, that they may serve me as priests. And their anointing shall admit them to a perpetual priesthood throughout their generations.""",Exodus 40.13,Vulgate,"Exodus 40.13 indues sanctis vestibus, ut ministrent mihi, et unctio eorum in sacerdotium sempiternum proficiat.",0.0,False,True,
Exodus 40.16,"Exodus 40.16 This Moses did; according to all that the LORD commanded him, so he did.",Exodus 40.16,Vulgate,"Exodus 40.16 Erexitque Moyses illud, et posuit tabulas ac bases et vectes, statuitque columnas,",,False,False,
Exodus 40.16,"Exodus 40.16 This Moses did; according to all that the LORD commanded him, so he did.",Exodus 40.17,Vulgate,"Exodus 40.17 et expandit tectum super tabernaculum, imposito desuper operimento, sicut Dominus imperaverat.",1.0,False,False,
Exodus 40.16,"Exodus 40.16 This Moses did; according to all that the LORD commanded him, so he did.",Exodus 40.14,Vulgate,Exodus 40.14 Fecitque Moyses omnia quæ præceperat Dominus.,0.0,True,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.16,ODRV,"Exodus 40.16 And Moyses erected, it, and put the bordes and feete and barres, and reared the pillers,",0.0,True,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.19,ODRV,"Exodus 40.19 And when he had brought the arke into the tabernacle, he drew before it the veile to fulfil the commandement of our Lord.",1.0,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.18,Vulgate,"Exodus 40.18 Posuit et testimonium in arca, subditis infra vectibus, et oraculum desuper.",,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.20,Vulgate,"Exodus 40.20 Posuit et mensam in tabernaculo testimonii ad plagam septentrionalem extra velum,",2.0,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.17,Vulgate,"Exodus 40.17 et expandit tectum super tabernaculum, imposito desuper operimento, sicut Dominus imperaverat.",1.0,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.16,Vulgate,"Exodus 40.16 Erexitque Moyses illud, et posuit tabulas ac bases et vectes, statuitque columnas,",0.0,True,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.17,ODRV,"Exodus 40.17 and spred the roofe ouer the tabernacle, putting ouer it a couer, as our Lord had commanded.",2.0,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.18,ODRV,"Exodus 40.18 He put also the testimonie in 291.18 the arke, thrusting barres vnderneth, and the oracle aboue.",3.0,False,False,
Exodus 40.18,"Exodus 40.18 Moses erected the tabernacle. He laid its bases, and set up its frames, and put in its poles, and raised up its pillars.",Exodus 40.20,ODRV,"Exodus 40.20 He sette the table also in the tabernacle of testimonie at the north side without the veile,",4.0,False,False,
Exodus 40.23,"Exodus 40.23 and arranged the bread on it before the LORD, as the LORD had commanded Moses.",Exodus 40.22,ODRV,"Exodus 40.22 He sette the candlesticke also in the tabernacle of testimonie ouer against the table on the south side,",3.0,False,False,
Exodus 40.23,"Exodus 40.23 and arranged the bread on it before the LORD, as the LORD had commanded Moses.",Exodus 40.23,ODRV,"Exodus 40.23 placing the lampes in order, according to the precept of our Lord.",4.0,False,False,
Exodus 40.23,"Exodus 40.23 and arranged the bread on it before the LORD, as the LORD had commanded Moses.",Exodus 40.21,ODRV,"Exodus 40.21 ordering the bread of proposition before it, as our Lord had commanded Moyses.",0.0,True,False,
Exodus 40.23,"Exodus 40.23 and arranged the bread on it before the LORD, as the LORD had commanded Moses.",Exodus 40.25,ODRV,"Exodus 40.25 and burned vpon it the incense of spices, as our Lord had commanded Moyses.",1.0,False,False,
Exodus 40.24,"Exodus 40.24 He put the lampstand in the tent of meeting, opposite the table on the south side of the tabernacle,",Exodus 40.24,Wycliffe,"Exodus 40.24 He puttide also the goldun auter vndur the roof of witnessyng,",3.0,False,False,
Exodus 40.24,"Exodus 40.24 He put the lampstand in the tent of meeting, opposite the table on the south side of the tabernacle,",Exodus 40.23,Wycliffe,"Exodus 40.23 in the south side, and settide lanternes bi ordre, bi the comaundement of the Lord.",4.0,False,False,
Exodus 40.24,"Exodus 40.24 He put the lampstand in the tent of meeting, opposite the table on the south side of the tabernacle,",Exodus 40.25,Wycliffe,"Exodus 40.25 ayens the veil, and he brente theronne encense of swete smellynge spiceries, as the Lord comaundide to Moises.",2.0,False,False,
Exodus 40.24,"Exodus 40.24 He put the lampstand in the tent of meeting, opposite the table on the south side of the tabernacle,",Exodus 40.26,Wycliffe,"Exodus 40.26 He settide also a tente in the entryng of the tabernacle,",1.0,False,False,
Exodus 40.24,"Exodus 40.24 He put the lampstand in the tent of meeting, opposite the table on the south side of the tabernacle,",Exodus 40.22,Wycliffe,"Exodus 40.22 He settide also the candilstike in the tabernacle of witnessyng, euene ayens the boord,",0.0,True,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.28,ODRV,"Exodus 40.28 The lauer also he set betwen the tabernacle of testimonie and the altar, filling it with water.",1.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.27,ODRV,"Exodus 40.27 and the altar of holocauste in the entrie of the testimonie, offering on it the holocauste, and the sacrifices, as our Lord had commanded.",0.0,True,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.31,Vulgate,"Exodus 40.31 Erexit et atrium per gyrum tabernaculi et altaris, ducto in introitu ejus tentorio. Postquam omnia perfecta sunt,",0.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.27,Vulgate,"Exodus 40.27 et altare holocausti in vestibulo testimonii, offerens in eo holocaustum, et sacrificia, ut Dominus imperaverat.",1.0,True,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.28,Vulgate,"Exodus 40.28 Labrum quoque statuit inter tabernaculum testimonii et altare, implens illud aqua.",4.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.29,Vulgate,"Exodus 40.29 Laveruntque Moyses et Aaron ac filii ejus manus suas et pedes,",,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.30,ODRV,"Exodus 40.30 when they entred the roofe of couenant, and went to the altar, as our Lord had commanded Moyses.",2.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.30,Vulgate,"Exodus 40.30 cum ingrederentur tectum fœderis, et accederent ad altare, sicut præceperat Dominus Moysi.",3.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.29,ODRV,"Exodus 40.29 And Moyses and Aaron, and his sonnes washed their handes and feete,",,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.28,Wycliffe,"Exodus 40.28 Also he ordeynede the waischyng vessel, bitwixe the tabernacle of witnessyng and the auter, and fillide it with watir.",1.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.29,Wycliffe,"Exodus 40.29 And Moises, and Aaron, and his sones, waischiden her hondis and feet,",,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.27,Wycliffe,"Exodus 40.27 and the auter of brent sacrifice in the porche of the witnessyng, and he offride therynne brent sacrifice, and sacrifices, as the Lord comaundide.",0.0,True,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.30,Wycliffe,"Exodus 40.30 whanne thei entriden into the roof of boond of pees, and neiyeden to the auter, as the Lord comaundide to Moises.",3.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.31,ODRV,"Exodus 40.31 He erected also the court round about the tabernacle and the altar, drawing the hanging in the entrie therof. After al thinges were perfited,",3.0,False,False,
Exodus 40.29,"Exodus 40.29 And he set the altar of burnt offering at the entrance of the tabernacle of the tent of meeting, and offered on it the burnt offering and the grain offering, as the LORD had commanded Moses.",Exodus 40.31,Wycliffe,"Exodus 40.31 He reiside also the greet street, bi the cumpas of the tabernacle and of the auter, and settyde a tente in the entryng therof. Aftir that alle thingis weren perfitli maad,",2.0,False,False,
Exodus 40.31,Exodus 40.31 with which Moses and Aaron and his sons washed their hands and their feet.,Exodus 40.31,Wycliffe,"Exodus 40.31 He reiside also the greet street, bi the cumpas of the tabernacle and of the auter, and settyde a tente in the entryng therof. Aftir that alle thingis weren perfitli maad,",,False,False,
Exodus 40.31,Exodus 40.31 with which Moses and Aaron and his sons washed their hands and their feet.,Exodus 40.30,Wycliffe,"Exodus 40.30 whanne thei entriden into the roof of boond of pees, and neiyeden to the auter, as the Lord comaundide to Moises.",1.0,False,False,
Exodus 40.31,Exodus 40.31 with which Moses and Aaron and his sons washed their hands and their feet.,Exodus 40.29,Wycliffe,"Exodus 40.29 And Moises, and Aaron, and his sones, waischiden her hondis and feet,",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.34,ODRV,"Exodus 40.34 If at anie time the cloud did leaue the tabernacle, the children of Israel went forward by their troupes:",2.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.31,Vulgate,"Exodus 40.31 Erexit et atrium per gyrum tabernaculi et altaris, ducto in introitu ejus tentorio. Postquam omnia perfecta sunt,",1.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.34,Vulgate,"Exodus 40.34 Siquando nubes tabernaculum deserebat, proficiscebantur filii Israël per turmas suas:",2.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,Vulgate,"Exodus 40.32 operuit nubes tabernaculum testimonii, et gloria Domini implevit illud.",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.34,Wycliffe,"Exodus 40.34 If ony tyme the cloude lefte the tabernacle, the sones of Israel yeden forth bi her cumpanyes;",2.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.31,Wycliffe,"Exodus 40.31 He reiside also the greet street, bi the cumpas of the tabernacle and of the auter, and settyde a tente in the entryng therof. Aftir that alle thingis weren perfitli maad,",1.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,Wycliffe,"Exodus 40.30 whanne thei entriden into the roof of boond of pees, and neiyeden to the auter, as the Lord comaundide to Moises.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,ODRV,"Exodus 40.32 the cloude couered the tabernacle of testimonie, and the glorie of our Lord filled it.",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.31,ODRV,"Exodus 40.31 He erected also the court round about the tabernacle and the altar, drawing the hanging in the entrie therof. After al thinges were perfited,",1.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,ODRV,"Exodus 40.30 when they entred the roofe of couenant, and went to the altar, as our Lord had commanded Moyses.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,Vulgate,"Exodus 40.30 cum ingrederentur tectum fœderis, et accederent ad altare, sicut præceperat Dominus Moysi.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,Wycliffe,"Exodus 40.32 a cloude hilide the tabernacle of witnessyng, and the glorie of the Lord fillide it;",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.33,Wycliffe,"Exodus 40.33 nether Moyses myyte entre in to the tabernacle of the boond of pees, while the cloude hilide alle thingis, and the maieste of the Lord schynede, for the cloude hilide alle thingis.",3.0,False,False,
Exodus 40.33,"Exodus 40.33 And he erected the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.",Exodus 40.33,Vulgate,"Exodus 40.33 Nec poterat Moyses ingredi tectum fœderis, nube operiente omnia, et majestate Domini coruscante, quia cuncta nubes operuerat.",,False,False,
Exodus 40.33,"Exodus 40.33 And he erected the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.",Exodus 40.31,Vulgate,"Exodus 40.31 Erexit et atrium per gyrum tabernaculi et altaris, ducto in introitu ejus tentorio. Postquam omnia perfecta sunt,",0.0,True,False,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.34,Vulgate,"Exodus 40.34 Siquando nubes tabernaculum deserebat, proficiscebantur filii Israël per turmas suas:",2.0,False,False,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.33,Wycliffe,"Exodus 40.33 nether Moyses myyte entre in to the tabernacle of the boond of pees, while the cloude hilide alle thingis, and the maieste of the Lord schynede, for the cloude hilide alle thingis.",1.0,False,True,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.34,Wycliffe,"Exodus 40.34 If ony tyme the cloude lefte the tabernacle, the sones of Israel yeden forth bi her cumpanyes;",0.0,False,True,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.36,Wycliffe,"Exodus 40.36 for the cloude of the Lord restide on the tabernacle bi dai, and fier in the nyyt, in the siyt of the puplis of Israel, bi alle her dwellyngis.",2.0,False,True,
