verse_id,score,text,verse_text,prediction,correction
1 Chronicles 24.11 (Douay-Rheims),0.8360353708,Gal. 5.3 1 Cor. 7.22 John 8.36 Zach 9.12,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Deuteronomy 29.17 (Douay-Rheims),0.8360494375,"Exod 19.5, 6. Ezekiel 5.5, 6, 7, 8.","You have seen their abominations and filth, that is to say, their idols, wood and stone, silver and gold, which they worshipped.",TRUE,C_Only
John 9.9 (ODRV) - 1,0.8360583186,"Jam. 3. 15, 16, 17, 18.","No, not so, but he is like him.",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8360694051,Rom. 6.9. Rev. 1.18. Hebrew 9.25.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Tobit 9.7 (Douay-Rheims) - 1,0.8360694647,Luke. 17. 34. 35. 36,and made him come with him to the wedding.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8360803127,Ezra 9.2. John 8.33. Gal. 2.15. Rom. 10.3. chap. 11.24.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8360833526,"John 7. 3, 4, 6, 8, 10.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8360869288,"Mathew 22.8, 9, 10, 11. opened.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8360882998,"Act. 20.29.30, 31. 1. Tim. 4.1, 2, 3. 2. Pet. 3.1, 2, 3. 1. John 4.1.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8361431956,Rom. 6. 23. 1. Pet. 5. 4. Hebrew 12. 28. 1. Pet. 1. 4. 2. Pet. 3.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Leviticus 20.25 (Douay-Rheims) - 1,0.8361465931,"Ephesians 6.5, 6, •, 8. Psalm 119.17, 8, Titus 2.9, 10, 11, 12.","defile not your souls with beasts, or birds, or any things that move on the earth, and which I have shewn you to be unclean.",FALSE,C_Only
1 Chronicles 1.24 (AKJV),0.8361523151,"Acts 32, 7, 10, 11, 12, 13","Shem, Arphaxad, Shelah,",FALSE,C_Only
Nehemiah 12.1 (Vulgate),0.8361790776,"Psalm 51. 8, 9, 10, 11, 12, etc.","Hi sunt autem sacerdotes et Levitae, qui ascenderunt cum Zorobabel filio Salathiel, et Josue: Saraia, Jeremias, Esdras,",FALSE,C_Only
Nehemiah 12.1 (Vulgate),0.8361790776,"Psalm 51.8, 9, 10, 11, 12, etc.","Hi sunt autem sacerdotes et Levitae, qui ascenderunt cum Zorobabel filio Salathiel, et Josue: Saraia, Jeremias, Esdras,",FALSE,C_Only
Acts 15.15 (AKJV),0.8362001777,"Deuteronomy 13.6, 7, 8. and changed 21.18.19, 20, 21.","And to this agree the words of the Prophets, as it is written,",TRUE,C_Only
Luke 3.26 (Wycliffe),0.8362041712,Luke. 9. Luke 5 Lycia. 6. John. 11. Math. 26. John. 18. Luke. 22. Luk. 23. Math. 19.,"that was of Mathath, that was of Matatie, that was of Semei, that was of Joseph, that was of Juda, that was of Johanna,",FALSE,C_Only
Jeremiah 26.15 (Douay-Rheims) - 1,0.8362141848,Isaiah 58.1 2 Cor. 10.2.8 Acts 13.10.11 1 Tim. 1.10,"For in truth the Lord sent me to you, to speak all these words in your hearing.",TRUE,C_Only
1 Corinthians 15.4 (Geneva),0.8362223506,"Mathew 28.19. Acts 21.5, 6. — 16.33. — 10 47","And that he was buried, and that he arose the third day, according to the Scriptures,",FALSE,C_Only
Mark 14.17 (Tyndale),0.8362236619,Acts. 19. 1. 14. 15. 16,And at even he came with the .xii.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8362515569,"Num. 22. 12, 18. & 23. 8, 20.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Jeremiah 32.17 (Douay-Rheims) - 0,0.8362590075,"Jeremiah 24.7. & 30.21. & 31.18, 19. 1 John 5.20.","Alas, alas, alas, O Lord God, behold thou hast made heaven and earth by thy great power, and thy stretched out arm:",FALSE,C_Only
Deuteronomy 26.19 (Douay-Rheims) - 0,0.8362598419,"Ps. 135. 5, 6. Isaiah 40.12, 13, 14, 15, 17.","And to make thee higher than all nations which he hath created, to his own praise, and name, and glory:",TRUE,C_Only
2 Esdras 1.39 (AKJV),0.8362758756,"Isaiah 29.13, 14. Math. 15.3, 6, 8, 9.","Unto whom I will giue for leaders, Abraham, Isaac, and Iacob, Oseas, Amos, and Micheas, Ioel, Abdias, and Ionas,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8362814188,Gen. 3. 15. & 12. 3. & 18. 18. & 22. 8.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Wisdom 3.2 (AKJV) - 1,0.8363000751,Job 22. 12. Rev. 9. 2. changed. 20. 3.,"and their departure is taken for misery,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8363180161,Exod 34. 28. Exod 33. 11. Exod 34. 29. 1. Thess 2. 13. Exod 31. 18. Exod 19. 16. Deutro. 32. •0.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Jeremiah 1.12 (Douay-Rheims) - 2,0.8363217115,Jer. 22. 16. 24. 7. 31. 34.,for I will watch over my word to perform it.,FALSE,C_Only
2 Esdras 1.39 (AKJV),0.8363298178,"Isaiah 9.17. Chap. 29.13. Jer. 7.4, 8, 9, 10, 11. Rev. 3.16, 17, 18. Isaiah 65.2.3, 4, 5 Matthew 25.","Unto whom I will giue for leaders, Abraham, Isaac, and Iacob, Oseas, Amos, and Micheas, Ioel, Abdias, and Ionas,",FALSE,C_Only
Esther 8.9 (Douay-Rheims) - 1,0.8363344669,"Mathew 11.4, 5. John 10.25, 37, 38.14.11.15.24.","to province and province, to people and people, according to their languages and characters, and to the Jews, according as they could read and hear.",FALSE,C_Only
Canticles 1.1 (AKJV),0.8363640308,"Acts 18.14, 15, 16, 17.","The song of songs, which is Solomons.",FALSE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.8363804817,"Isaiah 47.6, 7 8 9, 10, 11.","The sixth Asom, the seventh David.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8363844156,"Rom. 5.1. Rom. 10.17. 2. Cor. 5.19. 1. Pet. 1.23. Ephes 1.13. Ioan. 4.14,","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Acts 15.15 (AKJV),0.8363932967,"Job 33.16. Ezekiel 12.22, 24, 25, 28. & 5.13. & 6.10.","And to this agree the words of the Prophets, as it is written,",TRUE,C_Only
Deuteronomy 4.28 (Douay-Rheims) - 1,0.8363978267,"Luk. 13.1, 2, 3, 4, 5.","wood and stone, that neither see, nor hear, nor eat, nor smell.",TRUE,C_Only
2 Maccabees 7.28 (Douay-Rheims) - 0,0.8364010453,"Psalm 26.8, 9. & 27.7, 8, 9.","I beseech thee, my son, look upon heaven and earth, and all that is in them:",FALSE,C_Only
Wisdom 7.18 (AKJV) - 0,0.8364076614,"Ver. 16, 18, 21, 22, 24.","The beginning, ending, and midst of the times:",TRUE,C_Only
Psalms 59.2 (ODRV),0.8364217877,Matt. 8. 20. 17. 25. 21. 19. Luk. 8. 3.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Esdras 6.44 (AKJV) - 1,0.8364400864,John 6.44 Mathew 11.27,and this was done the third day.,FALSE,C_Only
Psalms 59.2 (ODRV),0.8364451528,"Isaiah. 54.8, 9, 10. c. 49.15. Jeremiah 31.3.36. c. 33.20, 21. John 13.1. Rom. 8.38, 39. Mathew 12.20. Isaiah. 42.3.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8364483118,Col. 12. Deu. 32. 9. Jer. 12. 10. Is. 19. 25.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Esdras 1.39 (AKJV),0.8364757299,"Hebrew 2.14, 15, 16. 2 Cor. 8.9. Isaiah 53.1, 2, 3. Rom. 8.3. Hebrew 4.15.","Unto whom I will giue for leaders, Abraham, Isaac, and Iacob, Oseas, Amos, and Micheas, Ioel, Abdias, and Ionas,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8364801407,"Deuteronomy 17.8, 9, 10, 11, 12, 13.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 33.1 (ODRV),0.8364819288,Isaiah 11.6. to 9. Rom. 8.7. 1. Pet. 2.11. James 4.1.,"To Dauid, when he changed his countenance before Abimelech, and he dismist him, and he went away. (1. Reg. 21.)",FALSE,C_Only
Romans 10.7 (Geneva) - 1,0.8364838362,Rom. 7.24. Rom. 6.7. 2 Cor. 5.6.8. 1 Thebes 4.16.,(that is to bring Christ againe from the dead),FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.836494565,"John 5.14. Psalm 38.3, 4, 7, 8, 10.39.11.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.836502254,"Num. 16. 21, 24, 30, 32. & 27. 3.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Matthew 8.9 (Wycliffe) - 2,0.8365080953,"Rom. 3. 23, 24, 25, 26.","and to another, Come, and he cometh;",FALSE,C_Only
Mark 6.15 (ODRV) - 3,0.8365206718,Rom. 8.7. James 4.4. Gal. 5.17.,"That it is a Prophet, as one of the Prophets.",FALSE,C_Only
1 Chronicles 2.15 (Douay-Rheims),0.8365284204,"Psalm 49.6, 7, 8, 9, 10.","The sixth Asom, the seventh David.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8365379572,Acts 12.5. James 5.13.17. Exod 17.11.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Romans 10.7 (Geneva) - 1,0.8365616798,Hebrew 1.4.. Hebrew 1.2. 2 Cor.. 4.5.,(that is to bring Christ againe from the dead),TRUE,C_Only
1 Chronicles 6.3 (Douay-Rheims),0.836637795,"Mathew 25. 34, 35, 41, 42, etc.","The children of Amram: Aaron, Moses, and Mary. The sons of Aaron: Nadab and Abiu, Eleazar and Ithamar.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8366380334,"Rom. 12.10. 1 Cor. 14.1. 2 Cor. 2, 8. Gal. 5.13. Ephesians 4.2. Philip 2.2. Colos 2.2. 1 Tnes. 3.12. 2 Thebes 1.3. 1 Tim. 6.11. 2 Tim. 2.22. Philom. 9. Hebrew 13.1. 1 Pet. 4.8. 2 Pet. 1.7. 1 John 4.16. 2 John 1.3.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8366382718,"Psalm 69 13 — & •02. 1, 2. & 140 6. & 60. 10. & 56. 1 — Jam. 5. 16. Psalm 56. 9. Psalm 34. 15. & 91. 15. & 145. 18.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8366602659,"Rom. 1.10. Ephesians 2.17. Col. 1.6. 1 Thess 1.5. 2.1. Rom. 10 6, 7, 8. Jeremiah 26.4. Isaiah 65.1.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Jeremiah 26.15 (Douay-Rheims) - 1,0.8366680145,Rom. 12.1. Rom. 15.16. Isaiah 66.20. James 1.18.,"For in truth the Lord sent me to you, to speak all these words in your hearing.",FALSE,C_Only
Deuteronomy 26.17 (Douay-Rheims),0.8366777301,"Gal. 3. 24. Lament. 3. 39, 40. 1 Sam. 12. 14, 15. Psalm 89. 30, 31, 32. 1 Cor. 11. 31, 32. Revel. 3. 18, 19.","Thou hast chosen the Lord this day to be thy God, and to walk in his ways and keep his ceremonies, and precepts, and judgments, and obey his command.",FALSE,C_Only
Jeremiah 29.10 (Douay-Rheims) - 2,0.8367071748,Zach 11.17. John 10.5. John 10.8. John 10.12.,"and I will perform my good word in your favour, to bring you again to this place.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.836713016,"Act. 3. 6. 5. 15, 16. 8. 7. 28. 8, 9.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Deuteronomy 33.26 (Douay-Rheims) - 2,0.8367133141,Amos 5. 21. 22. 23. 24.,By his magnificence the clouds run hither and thither.,FALSE,C_Only
John 12.33 (ODRV),0.8367290497,"John •5. 20. c 13. 16. Mathew 10. 24, 25","(And this he said, signifying what death he should die.)",TRUE,C_Only
Numbers 11.19 (Douay-Rheims),0.8367342949,"Luke 16.24, 27, 28, 29.","Not for one day, nor two, nor five, nor ten, no nor for twenty.",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8367443681,"Hebrew 11.13, 14, 15, 16.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8367504478,Lam. 3. 25. Isaiah 30. 18. 40. 31. 49. 23. Psalm 25. 3. 37. 9. 9. 10. 2 Chronicles 28. 9. Ezra 8. 22. Amos 5. 4. 2 Chronicles 15. 2.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 4.28 (Douay-Rheims) - 1,0.8367507458,"Ezekiel 47.2, 3, 4, 5. 2 Cor. 4.16, 17, 18.","wood and stone, that neither see, nor hear, nor eat, nor smell.",FALSE,C_Only
Psalms 83.17 (Geneva) - 1,0.8367514014,"Zach 7.5, 6. Rom. 14.6, 7, 8.","yea, let them be put to shame and perish,",FALSE,C_Only
John 18.17 (ODRV) - 2,0.8367720246,"Job 28.15, 16, 17, 19.","He saith to her, I am not.",FALSE,C_Only
Deuteronomy 9.27 (Douay-Rheims) - 0,0.8367889524,"Psalm 78. 34 35, 36, 37, 38.","Remember thy servants Abraham, Isaac, and Jacob:",TRUE,C_Only
Acts 15.15 (AKJV),0.83679986,"Mark 5. 40, 41, 42. Luke 7. 14, 15. John 11. 43, 44. Ezekiel 37. 4, 10.","And to this agree the words of the Prophets, as it is written,",TRUE,C_Only
Hosea 1.1 (Vulgate) - 0,0.8368020654,"Isaiah 28.14, 15. & 66.1, 2, 3, 4. Mica. 5. Jer. 7.3, 4, 7, etc. & 22.5, 6, etc.","Verbum Domini, quod factum est ad Osee, filium Beeri, in diebus Oziae, Joathan, Achaz, Ezechiae, regum Juda;",TRUE,C_Only
Jeremiah 26.15 (Douay-Rheims) - 1,0.83681494,Rom. 12.5. Gal. 3.28. 1 Cor. 10.17. John 17.21.,"For in truth the Lord sent me to you, to speak all these words in your hearing.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8368216157,Rom. 12.12. johnh. 16.24. Gall. 4.4.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Judith 13.20 (Douay-Rheims),0.8368275762,John 15. 19. Job 15. 18. Gen. 19. 9. Gen. 21. 9. Gen. 27. 41. Gen. 37. 28. Exod 10. 18.,"But as the same Lord liveth, his angel hath been my keeper both going hence, and abiding there, and returning from thence hither: and the Lord hath not suffered me his handmaid to be defiled, but hath brought me back to you without pollution of sin, rejoicing for his victory, for my escape, and for your deliverance.",FALSE,C_Only
John 12.33 (ODRV),0.836828053,"John 15. 27, 28. & 14. 26. & 8. 28.","(And this he said, signifying what death he should die.)",TRUE,C_Only
Hosea 1.1 (Vulgate) - 0,0.8368504643,"Isaiah 1.11. — 19, Isaiah 58.1, 2, 3.4, 5. Zach 7.4, 5, 6, 7","Verbum Domini, quod factum est ad Osee, filium Beeri, in diebus Oziae, Joathan, Achaz, Ezechiae, regum Juda;",FALSE,C_Only
Psalms 59.2 (ODRV),0.8368579149,"Ephesians 1. 13, 14. 16. 4. 30 Rom. 8. 23. 2 Cor. 1. 22. Galatians 4 6, 7.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 9.27 (Douay-Rheims) - 0,0.8368651271,"Psalm 89.30, 31, 32, 33, 34.","Remember thy servants Abraham, Isaac, and Jacob:",TRUE,C_Only
Hebrews 11.32 (ODRV) - 1,0.836867094,"Psalm 6, 2, 3, & 32, 3, & 51, 1, etc.","For the time wil faile me telling of Gedeon, Barac, Sampson, Iephte, Dauid, Samuel, & the Prophets:",TRUE,C_Only
Ezekiel 21.27 (Douay-Rheims) - 1,0.8368756175,John 16.33. Col. 2.15. Rev. 17.14,"but this was not done till he came to whom judgment belongeth, and I will give it him.",FALSE,C_Only
1 John 5.8 (Tyndale) - 1,0.8368942738,Hebrew: 9: 7. & 10: 19.,) the sprete and water and bloud:,FALSE,C_Only
Psalms 59.2 (ODRV),0.8369134068,"Eccles. 2. 24. 3. 12, 22. 5. 18. 8. 15. 9. 9.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8369134665,Mathew 7.23. Luk. 13.27. Mathew 25.12. Rom. 7 15.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.83692801,Maith. 3.7. Matt. 10.16 Luke 13.32. Marc. 7.27 Matt. 16.12 Act. 13.10. 1. Tim. 4.1.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8369419575,Job. 2.4. Mathew 10.39. John. 3.19,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Psalms 59.2 (ODRV),0.8369485736,Mathew 7.24. Mathew 6.20. Mathew 10.16. Mathew 25.4. Mathew 25.21.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8369504809,Math. 21.22. Ephes 3.12. Iam. 1.6. Hebrew 4.16. Luke. 11.9.10,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8369657993,"Lam. 3.60, 61, 62. Neh 1. 4.-4 4. Psalm 42 3. 10.-69.19.80.5.6.-89.50, 51. -123.3, 4. Isaiah 52.5. Ezekiel 35.12, 13.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8369698524,"Math. 15. 9 Col. 2, 20. 21. 22. 23.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 4.36 (Douay-Rheims) - 0,0.8370352387,"Hebrew 3. 6. John 21. 16, 17. 10. 14, 27.","From heaven he made thee to hear his voice, that he might teach thee.",FALSE,C_Only
Nehemiah 10.6 (Vulgate); Nehemiah 10.6 (Douay-Rheims),0.8371039033,"Jer. 34.2, 3, 14, 15, 19.","Daniel, Genthon, Baruch,",FALSE,C_Only
Romans 10.7 (Geneva) - 1,0.8371063471,Rom. 8.4. 2 Cor. 2.14. 1 Cor. 1.17. Gal. 3.1.3.5.,(that is to bring Christ againe from the dead),TRUE,C_Only
2 Esdras 15.5 (AKJV) - 1,0.8371106982,"Lament. 3.26, 27, 28, 29, •0.","the sword, famine, death, and destruction.",TRUE,C_Only
Psalms 59.2 (ODRV),0.8371417522,Zach 13.1. Jer. 8.22.46.11. Luke 10.34.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
2 Esdras 1.39 (AKJV),0.8371514678,"Rom. 4. 3. 6 Acts 4. 12. Hebrew 11. 8, 13, 17, 32, 33.","Unto whom I will giue for leaders, Abraham, Isaac, and Iacob, Oseas, Amos, and Micheas, Ioel, Abdias, and Ionas,",FALSE,C_Only
Jeremiah 7.24 (Douay-Rheims) - 2,0.8371865749,"Mathew 5.23, 24, 25. Rom. 13.7.","and went backward and not forward,",FALSE,C_Only
2 Esdras 1.39 (AKJV),0.8371932507,"Matthew 16.6.11, 12. Gal. 1.8. Mathew 7 15.13. De. 13.1, 2, 3. Titus 10.11.","Unto whom I will giue for leaders, Abraham, Isaac, and Iacob, Oseas, Amos, and Micheas, Ioel, Abdias, and Ionas,",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8371987343,"Rom. 7. 7, 8. 9. 12. 14. 22.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Jeremiah 29.10 (Douay-Rheims) - 2,0.8372190595,John 13.21. Luke 19.4. Rom. 5.8. Luke 23.34.,"and I will perform my good word in your favour, to bring you again to this place.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8372226357,"Ro. 3. 5, 6, 7, 8.","The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Deuteronomy 28.58 (Douay-Rheims) - 1,0.837241888,Exod 19.16 Exod 20.18,"that is, The Lord thy God:",TRUE,C_Only
Joshua 21.15 (Douay-Rheims),0.8372522593,"Luke 19 41, 42, 43","And Holon, and Dabir,",FALSE,C_Only
John 9.9 (ODRV) - 1,0.8372569084,"Philip 2. 5, 6, 7, 8.","No, not so, but he is like him.",FALSE,C_Only
Psalms 79.1 (Vulgate),0.8373037577,Psalm 41.1.2.3 & 140.11.12.13.,"In finem, pro iis qui commutabuntur. Testimonium Asaph, psalmus.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8373365402,"Hebrew 6. 5. Ps. 19. 10. 1 Pet. 2. 1, 2, 3. Hebrew 5. 12, 13, 14.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 9.27 (Douay-Rheims) - 0,0.8373395801,"Ezekiel 33.30, 31, 32, 33.","Remember thy servants Abraham, Isaac, and Jacob:",FALSE,C_Only
Psalms 59.2 (ODRV),0.8373431563,Mathew 26.26 27. Mar. 14.22 Luk. 22.19.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 4.28 (Douay-Rheims) - 1,0.8373581171,"Rom. 14.1, 2, 3, 4, 5.","wood and stone, that neither see, nor hear, nor eat, nor smell.",FALSE,C_Only
Deuteronomy 4.28 (Douay-Rheims) - 1,0.837359786,"Hos. 14.1, 2, 3. Isaiah 55.6, 7, 8.","wood and stone, that neither see, nor hear, nor eat, nor smell.",TRUE,C_Only
2 Esdras 15.5 (AKJV) - 1,0.8373688459,"Hebrew 6 4, 6. & 10. 26, 27.","the sword, famine, death, and destruction.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8373740911,"Tit. 2.13. 1 Thess 4.14, 15, 16. Rom. 8.23. Philip 3.21. Act. 3.19, 20. 1 Thess 4.15, 16.","when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Isaiah 48.16 (Douay-Rheims) - 2,0.8373837471,Hebrew 5. 5. John 6. 27. 37. 40. Act. 4. 27. John 10. 18.,"from the time before it was done, I was there, and now the Lord God hath sent me, and his spirit.",FALSE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8373855352,Deuteronomy 13. 1. 2. 3. 6. 7. 8.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
Romans 13.9 (ODRV),0.8373991847,Ephesians 5. 25. Col. 3. 19. 1 Pet. 3. 7. Ephesians 5. 22. Col. 3. 18. Tit. 2. 5. 1 Pet. 3. 5.,"For, Thou shalt not commit aduoutrie, Thou shalt not kil, Thou shalt not steale. Thou shalt not beare false witnes, Thou shalt not couet, and if there be any other commandement, it is comprised in this word, Thou shalt loue thy neighbour as thy self.",FALSE,C_Only
Deuteronomy 26.17 (Douay-Rheims),0.8374103308,"John 3 5 6. Rom. 5 12, 16, 17, 18. 1. Cor. 15. 17, 48, 49.","Thou hast chosen the Lord this day to be thy God, and to walk in his ways and keep his ceremonies, and precepts, and judgments, and obey his command.",FALSE,C_Only
Psalms 59.2 (ODRV),0.8374316692,Exo. 10. 16. 1 Sa. 15. 30. Mar. 17. 3. Dan. 3. 18. Isaiah 51. 17. Rom. 2. 5. Luk. 8. 30. 2 Kin. 5. 18. Matt. 14 3.,"when he set fire on Mesopotamia of Syria, and in Sobal, and Ioab returned, and stroke Idumaea in the valley of saltpittes twelue thousand. (2. Reg. 8. & 10. & 1. Paral. 18.",FALSE,C_Only
Deuteronomy 9.27 (Douay-Rheims) - 0,0.8374391198,"Exod 9. 27, 28. & 10. 16, 17.","Remember thy servants Abraham, Isaac, and Jacob:",TRUE,C_Only
Deuteronomy 9.27 (Douay-Rheims) - 0,0.8374391794,"Exod 9.27, 28. & 10.16, 17.","Remember thy servants Abraham, Isaac, and Jacob:",TRUE,C_Only
1 Chronicles 24.11 (Douay-Rheims),0.8374402523,Exod 12. 22. 23. Ezekiel 9. 4. 11. Revel. 10. 7. 3. 5. 6.,"The ninth to Jesua, the tenth to Sechenia,",FALSE,C_Only
