verse_id,text,verse_text,score,prediction,DS_prediction,correction,length_disparity,match
2 Corinthians 5.4 (Vulgate),"For we also that are in this tabernacle, grone being burdned: because we would not be spoiled, but ouer-clothed, that that which is mortal might be swallowed vp of life.","Nam et qui sumus in hoc tabernaculo, ingemiscimus gravati: eo quod nolumus expoliari, sed supervestiri, ut absorbeatur quod mortale est, a vita.",0.7925875186920166,True,,,False,
Deuteronomy 13.3 (Douay-Rheims),"non audies verba prophetae illius aut somniatoris: quia tentat vos Dominus Deus vester, ut palam fiat utrum diligatis eum an non, in toto corde, et in tota anima vestra.","Thou shalt not hear the words of that prophet or dreamer: for the Lord your God trieth you, that it may appear whether you love him with all your heart, and with all your soul, or not.",0.7917525172233582,True,True,,False,True
Judith 16.15 (Vulgate),"For the mountaines shall be mooued from their foundations with the waters, the rockes shall melt as waxe at thy presence: yet thou art mercifull to them that feare thee.",Hymnum cantemus Domino; hymnum novum cantemus Deo nostro.,0.795564591884613,False,,,False,
Numbers 28.13 (Wycliffe),And a tenth deale of fine floure mingled with oyle for a meate offring vnto one lambe: for a burnt offring of sweete sauour: it is an offring made by fire vnto the Lord.,"and the tenthe part of a dyme of flour of oile in sacrifice, bi ech lomb; it is brent sacrifice of swetist odour, and of encense to the Lord.",0.7635985016822815,True,,,False,
Romans 12.8 (Vulgate),"Or he that exhorteth, on exhortation: he that distributeth, let him doe it with simplicitie: he that ruleth, with diligence: he that sheweth mercie, with cheerefulnesse.","qui exhortatur in exhortando, qui tribuit in simplicitate, qui praeest in sollicitudine, qui miseretur in hilaritate.",0.7785210609436035,True,,,False,
1 Chronicles 29.19 (Douay-Rheims),"Salomoni quoque filio meo da cor perfectum, ut custodiat mandata tua, testimonia tua, et caeremonias tuas, et faciat universa: et aedificet aedem, cujus impensas paravi.","And give to Solomon my son a perfect heart, that he may keep thy commandments, thy testimonies, and thy ceremonies, and do all things: and build the house, for which I have provided the charges.",0.7876891493797302,True,,,False,
2 Kings 19.9 (Douay-Rheims),"He heard also men say of Tirhakah King of Ethiopia, Beholde, he is come out to fight against thee: he therefore departed and sent other messengers vnto Hezekiah, saying,","And when he heard of Theraca king of Ethiopia: Behold, he is come out to fight with thee: and was going against him, he sent messengers to Ezechias, saying:",0.7915610671043396,True,,,False,
Numbers 28.13 (Douay-Rheims),And a tenth deale of fine floure mingled with oyle for a meate offring vnto one lambe: for a burnt offring of sweete sauour: it is an offring made by fire vnto the Lord.,And the tenth of a tenth of flour tempered with oil in sacrifice for every lamb. It is a holocaust of most sweet odour and an offering by fire to the Lord.,0.7691153883934021,True,True,,False,True
Numbers 28.13 (Vulgate),And a tenth deale of fine floure mingled with oyle for a meate offring vnto one lambe: for a burnt offring of sweete sauour: it is an offring made by fire vnto the Lord.,et decimam decimae similae ex oleo in sacrificio per agnos singulos: holocaustum suavissimi odoris atque incensi est Domino.,0.7374542355537415,True,,,False,
Revelation 8.11 (Vulgate),"And the name of the starre is called wormewood: therefore the thirde part of the waters became wormewood, and many men died of the waters, because they were made bitter.","et nomen stellae dicitur Absinthium, et facta est tertia pars aquarum in absinthium; et multi hominum mortui sunt de aquis, quia amarae factae sunt.",0.7667306065559387,True,True,,False,True
Numbers 35.32 (Wycliffe),"Also ye shall take no recompense for him that is fled to the citie of his refuge, that he should come againe, and dwell in the lande, before the death of the hie Priest.","Men exilid, and fugityues, schulen not mow turne ayen in ony maner in to her citees, bifore the deeth of the bischop, lest ye defoulen the lond of youre abitacioun,",0.7999558448791504,True,,,False,
Numbers 20.28 (Wycliffe),"And Moses put off Aarons clothes, and put them vpon Eleazar his sonne: so Aaron dyed there in the top of the mount: and Moses and Eleazar came downe from off the mount.","And whanne he hadde maad nakid Aaron of hise clothis, he clothide with tho Eleazar, his sone.",0.7977516055107117,True,,,False,
Acts 21.20 (Tyndale),"So when they heard it, they glorified God, and sayd vnto him, Thou seest, brother, how many thousand Iewes there are which beleeue, and they are all zealous of the Law:",And when they hearde it they glorified the Lorde and sayde vnto him: thou seist brother how many thousande Iewes ther are which beleve and they are all zelous over the lawe.,0.7791571617126465,True,,,False,
Jonah 3.10 (Vulgate),"And God saw their workes, that they were conuerted from their euil way: and God had mercie on the euil which he had spoken, that he would do to them, and he did it not.","Et vidit Deus opera eorum, quia conversi sunt de via sua mala: et misertus est Deus super malitiam quam locutus fuerat ut faceret eis, et non fecit.",0.7931289672851562,True,True,,False,True
Isaiah 49.22 (Douay-Rheims),"Haec dicit Dominus Deus: Ecce levabo ad gentes manum meam, et ad populos exaltabo signum meum: et afferent filios tuos in ulnis, et filias tuas super humeros portabunt.","Thus saith the Lord God: Behold I will lift up my hand to the Gentiles, and will set up my standard to the people. And they shall bring thy sons in their arms, and carry thy daughters upon their shoulders.",0.7664914727210999,True,,,False,
2 Kings 25.22 (Vulgate),"Howbeit there remained people in the land of Iudah, whom Nebuchad-nezzar King of Babel left, and made Gedaliah the sonne of Ahikam the sonne of Shaphan ruler ouer them.","Populo autem qui relictus erat in terra Juda, quem dimiserat Nabuchodonosor rex Babylonis, praefecit Godoliam filium Ahicam filii Saphan.",0.7968409061431885,True,True,,False,True
2 Kings 25.22 (Douay-Rheims),"Howbeit there remained people in the land of Iudah, whom Nebuchad-nezzar King of Babel left, and made Gedaliah the sonne of Ahikam the sonne of Shaphan ruler ouer them.","But over the people that remained in the land of Juda, which Nabuchodonosor king of Babylon had left, he gave the government to Godolias the son of Ahicam the son of Saphan.",0.7600045204162598,True,,,False,
Numbers 14.34 (Douay-Rheims),"juxta numerum quadraginta dierum, quibus considerastis terram: annus pro die imputabitur. Et quadraginta annis recipietis iniquitates vestras, et scietis ultionem meam:","According to the number of the forty days, wherein you viewed the land: year shall be counted for a day. And forty years you shall receive your iniquities, and shall know my revenge:",0.7988882064819336,True,,,False,
Romans 8.30 (Vulgate),And whom he hath predestinated; them also he hath called. And whom he hath called; them also he hath iustified. And whom he hath iustified; them also hath he glorified.,"Quos autem praedestinavit, hos et vocavit: et quos vocavit, hos et justificavit: quos autem justificavit, illos et glorificavit.",0.7864858508110046,True,,,False,
Luke 11.1 (Vulgate),"AND it came to passe, when he was in a certaine place praying, as he ceased, one of his Disciples said to him: Lord teach vs to pray, as Iohn also taught his Disciples.","Et factum est: cum esset in quodam loco orans, ut cessavit, dixit unus ex discipulis ejus ad eum: Domine, doce nos orare, sicut docuit et Joannes discipulos suos.",0.7883660793304443,True,,,False,
Romans 6.4 (Vulgate),"For we are buried together with him by Baptisme into death: that as Christ is risen from the dead by the glorie of the Father, so we also may walke in newnesse of life.","Consepulti enim sumus cum illo per baptismum in mortem: ut quomodo Christus surrexit a mortuis per gloriam Patris, ita et nos in novitate vitae ambulemus.",0.7923508882522583,True,,,False,
Romans 8.17 (Tyndale),"If we be children, we are also heires, euen the heires of God, and heires annexed with Christ: if so be that we suffer with him, that we may also be glorified with him.",Yf we be sonnes we are also heyres the heyres I meane of God and heyres anexed with Christ: if so be that we suffer togedder that we maye be glorified to gedder.,0.7901337742805481,True,,,False,
Galatians 5.17 (Vulgate),"For the flesh lusteth against the Spirit, and the Spirit against the flesh: and these are contrary one to another, so that ye can not doe the same things that ye would.","Caro enim concupiscit adversus spiritum, spiritus autem adversus carnem: haec enim sibi invicem adversantur, ut non quaecumque vultis, illa faciatis.",0.7904765605926514,True,,,False,
Acts 19.33 (Vulgate),"And of the multitude they drew forth Alexander, the Iewes thrusting him forward. But Alexander with his hand desiring silence, would haue giuen the people satisfaction.","De turba autem detraxerunt Alexandrum, propellentibus eum Judaeis. Alexander autem manu silentio postulato, volebat reddere rationem populo.",0.7978137135505676,True,,,False,
Isaiah 49.21 (Douay-Rheims),"Et dices in corde tuo: Quis genuit mihi istos? ego sterilis et non pariens, transmigrata, et captiva; et istos quis enutrivit? ego destituta et sola; et isti ubi erant?","And thou shalt-say in thy heart: Who hath begotten these? I was barren and brought not forth, led away, and captive: and who hath brought up these? I was destitute and alone: and these, where were they?",0.7545241117477417,True,,,False,
1 Maccabees 9.9 (Douay-Rheims),"Et avertebant eum, dicentes: Non poterimus, sed liberemus animas nostras modo, et revertamur ad fratres nostros, et tunc pugnabimus adversus eos: nos autem pauci sumus.","But they dissuaded him, saying: We shall not be able, but let us save our lives now, and return to our brethren, and then we will fight against them: for we are but few.",0.7951340079307556,True,,,False,
1 Kings 7.42 (Vulgate),"And foure hundreth pomegranates for the two grates, euen two rowes of pomegranates for euery grate to couer the two bowles of the chapiters, that were vpon the pillars,","Et malogranata quadringenta in duobus retiaculis: duos versus malogranatorum in retiaculis singulis, ad operiendos funiculos capitellorum qui erant super capita columnarum.",0.7823840975761414,True,,,False,
Titus 3.5 (Vulgate),"Not by the woorkes of righteousnesse, which we had done, but according to his mercie he saued vs, by the washing of the newe birth, and the renewing of the holy Ghost,","non ex operibus justitiae, quae fecimus nos, sed secundum suam misericordiam salvos nos fecit per lavacrum regenerationis et renovationis Spiritus Sancti,",0.7775804400444031,True,True,,False,True
Luke 14.26 (Wycliffe),"If any man come to mee, and hate not his father, and mother, and wife, and children, and brethren, and sisters: yea, and his owne life also, he can not be my disciple.","If ony man cometh to me, and hatith not his fadir, and modir, and wijf, and sones, and britheren, and sistris, and yit his owne lijf, he may not be my disciple.",0.7435406446456909,True,,,False,
Tobit 8.24 (Douay-Rheims),"De omnibus autem quae possidebat Raguel, dimidiam partem dedit Tobiae, et fecit scripturam, ut pars dimidia quae supererat, post obitum eorum Tobiae dominio deveniret.","And of all things which Raguel possessed, he gave one half to Tobias, and made him a writing, that the half that remained should after their decease come also to Tobias.",0.7963204979896545,True,,,False,
2 Kings 14.11 (Vulgate),But Amaziah would not heare: therefore Iehoash King of Israel went vp: and he and Amaziah King of Iudah sawe one another in the face at Beth-shemesh which is in Iudah.,"Et non acquievit Amasias. Ascenditque Joas rex Israel, et viderunt se, ipse et Amasias rex Juda, in Bethsames oppido Judae.",0.79688960313797,True,True,,False,True
Luke 12.10 (Wycliffe),"And euery one that speaketh a word against the Sonne of man it shal be forgiuen him: but he that shal blaspheme against the Holy Ghost, to him it shal not be forgiuen.","And ech that seith a word ayens mannus sone, it schal be foryouun to hym; but it schal not be foryouun to hym, that blasfemeth ayens the Hooli Goost.",0.7580748200416565,True,True,,False,True
Psalms 84.10 (Vulgate),"For a day in thy courtes is better then a thousand other where: I had rather be a doore keeper in the House of my God, then to dwell in the Tabernacles of wickednesse.","Verumtamen prope timentes eum salutare ipsius, ut inhabitet gloria in terra nostra.",0.7986202836036682,False,True,,False,False
2 Timothy 3.16 (Tyndale),"Al Scripture inspired of God, is profitable to teach, to argue, to correct, to instruct in iustice: that the man of God may be perfect, instructed to euery good worke.",For all scripture geve by inspiracion of god is proffitable to teache to improve to amende and to instruct in rightewesnes,0.7832723259925842,True,,,False,
Jeremiah 32.28 (Douay-Rheims),"Therefore thus saith the Lord, Beholde, I wil giue this citie into the hand of the Caldeans, and into the hand of Nebuchad-nezzar, King of Babel, and he shall take it.","Therefore thus saith the Lord: Behold I will deliver this city into the hands of the Chaldeans, and into the hands of the king of Babylon, and they shall take it.",0.7575759887695312,True,,,False,
Acts 16.13 (Tyndale),"And on the Sabbath day, we went out of the citie, besides a Riuer, where they were wont to pray: and we sate downe, and spake vnto the women, which were come together.",And on the saboth dayes we went out of the cite besydes a ryver where men were wont to praye and we sate doune and spake vnto the wemen which resorted thyther.,0.7860930562019348,True,True,,False,True
Numbers 16.19 (Wycliffe),And Korah gathered all the multitude against them vnto the doore of the Tabernacle of the Congregation: then the glorie of the Lord appeared vnto all the Congregation.,"and thei hadden gaderid al the multitude to the dore of the tabernacle ayens hem, the glorie of the Lord apperide to alle.",0.7951712608337402,True,,,False,
Tobit 6.22 (Douay-Rheims),"Transacta autem tertia nocte, accipies virginem cum timore Domini, amore filiorum magis quam libidine ductus, ut in semine Abrahae benedictionem in filiis consequaris.","And when the third night is past, thou shalt take the virgin with the fear of the Lord, moved rather for love of children than for lust, that in the seed of Abraham thou mayst obtain a blessing in children.",0.7962132692337036,True,False,,False,False
Ephesians 6.9 (Tyndale),"And you Maisters, doe the same things to them, remitting threatenings: knowing that both their Lord and yours is in Heauen: and acceptation of Persons is not with him.",And ye masters do even the same thinges vnto them puttinge awaye threateninges: and remember that even youre master also is in heven nether is ther eny respecte of person with him.,0.7846250534057617,True,True,,False,True
Joel 2.32 (Douay-Rheims),"Et erit: omnis qui invocaverit nomen Domini, salvus erit: quia in monte Sion et in Jerusalem erit salvatio, sicut dixit Dominus, et in residuis quos Dominus vocaverit.","And it shall come to pass, that every one that shall call upon the name of the Lord shall be saved: for in mount Sion, and in Jerusalem shall be salvation, as the Lord hath said, and in the residue whom the Lord shall call.",0.7857992649078369,True,True,,False,True
Colossians 4.12 (Tyndale),"Epaphras the seruant of Christ, which is one of you, saluteth you, and alwayes striueth for you in prayers, that ye may stand perfect, and full in all the will of God.",Epaphras the servaut of Christ which is one of you saluteth you and all wayes laboreth fervently for you in prayers that ye maye stonde perfect and full in all that is the will of god.,0.791833221912384,True,,,False,
Matthew 9.6 (Wycliffe),"But that you may know that the Sonne of man hath power in earth to forgiue sinnes, (then said he to the sick of palsey) Arise, take vp thy bed, and goe into thy house.","But that ye wite that mannus sone hath power to foryyue synnes in erthe, thanne he seide to the sijk man in palesie, Rise vp; take thi bed, and go in to thin hous.",0.7826975584030151,True,,,False,
John 14.12 (Wycliffe),Verely verely I saye vnto you: he that beleveth on me the workes that I doo the same shall he do and greater workes then these shall he do because I go vnto my father.,"Ellis bileue ye for thilke werkis. Treuli, treuli, Y seie to you, if a man bileueth in me, also he schal do the werkis that Y do; and he schal do grettere werkis than these, for Y go to the fadir.",0.7829122543334961,True,True,,False,True
1 Corinthians 15.28 (Vulgate),"And when all things shalbe subdued vnto him, then shall the Sonne also himselfe be subiect vnto him, that did subdue all things vnder him, that God may be all in all.","Cum autem subjecta fuerint illi omnia: tunc et ipse Filius subjectus erit ei, qui subjecit sibi omnia, ut sit Deus omnia in omnibus.",0.7973628044128418,True,,,False,
Matthew 6.26 (Tyndale),"Behold the foules of the heauen: for they sowe not, neither reape, nor carie into the barnes: yet your heauenly Father feedeth them. Are ye not much better then they?",Beholde the foules of the ayer: for they sowe not nether reepe nor yet cary into the barnes: and yet youre hevely father fedeth the. Are ye not moche better the they?,0.790292501449585,True,,,False,
Deuteronomy 11.22 (Douay-Rheims),"For if ye keepe diligently all these commandements, which I command you to doe: that is, to loue the Lord your God, to walke in all his waies, and to cleaue vnto him,","For if you keep the commandments which I command you, and do them, to love the Lord your God, and walk in all his ways, cleaving unto him,",0.7974352240562439,True,,,False,
Deuteronomy 11.22 (Vulgate),"For if ye keepe diligently all these commandements, which I command you to doe: that is, to loue the Lord your God, to walke in all his waies, and to cleaue vnto him,","Si enim custodieritis mandata quae ego praecipio vobis, et feceritis ea, ut diligatis Dominum Deum vestrum, et ambuletis in omnibus viis ejus, adhaerentes ei,",0.7723357677459717,True,,,False,
1 Kings 11.36 (Douay-Rheims),"And vnto his sonne will I giue one tribe, that Dauid my seruant may haue a light alway before me in Ierusalem the citie, which I haue chosen me, to put my Name there.","And to his son I will give one tribe, that there may remain a lamp for my servant David before me always in Jerusalem the city which I have chosen, that my name might be there.",0.795373797416687,True,,,False,
Luke 14.26 (Wycliffe),"If any man come to me and hateth not his father and mother, and wife and children, and brethren and sisters, yea and his owne life besides; he can not be my Disciple.","If ony man cometh to me, and hatith not his fadir, and modir, and wijf, and sones, and britheren, and sistris, and yit his owne lijf, he may not be my disciple.",0.7414526343345642,True,,,False,
1 Corinthians 1.27 (Vulgate),"but the foolish things of the world hath God chosen, that he may confound the wise; and the weak things of the world hath God chosen, that he may confound the strong:","sed quae stulta sunt mundi elegit Deus, ut confundat sapientes: et infirma mundi elegit Deus, ut confundat fortia:",0.787164032459259,True,True,,False,True
Luke 14.26 (Vulgate),"If any man come to me and hateth not his father and mother, and wife and children, and brethren and sisters, yea and his owne life besides; he can not be my Disciple.","Si quis venit ad me, et non odit patrem suum, et matrem, et uxorem, et filios, et fratres, et sorores, adhuc autem et animam suam, non potest meus esse discipulus.",0.7897645831108093,True,True,,False,True
2 Kings 10.34 (AKJV),"Concerning the rest of the actes of Iehu, and all that he did, and all his valiant deedes, are they not written in the booke of the Chronicles of the Kings of Israel?","Now the rest of the acts of Iehu, and all that he did, & all his might, are they not written in the booke of the Chronicles of the kings of Israel?",0.7874539494514465,True,False,,False,False
2 Kings 10.34 (Vulgate),"Concerning the rest of the actes of Iehu, and all that he did, and all his valiant deedes, are they not written in the booke of the Chronicles of the Kings of Israel?","Reliqua autem verborum Jehu, et universa quae fecit, et fortitudo ejus, nonne haec scripta sunt in libro verborum dierum regum Israel?",0.783133864402771,True,True,,False,True
1 Peter 1.3 (Tyndale),"Benedictus Deus et Pater Domini nostri Jesu Christi, qui secundum misericordiam suam magnam regeneravit nos in spem vivam, per resurrectionem Jesu Christi ex mortuis,",Blessed be God the father of oure Lorde Iesus Christ which thorow is aboundant mercie begat vs agayne vnto a lively hope by the resurreccion of Iesus Christ from deeth,0.7877901792526245,True,,,False,
Acts 19.29 (Vulgate),"And the whole citie was filled with confusion, and they ranne violently with one accord into the theater, catching Gaius & Aristarchus Macedonians, Paules companions.","Et impleta est civitas confusione, et impetum fecerunt uno animo in theatrum, rapto Gajo et Aristarcho Macedonibus, comitibus Pauli.",0.795721173286438,True,True,,False,True
1 Corinthians 9.20 (Vulgate),"And vnto the Iewes, I became as a Iew, that I might gaine the Iewes: to them that are vnder the Law, as vnder the Law, that I might gaine them that are vnder the Law:","Et factus sum Judaeis tamquam Judaeus, ut Judaeos lucrarer:",0.7877933979034424,True,True,,False,True
Numbers 18.32 (Douay-Rheims),"And ye shall beare no sinne by the reason of it, when ye haue offred the fatte of it: neither shall ye pollute the holy things of the children of Israel, lest ye die.","And you shall not sin in this point, by reserving the choicest and fat things to yourselves, lest you profane the oblations of the children of Israel, and die.",0.7970924973487854,True,True,,False,True
Genesis 3.19 (Wycliffe),"In the sweate of thy face shalt thou eate bread, till thou returne to the earth: for out of it wast thou taken, because thou art dust, and to dust shalt thou returne.","in swoot of thi cheer thou schalt ete thi breed, til thou turne ayen in to the erthe of which thou art takun; for thou art dust, and thou schalt turne ayen in to dust.",0.7484964728355408,True,True,,False,True
Genesis 3.19 (Vulgate),"In the sweate of thy face shalt thou eate bread, till thou returne to the earth: for out of it wast thou taken, because thou art dust, and to dust shalt thou returne.","In sudore vultus tui vesceris pane, donec revertaris in terram de qua sumptus es: quia pulvis es et in pulverem reverteris.",0.7818931341171265,True,True,,False,True
Deuteronomy 14.2 (Wycliffe),"For thou art an holy people vnto the Lord thy God, and the Lord hath chosen thee to be a peculiar people vnto himselfe, aboue all the nations that are vpon the earth.","on a deed man, for thou art an hooli puple to thi Lord God, and he chees thee that thou be to hym in to a special puple, of alle folkis that ben on erthe.",0.7904034852981567,True,True,,False,True
2 Kings 16.17 (Douay-Rheims),"Tulit autem rex Achaz caelatas bases, et luterem qui erat desuper: et mare deposuit de bobus aereis qui sustentabant illud, et posuit super pavimentum stratum lapide.","And king Achaz took away the graven bases, and the laver that was upon them: and he took down the sea from the brazen oxen that held it up, and put it upon a pavement of stone.",0.7953680753707886,True,True,,False,True
2 Samuel 1.6 (Vulgate),"Then the yong man that tolde him, answered, As I came to mount Gilboa, behold, Saul leaned vpon his speare, and loe, the charets and horsemen followed hard after him.","Et ait adolescens qui nuntiabat ei: Casu veni in montem Gelboe, et Saul incumbebat super hastam suam: porro currus et equites appropinquabant ei,",0.7872037291526794,True,,,False,
Isaiah 15.5 (Douay-Rheims),"Cor meum ad Moab clamabit; vectes ejus usque ad Segor, vitulam conternantem; per ascensum enim Luith flens ascendet, et in via Oronaim clamorem contritionis levabunt.","My heart shall cry to Moab, the bars thereof shall flee unto Segor a heifer of three years old: for by the ascent of Luith they shall go up weeping: and in the way of Oronaim they shall lift up a cry of destruction.",0.7993700504302979,True,,,False,
2 Kings 7.15 (Douay-Rheims),Qui abierunt post eos usque ad Jordanem: ecce autem omnis via plena erat vestibus et vasis quae projecerant Syri cum turbarentur: reversique nuntii indicaverunt regi.,"And they went after them as far as the Jordan: and behold all the way was full of garments, and vessels, which the Syrians had cast away in their fright, and the messengers returned and told the king.",0.7959989905357361,True,True,,False,True
Luke 4.29 (Wycliffe),"And they rose, anc cast him out of the citie: and they brought him to the edge of the hil, where vpon their citie was built, that they might throw him downe headlong.","And thei risen vp, and drouen hym out with out the citee, and ledden hym to the cop of the hil on which her citee was bildid, to caste hym doun.",0.7746851444244385,True,,,False,
1 Corinthians 1.27 (Tyndale),"but the foolish things of the world hath God chosen, that he may confound the wise; and the weak things of the world hath God chosen, that he may confound the strong:",but God hath chosen the folysshe thinges of the worlde to confounde the wyse. And God hath chosyn the weake thinges of the worlde to confounde thinges which are mighty.,0.7821715474128723,True,True,,False,True
Jeremiah 11.6 (Vulgate),"Then the Lord saide vnto me, Cry all these words in the cities of Iudah, and in the streetes of Ierusalem, saying, Heare yee the words of this couenant, and doe them.","Et dixit Dominus ad me: Vociferare omnia verba haec in civitatibus Juda, et foris Jerusalem, dicens: Audite verba pacti hujus, et facite illa,",0.7826959490776062,True,True,,False,True
2 Corinthians 1.4 (Vulgate),"who comforteth vs in al our tribulation; that we also may be able to comfort them that are in al distresse, by the exhortation wherewith we also are exhorted of God.","qui consolatur nos in omni tribulatione nostra: ut possimus et ipsi consolari eos qui in omni pressura sunt, per exhortationem, qua exhortamur et ipsi a Deo.",0.7787437438964844,True,True,,False,True
Luke 22.19 (Vulgate),"And he tooke bread, and when he had giuen thankes, he brake it, and gaue to them, saying, This is my body, which is giuen for you: doe this in the remembrance of me.","Et accepto pane gratias egit, et fregit, et dedit eis, dicens: Hoc est corpus meum, quod pro vobis datur: hoc facite in meam commemorationem.",0.7653817534446716,True,,,False,
2 Kings 3.21 (Douay-Rheims),"Universi autem Moabitae audientes quod ascendissent reges ut pugnarent adversum eos, convocaverunt omnes qui accincti erant balteo desuper, et steterunt in terminis.","And all the Moabites hearing that the kings were come up to fight against them, gathered together all that were girded with a belt upon them, and stood in the borders.",0.7646645903587341,True,,,False,
1 Kings 7.38 (Vulgate),"Then made he ten caldrons of brasse, one caldron conteyned fourty Baths: and euery caldron was foure cubites, one caldron was vpon one base throughout the ten bases.","Fecit quoque decem luteres aeneos: quadraginta batos capiebat luter unus, eratque quatuor cubitorum: singulos quoque luteres per singulas, id est, decem bases, posuit.",0.7990307211875916,True,,,False,
1 Kings 7.38 (Douay-Rheims),"Then made he ten caldrons of brasse, one caldron conteyned fourty Baths: and euery caldron was foure cubites, one caldron was vpon one base throughout the ten bases.","He made also ten lavers of brass: one laver contained four bases, and was of four cubits: and upon every base, in all ten, he put as many lavers.",0.7933063507080078,True,True,,False,True
Revelation 21.20 (Tyndale),"quintum, sardonyx: sextum, sardius: septimum, chrysolithus: octavum, beryllus: nonum, topazius: decimum, chrysoprasus: undecimum, hyacinthus: duodecimum, amethystus.",the fyft sardonix: the sixt sardeos: the seventh crysolite the ayght berall: the nynth a topas: the tenth a crysoprasos: the eleventh a iacyncte: the twelfe an amatist.,0.7570002675056458,True,True,,False,True
Luke 22.19 (Wycliffe),"And he tooke bread, and when he had giuen thankes, he brake it, and gaue to them, saying, This is my body, which is giuen for you: doe this in the remembrance of me.","And whanne he hadde take breed, he dide thankyngis, and brak, and yaf to hem, and seide, This is my bodi, that schal be youun for you; do ye this thing in mynde of me.",0.7665506601333618,True,,,False,
Numbers 26.37 (Wycliffe),"These are the families of the sonnes of Ephraim after their nombers, two and thirtie thousand and fiue hundreth. these are the sonnes of Ioseph after their families.","These weren the kynredis of the sones of Effraym, of whiche the noumbre was two and thretti thousynde and fyue hundrid.",0.7796463966369629,True,False,,False,False
Numbers 26.37 (Vulgate),"These are the families of the sonnes of Ephraim after their nombers, two and thirtie thousand and fiue hundreth. these are the sonnes of Ioseph after their families.",Hae sunt cognationes filiorum Ephraim: quarum numerus fuit triginta duo millia quingenti.,0.7977930307388306,True,,,False,
2 Corinthians 1.4 (Tyndale),"who comforteth vs in al our tribulation; that we also may be able to comfort them that are in al distresse, by the exhortation wherewith we also are exhorted of God.",which comforteth vs in all oure tribulacion in so moche that we are able to comforte them which are troubled in whatsoever tribulacion it be with the same comforte wher with we oure selves are conforted of God.,0.7414019703865051,True,,,False,
1 John 1.1 (Vulgate),"THAT which was from the beginning, which we haue heard, which we haue seen with our eyes, which we haue looked vpon, and our hands haue handled, of the Word of life:","Quod fuit ab initio, quod audivimus, quod vidimus oculis nostris, quod perspeximus, et manus nostrae contrectaverunt de verbo vitae:",0.7596909403800964,True,,,False,
2 Corinthians 3.18 (Vulgate),"But we all, with open face beholding as in a glasse the glory of the Lord, are changed into the same image, from glorie to glorie, euen as by the spirit of the Lord.","Nos vero omnes, revelata facie gloriam Domini speculantes, in eamdem imaginem transformamur a claritate in claritatem, tamquam a Domini Spiritu.",0.7980201244354248,True,,,False,
2 Kings 25.5 (AKJV),"And the army of the Chaldees pursued after the king, and overtook him in the plains of Jericho: and all the warriors that were with him were scattered, and left him:","And the army of the Caldees pursued after the King, and ouertooke him in the plaines of Iericho: and all his armie were scattered from him.",0.7556112408638,True,True,,False,True
2 Kings 16.14 (Douay-Rheims),"Porro altare aereum quod erat coram Domino, transtulit de facie templi, et de loco altaris, et de loco templi Domini: posuitque illud ex latere altaris ad aquilonem.","But the altar of brass that was before the Lord, he removed from the face of the temple, and from the place of the altar, and from the place of the temple of the Lord: and he set it at the side of the altar toward the north.",0.7571760416030884,True,,,False,
Genesis 41.56 (ODRV),"When the famine was vpon all the land, Ioseph opened all places, wherein the store was, and solde vnto the Egyptians: for the famine waxed sore in the land of Egypt.","And the famine dayly encreased in al the land: and Ioseph opened al the barnes, and sold to the AEgyptians: for them also the famine had opressed.",0.795204222202301,True,,,False,
Ephesians 4.13 (Vulgate),"Till we all come in the vnitie of the faith, and of the knowledge of the Sonne of God, vnto a perfect man, vnto the measure of the stature of the fulnesse of Christ:","donec occurramus omnes in unitatem fidei, et agnitionis Filii Dei, in virum perfectum, in mensuram aetatis plenitudinis Christi:",0.7883480787277222,True,True,,False,True
1 Maccabees 9.1 (Douay-Rheims),"Interea, ut audivit Demetrius quia cecidit Nicanor et exercitus ejus in praelio, apposuit Bacchidem et Alcimum rursum mittere in Judaeam, et dextrum cornu cum illis.","In the mean time when Demetrius heard that Nicanor and his army were fallen in battle, he sent again Bacchides and Alcimus into Judea; and the right wing of his army with them.",0.7929418087005615,True,True,,False,True
1 Maccabees 11.1 (Douay-Rheims),"Et rex AEgypti congregavit exercitum, sicut arena quae est circa oram maris, et naves multas: et quaerebat obtinere regnum Alexandri dolo, et addere illud regno suo.","And the king of Egypt gathered together an army, like the sand that lieth upon the sea shore, and many ships: and he sought to get the kingdom of Alexander by deceit, and join it to his own kingdom.",0.7969925999641418,True,,,False,
Matthew 5.45 (Wycliffe),"That ye may be the children of your father that is in heauen: for he maketh his sunne to arise on the euill, and the good, and sendeth raine on the iust, and vniust.","that ye be the sones of your fadir that is in heuenes, that makith his sunne to rise vpon goode and yuele men, and reyneth on iust men and vniuste.",0.7930997014045715,True,,,False,
Colossians 2.12 (Vulgate),"In that yee are buried with him through baptisme, in whome ye are also raised vp together through the faith of the operation of God, which raised him from the dead.","consepulti ei in baptismo, in quo et resurrexistis per fidem operationis Dei, qui suscitavit illum a mortuis.",0.799769401550293,True,,,False,
Numbers 28.11 (Vulgate),"And in the beginning of your moneths, ye shall offer a burnt offring vnto the Lord, two yong bullockes, and a ramme, and seuen lambes of a yeere olde, without spot,","In calendis autem offeretis holocaustum Domino, vitulos de armento duos, arietem unum, agnos anniculos septem immaculatos,",0.7909188270568848,True,,,False,
