ESV,text,Parallel,version,verse_text,rank,prediction,toCheck,correction
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.34,Vulgate,"Exodus 40.34 Siquando nubes tabernaculum deserebat, proficiscebantur filii Israël per turmas suas:",2.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,Vulgate,"Exodus 40.32 operuit nubes tabernaculum testimonii, et gloria Domini implevit illud.",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.34,Wycliffe,"Exodus 40.34 If ony tyme the cloude lefte the tabernacle, the sones of Israel yeden forth bi her cumpanyes;",2.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.31,Wycliffe,"Exodus 40.31 He reiside also the greet street, bi the cumpas of the tabernacle and of the auter, and settyde a tente in the entryng therof. Aftir that alle thingis weren perfitli maad,",1.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,Wycliffe,"Exodus 40.30 whanne thei entriden into the roof of boond of pees, and neiyeden to the auter, as the Lord comaundide to Moises.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,ODRV,"Exodus 40.32 the cloude couered the tabernacle of testimonie, and the glorie of our Lord filled it.",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.31,ODRV,"Exodus 40.31 He erected also the court round about the tabernacle and the altar, drawing the hanging in the entrie therof. After al thinges were perfited,",1.0,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,ODRV,"Exodus 40.30 when they entred the roofe of couenant, and went to the altar, as our Lord had commanded Moyses.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.30,Vulgate,"Exodus 40.30 cum ingrederentur tectum fœderis, et accederent ad altare, sicut præceperat Dominus Moysi.",0.0,True,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.32,Wycliffe,"Exodus 40.32 a cloude hilide the tabernacle of witnessyng, and the glorie of the Lord fillide it;",,False,False,
Exodus 40.32,"Exodus 40.32 When they went into the tent of meeting, and when they approached the altar, they washed, as the LORD commanded Moses.",Exodus 40.33,Wycliffe,"Exodus 40.33 nether Moyses myyte entre in to the tabernacle of the boond of pees, while the cloude hilide alle thingis, and the maieste of the Lord schynede, for the cloude hilide alle thingis.",3.0,False,False,
Exodus 40.33,"Exodus 40.33 And he erected the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.",Exodus 40.33,Vulgate,"Exodus 40.33 Nec poterat Moyses ingredi tectum fœderis, nube operiente omnia, et majestate Domini coruscante, quia cuncta nubes operuerat.",,False,False,
Exodus 40.33,"Exodus 40.33 And he erected the court around the tabernacle and the altar, and set up the screen of the gate of the court. So Moses finished the work.",Exodus 40.31,Vulgate,"Exodus 40.31 Erexit et atrium per gyrum tabernaculi et altaris, ducto in introitu ejus tentorio. Postquam omnia perfecta sunt,",0.0,True,False,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.34,Vulgate,"Exodus 40.34 Siquando nubes tabernaculum deserebat, proficiscebantur filii Israël per turmas suas:",2.0,False,False,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.33,Vulgate,"Exodus 40.33 Nec poterat Moyses ingredi tectum fœderis, nube operiente omnia, et majestate Domini coruscante, quia cuncta nubes operuerat.",0.0,True,False,
Exodus 40.35,"Exodus 40.35 And Moses was not able to enter the tent of meeting because the cloud settled on it, and the glory of the LORD filled the tabernacle.",Exodus 40.35,Vulgate,"Exodus 40.35 si pendebat desuper, manebant in eodem loco.",,False,False,
Exodus 40.6,"Exodus 40.6 You shall set the altar of burnt offering before the door of the tabernacle of the tent of meeting,",Exodus 40.4,Wycliffe,"Exodus 40.4 And whanne the bord is borun yn, thou schalt sette ther onne tho thingis, that ben comaundid iustli. The candilstike schal stonde with hise lanternes,",1.0,False,False,
Exodus 40.6,"Exodus 40.6 You shall set the altar of burnt offering before the door of the tabernacle of the tent of meeting,",Exodus 40.7,Wycliffe,"Exodus 40.7 the waischyng vessel bitwixe the auter and the tabernacle, which waischyng vessel thou schalt fille with water.",2.0,False,False,
Exodus 40.6,"Exodus 40.6 You shall set the altar of burnt offering before the door of the tabernacle of the tent of meeting,",Exodus 40.6,Wycliffe,"Exodus 40.6 and bifor it the auter of brent sacrifice,",4.0,True,False,
Exodus 40.6,"Exodus 40.6 You shall set the altar of burnt offering before the door of the tabernacle of the tent of meeting,",Exodus 40.5,Wycliffe,"Exodus 40.5 and the goldun auter, where ynne encense is brent bifor the arke of witnessyng. Thou schalt sette a tente in the entryng of the tabernacle;",0.0,False,False,
Exodus 40.6,"Exodus 40.6 You shall set the altar of burnt offering before the door of the tabernacle of the tent of meeting,",Exodus 40.8,Wycliffe,"Exodus 40.8 And thou schalt cumpas the greet street, and the entryng ther of with tentis.",3.0,False,False,
Exodus 6.17,"Exodus 6.17 The sons of Gershon: Libni and Shimei, by their clans.",Exodus 6.18,Vulgate,"Exodus 6.18 Filii Caath: Amram, et Isaar, et Hebron, et Oziel; anni quoque vitæ Caath, centum triginta tres.",0.0,False,False,
Exodus 6.17,"Exodus 6.17 The sons of Gershon: Libni and Shimei, by their clans.",Exodus 6.17,Vulgate,"Exodus 6.17 Filii Gerson: Lobni et Semei, per cognationes suas.",3.0,True,False,
Exodus 6.17,"Exodus 6.17 The sons of Gershon: Libni and Shimei, by their clans.",Exodus 6.19,Vulgate,Exodus 6.19 Filii Merari: Moholi et Musi: hæ cognationes Levi per familias suas.,1.0,False,False,
Exodus 6.17,"Exodus 6.17 The sons of Gershon: Libni and Shimei, by their clans.",Exodus 6.16,Vulgate,"Exodus 6.16 Et hæc nomina filiorum Levi per cognationes suas: Gerson, et Caath, et Merari. Anni autem vitæ Levi fuerunt centum triginta septem.",2.0,False,False,
Ezekiel 11.14,Ezekiel 11.14 And the word of the LORD came to me:,Ezekiel 12.21,AKJV,"Ezekiel 12.21 And the word of the Lord came vnto me, saying;",1.0,False,False,
Ezekiel 11.14,Ezekiel 11.14 And the word of the LORD came to me:,Ezekiel 11.14,AKJV,"Ezekiel 11.14 Againe the word of the Lord came vnto me, saying;",,True,False,
Ezekiel 12.1,Ezekiel 12.1 The word of the LORD came to me:,Ezekiel 13.1,AKJV,"Ezekiel 13.1 And the worde of the Lord came vnto mee, saying;",0.0,False,False,
Ezekiel 12.1,Ezekiel 12.1 The word of the LORD came to me:,Ezekiel 12.1,AKJV,"Ezekiel 12.1 The word of the Lord also came vnto me, saying;",,True,False,
Ezekiel 12.1,Ezekiel 12.1 The word of the LORD came to me:,Ezekiel 12.21,AKJV,"Ezekiel 12.21 And the word of the Lord came vnto me, saying;",3.0,False,False,
Ezekiel 12.26,Ezekiel 12.26 And the word of the LORD came to me:,Ezekiel 12.26,AKJV,"Ezekiel 12.26 Againe the word of the Lord came to me, saying;",,True,False,
Ezekiel 12.26,Ezekiel 12.26 And the word of the LORD came to me:,Ezekiel 12.21,AKJV,"Ezekiel 12.21 And the word of the Lord came vnto me, saying;",1.0,True,False,
Ezekiel 12.26,Ezekiel 12.26 And the word of the LORD came to me:,Ezekiel 13.1,AKJV,"Ezekiel 13.1 And the worde of the Lord came vnto mee, saying;",0.0,False,False,
Ezekiel 14.12,Ezekiel 14.12 And the word of the LORD came to me:,Ezekiel 13.1,AKJV,"Ezekiel 13.1 And the worde of the Lord came vnto mee, saying;",0.0,False,False,
Ezekiel 14.12,Ezekiel 14.12 And the word of the LORD came to me:,Ezekiel 14.12,AKJV,"Ezekiel 14.12 The word of the Lord came againe to me, saying,",,True,False,
Ezekiel 14.2,Ezekiel 14.2 And the word of the LORD came to me:,Ezekiel 14.2,AKJV,"Ezekiel 14.2 And the word of the Lord came vnto me, saying,",,True,False,
Ezekiel 14.2,Ezekiel 14.2 And the word of the LORD came to me:,Ezekiel 13.1,AKJV,"Ezekiel 13.1 And the worde of the Lord came vnto mee, saying;",0.0,False,False,
Ezekiel 15.1,Ezekiel 15.1 And the word of the LORD came to me:,Ezekiel 15.1,AKJV,"Ezekiel 15.1 And the word of &thorn; Lord came vnto me, saying.",,True,False,
Ezekiel 17.11,Ezekiel 17.11 Then the word of the LORD came to me:,Ezekiel 17.11,AKJV,"Ezekiel 17.11 Moreouer the word of the Lord came vnto me, saying,",,True,False,
Ezekiel 18.1,Ezekiel 18.1 The word of the LORD came to me:,Ezekiel 18.1,AKJV,"Ezekiel 18.1 And the word of &thorn; Lord came vnto me againe, saying;",,True,False,
Ezekiel 20.2,Ezekiel 20.2 And the word of the LORD came to me:,Ezekiel 20.2,AKJV,"Ezekiel 20.2 Then came the word of the Lord vnto me, saying,",,True,False,
Ezekiel 20.45,Ezekiel 20.45 And the word of the LORD came to me:,Ezekiel 20.45,AKJV,"Ezekiel 20.45 Moreouer, the worde of the Lord came vnto me, saying,",,True,False,
Ezekiel 21.1,Ezekiel 21.1 The word of the LORD came to me:,Ezekiel 21.1,Geneva,"Ezekiel 21.1 The word of ye Lord came to me againe, saying,",4.0,True,False,
Ezekiel 21.1,Ezekiel 21.1 The word of the LORD came to me:,Ezekiel 21.1,AKJV,"Ezekiel 21.1 And the word of &thorn; Lord came vnto me, saying,",,True,False,
Ezekiel 21.8,Ezekiel 21.8 And the word of the LORD came to me:,Ezekiel 21.8,AKJV,"Ezekiel 21.8 Againe, the word of the Lord came vnto me, saying,",,True,False,
Ezekiel 21.8,Ezekiel 21.8 And the word of the LORD came to me:,Ezekiel 22.23,AKJV,"Ezekiel 22.23 And the word of the Lord came vnto me, saying,",2.0,False,False,
Ezekiel 21.8,Ezekiel 21.8 And the word of the LORD came to me:,Ezekiel 22.17,AKJV,"Ezekiel 22.17 And the word of the Lord came vnto me, saying,",3.0,False,False,
Ezekiel 22.17,Ezekiel 22.17 And the word of the LORD came to me:,Ezekiel 22.23,AKJV,"Ezekiel 22.23 And the word of the Lord came vnto me, saying,",2.0,False,False,
Ezekiel 22.17,Ezekiel 22.17 And the word of the LORD came to me:,Ezekiel 22.17,AKJV,"Ezekiel 22.17 And the word of the Lord came vnto me, saying,",3.0,True,False,
Ezekiel 23.1,Ezekiel 23.1 The word of the LORD came to me:,Ezekiel 23.1,AKJV,"Ezekiel 23.1 The word of the Lord came againe vnto me, saying,",,True,False,
Ezekiel 24.15,Ezekiel 24.15 The word of the LORD came to me:,Ezekiel 24.15,AKJV,"Ezekiel 24.15 Also the word of the Lord came vnto me, saying;",,True,False,
Ezekiel 25.1,Ezekiel 25.1 The word of the LORD came to me:,Ezekiel 25.1,AKJV,"Ezekiel 25.1 The word of the Lord came againe vnto me, saying;",,True,False,
Ezekiel 27.1,Ezekiel 27.1 The word of the LORD came to me:,Ezekiel 27.1,AKJV,"Ezekiel 27.1 The word of the Lord came againe vnto mee, saying,",,True,False,
Ezekiel 28.1,Ezekiel 28.1 The word of the LORD came to me:,Ezekiel 28.1,AKJV,"Ezekiel 28.1 The word of the Lord came againe vnto me, saying,",,True,False,
Ezekiel 28.11,"Ezekiel 28.11 Moreover, the word of the LORD came to me:",Ezekiel 28.10,Vulgate,"Ezekiel 28.10 Morte incircumcisorum morieris in manu alienorum, quia ego locutus sum, ait Dominus Deus.",0.0,False,False,
Ezekiel 28.11,"Ezekiel 28.11 Moreover, the word of the LORD came to me:",Ezekiel 28.11,Vulgate,"Ezekiel 28.11 Et factus est sermo Domini ad me, dicens: Fili hominis, leva planctum super regem Tyri,",,True,False,
Ezekiel 28.20,Ezekiel 28.20 The word of the LORD came to me:,Ezekiel 28.20,AKJV,"Ezekiel 28.20 Againe the word of the Lord came vnto me, saying;",,True,False,
Ezekiel 30.1,Ezekiel 30.1 The word of the LORD came to me:,Ezekiel 30.1,AKJV,"Ezekiel 30.1 The word of the Lord came againe vnto me, saying,",,True,False,
Ezekiel 33.1,Ezekiel 33.1 The word of the LORD came to me:,Ezekiel 33.1,AKJV,"Ezekiel 33.1 Againe the worde of the Lord came vnto mee, saying,",,True,False,
Ezekiel 33.23,Ezekiel 33.23 The word of the LORD came to me:,Ezekiel 33.23,AKJV,"Ezekiel 33.23 Then the word of the Lord came vnto me, saying,",,True,False,
Ezekiel 34.1,Ezekiel 34.1 The word of the LORD came to me:,Ezekiel 34.1,AKJV,"Ezekiel 34.1 And the word of &thorn; Lord came vnto me, saying;",,True,False,
Ezekiel 34.1,Ezekiel 34.1 The word of the LORD came to me:,Ezekiel 35.1,AKJV,"Ezekiel 35.1 Moreouer the word of the Lord came vnto mee, saying;",1.0,False,False,
Ezekiel 37.15,Ezekiel 37.15 The word of the LORD came to me:,Ezekiel 37.15,AKJV,"Ezekiel 37.15 The word of the Lord came againe vnto me, saying;",,True,False,
Ezekiel 38.1,Ezekiel 38.1 The word of the LORD came to me:,Ezekiel 38.1,AKJV,"Ezekiel 38.1 And the word of &thorn; Lord came vnto me, saying;",,True,False,
Ezekiel 40.28,"Ezekiel 40.28 Then he brought me to the inner court through the south gate, and he measured the south gate. It was of the same size as the others.",Ezekiel 40.27,Vulgate,"Ezekiel 40.27 Et porta atrii interioris in via australi: et mensus est a porta usque ad portam in via australi, centum cubitos.",1.0,False,False,
Ezekiel 40.28,"Ezekiel 40.28 Then he brought me to the inner court through the south gate, and he measured the south gate. It was of the same size as the others.",Ezekiel 40.26,Vulgate,"Ezekiel 40.26 Et in gradibus septem ascendebatur ad eam, et vestibulum ante fores ejus: et cælatæ palmæ erant, una hinc, et altera inde, in fronte ejus.",0.0,False,False,
Ezekiel 40.28,"Ezekiel 40.28 Then he brought me to the inner court through the south gate, and he measured the south gate. It was of the same size as the others.",Ezekiel 40.29,Vulgate,"Ezekiel 40.29 Thalamum ejus, et frontem ejus, et vestibulum ejus eisdem mensuris, et fenestras ejus, et vestibulum ejus in circuitu, quinquaginta cubitos longitudinis, et latitudinis viginti quinque cubitos.",2.0,False,False,
Ezekiel 40.28,"Ezekiel 40.28 Then he brought me to the inner court through the south gate, and he measured the south gate. It was of the same size as the others.",Ezekiel 40.28,Vulgate,Ezekiel 40.28 Et introduxit me in atrium interius ad portam australem: et mensus est portam juxta mensuras superiores.,3.0,True,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.5,Vulgate,"Ezekiel 40.5 Et ecce murus forinsecus in circuitu domus undique: et in manu viri calamus mensuræ sex cubitorum et palmo: et mensus est latitudinem ædificii calamo uno, altitudinem quoque calamo uno.",1.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.6,Vulgate,"Ezekiel 40.6 Et venit ad portam quæ respiciebat viam orientalem, et ascendit per gradus ejus: et mensus est limen portæ calamo uno latitudinem, id est, limen unum calamo uno in latitudine.",2.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.7,Vulgate,"Ezekiel 40.7 Et thalamum uno calamo in longum, et uno calamo in latum: et inter thalamos, quinque cubitos.",3.0,True,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.8,Vulgate,"Ezekiel 40.8 Et limen portæ, juxta vestibulum portæ intrinsecus, calamo uno.",4.0,True,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.5,Douay-Rheims,"Ezekiel 40.5 And behold there was a wall on the outside of the house round about, and in the man’s hand a measuring reed of six cubits and a handbreadth: and he measured the breadth of the building one reed, and the height one reed.",2.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.9,Vulgate,"Ezekiel 40.9 Et mensus est vestibulum portæ octo cubitorum, et frontem ejus duobus cubitis: vestibulum autem portæ erat intrinsecus.",0.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.9,Douay-Rheims,"Ezekiel 40.9 And he measured the porch of the gate eight cubits, and the front thereof two cubits: and the porch of the gate was inward.",1.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.8,Douay-Rheims,"Ezekiel 40.8 And the threshold of the gate by the porch of the gate within, was one reed.",0.0,True,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.6,Douay-Rheims,"Ezekiel 40.6 And he came to the gate that looked toward the east, and he went up the steps thereof: and he measured the breadth of the threshold of the gate one reed, that is, one threshold was one reed broad:",3.0,False,False,
Ezekiel 40.7,"Ezekiel 40.7 And the side rooms, one reed long and one reed broad; and the space between the side rooms, five cubits; and the threshold of the gate by the vestibule of the gate at the inner end, one reed.",Ezekiel 40.7,Douay-Rheims,"Ezekiel 40.7 And every little chamber was one reed long, and one reed broad: and between the little chambers were five cubits:",4.0,True,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 41.10,Vulgate,"Ezekiel 41.10 Et inter gazophylacia latitudinem viginti cubitorum in circuitu domus undique,",4.0,False,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 41.11,Vulgate,"Ezekiel 41.11 et ostium lateris ad orationem: ostium unum ad viam aquilonis, et ostium unum ad viam australem: et latitudinem loci ad orationem, quinque cubitorum in circuitu.",3.0,False,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 41.13,Vulgate,"Ezekiel 41.13 Et mensus est domus longitudinem, centum cubitorum: et quod separatum erat ædificium, et parietes ejus, longitudinis centum cubitorum.",2.0,False,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 42.17,Vulgate,"Ezekiel 42.17 Hee measured the North side fiue hundreth reedes, with a measuring reed round about.",1.0,False,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 41.14,Vulgate,"Ezekiel 41.14 Latitudo autem ante faciem domus, et ejus quod erat separatum contra orientem, centum cubitorum.",0.0,False,False,
Ezekiel 41.12,"Ezekiel 41.12 The building that was facing the separate yard on the west side was seventy cubits broad, and thewall of the building was five cubits thick all around, and its length ninety cubits.",Ezekiel 41.12,Vulgate,"Ezekiel 41.12 Et ædificium, quod erat separatum, versumque ad viam respicientem ad mare, latitudinis septuaginta cubitorum: paries autem ædificii, quinque cubitorum latitudinis per circuitum: et longitudo ejus nonaginta cubitorum.",,True,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 41.21,AKJV,"Ezekiel 41.21 The postes of the Temple were squared, and the face of the Sanctuary, the appearance of the one as the appearance of the other.",,True,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 42.10,AKJV,"Ezekiel 42.10 The chambers were in the thickenes of the wall of the court toward the East, ouer against the separate place, and ouer against the building.",2.0,False,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 40.15,AKJV,"Ezekiel 40.15 And from the face of the gate of the entrance, vnto the face of the porch of the inner gate, were fiftie cubites.",1.0,False,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 41.20,AKJV,"Ezekiel 41.20 From the ground vnto aboue the doore were Cherubims and Palme-trees made, & on the wall of the temple.",0.0,False,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 42.8,AKJV,"Ezekiel 42.8 For the length of the chambers that were in the vtter court was fiftie cubites: and loe, before the Temple were an hundreth cubites.",3.0,False,False,
Ezekiel 41.21,"Ezekiel 41.21 The doorposts of the nave were squared, and in front of the Holy Place was something resembling",Ezekiel 42.7,AKJV,"Ezekiel 42.7 And the wall that was without ouer against the chambers towards the vtter court on the forepart of the chambers, the length thereof was fiftie cubites.",4.0,False,False,
Ezekiel 42.16,"Ezekiel 42.16 He measured the east side with the measuring reed, 500 cubits by the measuring reed all around.",Ezekiel 42.16,Vulgate,"Ezekiel 42.16 Mensus est autem contra ventum orientalem calamo mensuræ, quingentos calamos in calamo mensuræ per circuitum.",,True,False,
Ezekiel 42.16,"Ezekiel 42.16 He measured the east side with the measuring reed, 500 cubits by the measuring reed all around.",Ezekiel 42.15,Vulgate,"Ezekiel 42.15 Cumque complesset mensuras domus interioris, eduxit me per viam portæ quæ respiciebat ad viam orientalem: et mensus est eam undique per circuitum.",0.0,False,False,
Ezekiel 42.17,"Ezekiel 42.17 He measured the north side, 500 cubits by the measuring reed all around.",Ezekiel 42.17,Vulgate,Ezekiel 42.17 Et mensus est contra ventum aquilonis quingentos calamos in calamo mensuræ per gyrum.,,True,False,
Ezekiel 42.17,"Ezekiel 42.17 He measured the north side, 500 cubits by the measuring reed all around.",Ezekiel 42.15,Vulgate,"Ezekiel 42.15 Cumque complesset mensuras domus interioris, eduxit me per viam portæ quæ respiciebat ad viam orientalem: et mensus est eam undique per circuitum.",0.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.5,Vulgate,"Ezra 2.5 Filii Area, septingenti septuaginta quinque.",4.0,True,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.3,Vulgate,Ezra 2.3 filii Pharos duo millia centum septuaginta duo.,3.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.7,Vulgate,"Ezra 2.7 Filii Ælam, mille ducenti quinquaginta quatuor.",2.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.6,Vulgate,"Ezra 2.6 Filii Phahath Moab, filiorum Josue: Joab, duo millia octingenti duodecim.",1.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.4,Vulgate,"Ezra 2.4 Filii Sephatia, trecenti septuaginta duo.",0.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.4,Douay-Rheims,"Ezra 2.4 The children of Sephatia, three hundred seventy-two.",0.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.7,Douay-Rheims,"Ezra 2.7 The children of Elam, a thousand two hundred fifty-four.",1.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.3,Douay-Rheims,Ezra 2.3 The children of Pharos two thousand one hundred seventy-two.,3.0,False,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.5,Douay-Rheims,"Ezra 2.5 The children of Area, seven hundred seventy-five.",4.0,True,False,
Ezra 2.5,"Ezra 2.5 The sons of Arah, 775.",Ezra 2.6,Douay-Rheims,"Ezra 2.6 The children of Phahath Moab, of the children of Josue: Joab, two thousand eight hundred twelve.",2.0,False,False,
Ezra 2.9,"Ezra 2.9 The sons of Zaccai, 760.",Ezra 2.8,Douay-Rheims,"Ezra 2.8 The children of Zethua, nine hundred forty-five.",0.0,False,False,
Ezra 2.9,"Ezra 2.9 The sons of Zaccai, 760.",Ezra 2.10,Douay-Rheims,"Ezra 2.10 The children of Bani, six hundred forty-two.",1.0,False,False,
Ezra 2.9,"Ezra 2.9 The sons of Zaccai, 760.",Ezra 2.11,Douay-Rheims,"Ezra 2.11 The children of Bebai, six hundred twenty-three.",2.0,False,False,
Ezra 2.9,"Ezra 2.9 The sons of Zaccai, 760.",Ezra 2.7,Douay-Rheims,"Ezra 2.7 The children of Elam, a thousand two hundred fifty-four.",3.0,False,False,
Ezra 2.9,"Ezra 2.9 The sons of Zaccai, 760.",Ezra 2.9,Douay-Rheims,"Ezra 2.9 The children of Zachai, seven hundred sixty.",4.0,True,False,
Ezra 8.5,"Ezra 8.5 Of the sons of Zattu, Shecaniah the son of Jahaziel, and with him 300 men.",Ezra 8.5,Douay-Rheims,"Ezra 8.5 Of the sons of Sechenias, the son of Ezechiel, and with him three hundred men.",4.0,True,False,
Ezra 8.5,"Ezra 8.5 Of the sons of Zattu, Shecaniah the son of Jahaziel, and with him 300 men.",Ezra 8.6,Douay-Rheims,"Ezra 8.6 Of the sons of Adan, Abed the son of Jonathan, and with him fifty men.",2.0,False,False,
Ezra 8.5,"Ezra 8.5 Of the sons of Zattu, Shecaniah the son of Jahaziel, and with him 300 men.",Ezra 8.3,Douay-Rheims,"Ezra 8.3 Of the sons of Sechenias, the son of Pharos, Zacharias, and with him were numbered a hundred and fifty men.",3.0,False,False,
Ezra 8.5,"Ezra 8.5 Of the sons of Zattu, Shecaniah the son of Jahaziel, and with him 300 men.",Ezra 8.4,Douay-Rheims,"Ezra 8.4 Of the sons of Phahath Moab, Eleoenai the son of Zareha, and with him two hundred men.",0.0,False,False,
Ezra 8.5,"Ezra 8.5 Of the sons of Zattu, Shecaniah the son of Jahaziel, and with him 300 men.",Ezra 8.7,Douay-Rheims,"Ezra 8.7 Of the sons of Alam, Isaias the son of Athalias, and with him seventy men.",1.0,False,False,
Galatians 1.22,Galatians 1.22 And I was still unknown in person to the churches of Judea that are in Christ.,Galatians 1.21,Geneva,"Galatians 1.21 After that, I went into the coastes of Syria and Cilicia: for I was vnknowen by face vnto the Churches of Iudea, which were in Christ.",0.0,True,False,
Galatians 1.22,Galatians 1.22 And I was still unknown in person to the churches of Judea that are in Christ.,Galatians 1.23,Geneva,Galatians 1.23 And they glorified God for me.,2.0,False,False,
Galatians 1.22,Galatians 1.22 And I was still unknown in person to the churches of Judea that are in Christ.,Galatians 1.22,Geneva,"Galatians 1.22 But they had heard onely some say, Hee which persecuted vs in time past, nowe preacheth the faith which before he destroyed.",,False,False,
