verse_id,text,verse_text,prediction,DS_prediction,match,correction,length_disparity
Daniel 3.15 (ODRV),"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","Now therfore if you be readie, in what houre soeuer you shal heare the sound of the trumpet, the pipe, the harpe, of the doulcimer, and psalter, and symphonie, and of al kind of musical instruments, prostrate your selues, & adore the statua which I haue made: but if you adore not, the selfe same houre you shal be cast into the fornace of burning fyre: and what God is there that shal deliuer you out of my hand?",FALSE,FALSE,TRUE,,FALSE
Romans 6.3 (Vulgate),"In vno spiritu omnes nos in vnum corpus baptizati sumus, siue Iudaei, siue gentiles, siue serui, siue liberi. By one spiritt are we baptised to make one bodie, whether we be Iewes, or gentiles, whether we be bonde or free.","an ignoratis quia quicumque baptizati sumus in Christo Jesu, in morte ipsius baptizati sumus?",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 4.50 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","Then said he vnto me, Consider with thy selfe: as the raine is more then the drops, and as the fire is greater then the smoke: but the drops and the smoke remaine behind: so the quantity which is past, did more exceede.",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 8.8 (ODRV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","And if a man desire multitude of knowledge: she knoweth thinges past, & coniectureth of thinges to come: she knoweth the subtilities of wordes, and the solution of arguments: she knoweth signes and wonders before they be done, and the euentes of times and ages.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 5.21 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","So when Antiochus had caried out of the Temple, a thousand and eight hundred talents, hee departed in all haste into Antiochia, weening in his pride to make the land nauigable, and the Sea passable by foot: such was the haughtinesse of his minde.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 15.21 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","Maccabeus seeing the comming of the multitude, and the diuers preparations of armour, and the fiercenesse of the beasts, stretched out his hands towards heauen, and called vpon the Lord, that worketh wonders, knowing that victorie commeth not by armes, but euen as it seemeth good to him, he giueth it to such as are worthy:",TRUE,FALSE,FALSE,FALSE,FALSE
Judith 8.14 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","For you cannot find the depth of the heart of man, neither can ye perceiue the things that he thinketh: then how can you search out God, that hath made all these things, and knowe his minde, or comprehend his purpose? Nay my brethren, prouoke not the Lord our God to anger.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 9.8 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","And thus hee that a little afore thought he might command the waues of the sea (so proud was hee beyond the condition of man) and weigh the high mountaines in a ballance, was now cast on the ground, and carried in an horselitter, shewing foorth vnto all, the manifest power of God.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 4.21 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","For like as the ground is giuen vnto the wood, & the sea to his floods: euen so they that dwell vpon the earth may vnderstand nothing, but that which is vpon the earth: and hee that dwelleth aboue the heauens, may onely vnderstand the things that are aboue the height of the heauens.",TRUE,FALSE,FALSE,FALSE,FALSE
Ecclesiasticus 23.16 (AKJV),"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","Two sorts of men multiply sinne, and the third will bring wrath: a hot minde is as a burning fire, it will neuer be quenched till it be consumed: a fornicatour in the body of his flesh, will neuer cease till he hath kindled a fire.",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 1.1 (AKJV) - 3,"Saint Paul mentioning the breadth, the length, the depth, and the hight of it, teacheth vs that it passeth all knowledge. Neither is it Great onely, but in this Greatnesse we must obserue Magnitudinem & Multitudinem.","When as therefore the first Iesus died, leauing this booke almost perfected, Si rach his sonne receiuing it after him, left it to his owne sonne Iesus, who hauing gotten it into his hands, compiled it all orderly into one Volume, and called it Wisdome, Intituling it, both by his owne name, his fathers name, and his grandfathers, alluring the hearer by the very name of Wisedome, to haue a greater loue to the studie of this Booke.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 5.20 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","And therefore the place it selfe that was partaker with them of the aduersities that happened to the nation, did afterward communicate in the benefits sent from the Lord: and as it was forsaken in the wrath of the Almighty, so againe the great Lord being reconciled, it was set vp with all glory.",TRUE,FALSE,FALSE,FALSE,FALSE
Exodus 14.27 (ODRV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","And when Moyses had stretched forth his hand against the sea, it returned in the first breake of day to the former place: and the AEgyptians fleeing away, the waters came vpon them, and our Lord enwrapt them in the middes of the waues.",FALSE,TRUE,FALSE,FALSE,FALSE
Luke 6.48 (ODRV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","He is like to a man building a house, that digged deep, and laid the foundation vpon a rock. And when an inundation rose, the riuer beatt against that house, and it could not moue it; for it was founded vpon a rock.",TRUE,TRUE,TRUE,FALSE,FALSE
Judges 15.14 (Geneva) - 0,"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","When hee came to Lehi, the Philistims shouted against him, and the Spirite of the Lord came vpon him, and the cordes that were vpon his armes, became as flaxe that was burnt with fire:",FALSE,FALSE,TRUE,,FALSE
Joshua 3.15 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","And as they that bare the Arke were come vnto Iordan, and the feet of the Priestes that bare the Arke, were dipped in the brimme of the water, (for Iordan ouerfloweth all his banks at the time of haruest)",TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 4.30 (ODRV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","The self same houre was the word accomplished vpon Nabuchodosonosor, and he was cast away from among men, & as an oxe did he eate grasse, and with the dew of heauen his bodie was imbrued: til his heares grew into the similitude of eagles, & his nailes as it were of birds.",TRUE,FALSE,FALSE,FALSE,FALSE
Ezekiel 17.7 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","There was also an other great eagle, with great wings and many feathers, and behold, this Uine did bend her rootes towards him, and shot forth her branches toward him, that hee might water it by the furrowes of her plantation.",FALSE,FALSE,TRUE,,FALSE
Judith 9.2 (AKJV) - 0,"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","O Lord God of my father Simeon, to whom thou gauest a sword to take vengeance of the strangers, who loosened the girdle of a maide to defile her, and discouered the thigh to her shame, and polluted her virginity to her reproch, (for thou saidst it shall not be so, and yet they did so.",FALSE,FALSE,TRUE,,FALSE
Acts 5.15 (ODRV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","so that they did bring forth the sick into the streetes, & laid them in beddes and couches, that when Peter came, his shadow at the least might ouershadow any of them, and they al might be deliuered from their infirmities.",FALSE,FALSE,TRUE,,FALSE
Nahum 3.8 (AKJV),"Hee is euen Ezechiels Riuer, which issued from vnder the threshold of the Sanctuarie, at first it did arise but to the ancles, then to the knees, afterwards to the loines, and at last became a Riuer that ouerflowed.","Art thou better then populous No, that was scituate among the riuers that had the waters round about it, whose rampart was the sea, and her wall was from the sea?",FALSE,FALSE,TRUE,,FALSE
1 Maccabees 14.35 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And the people seeing the acts of Simon, and to what glory he meant to bring his nation, made him their prince, and high priest, because he had done all these things, and for the justice, and faith, which he kept to his nation, and for that he sought by all means to advance his people.",FALSE,FALSE,TRUE,,FALSE
Esther 16.11 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And found our humanity so great towards him, that he was called our father, and was worshipped by all as the next man after the king:",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 4.11 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And abolishing those things, which had been decreed of special favour by the kings in behalf of the Jews, by the means of John the father of that Eupolemus, who went ambassador to Rome to make amity and alliance, he disannulled the lawful ordinances of the citizens, and brought in fashions that were perverse.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 12.30 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","But the Jews that were among the Scythopolitans testifying that they were used kindly by them, and that even in the times of their adversity they had treated them with humanity:",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 10.47 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And their inclinations were towards Alexander, because he had been the chief promoter of peace in their regard, and him they always helped.",FALSE,TRUE,FALSE,FALSE,FALSE
2 Maccabees 14.6 (Douay-Rheims) - 1,"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","They among the Jews that are called Assideans, of whom Judas Machabeus is captain, nourish wars, and raise seditions, and will not suffer the realm to be in peace.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 8.20 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And of the battle that they had fought against the Galatians in Babylonia, how they, being in all but six thousand, when it came to the point, and Macedonians their companions were a stand, slew a hundred and twenty thousand, because of the help they had from heaven, and for this they received many favours.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 8.14 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","Others sold all that they had left, and withal besought the Lord, that he would deliver them from the wicked Nicanor, who had sold them before he came near them:",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 12.24 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And Timotheus himself fell into the hands of the band of Dositheus and Sosipater, and with many prayers he besought them to let him go with his life, because he had the parents and brethren of many of the Jews, who, by his death, might happen to be deceived.",FALSE,FALSE,TRUE,,FALSE
Esther 10.3 (Douay-Rheims),"there were those men among the Iews, that spoke well of Tobiah their common enemy, and reported his good deeds, Nehemiah 6. The Persians honoured Nero, that was the hatred of God and man: and as Suetonius reports;","And how Mardochai of the race of the Jews, was next after king Assuerus: and great among the Jews, and acceptable to the people of his brethren, seeking the good of his people, and speaking those things which were for the welfare of his seed.",FALSE,FALSE,TRUE,,FALSE
Wisdom 7.27 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","And being but one she can doe all things: and remayning in her selfe, she maketh all things new: and in all ages entring into holy soules, she maketh them friends of God, & Prophets.",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.7 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","And if a man loue righteousnesse, her labours are vertues: for she teacheth temperance and prudence: iustice and fortitude, which are such things as men can haue nothing more profitable in their life.",TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 4.21 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","And feare not my sonne, that we are made poore, for thou hast much wealth, if thou feare God, and depart from all sinne, and doe that which is pleasing in his sight.",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.6 (ODRV) - 2; Wisdom 8.7 (ODRV) - 2,"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","for she teacheth sobrietie, and prudence, and iustice, and strength, then the which nothing is more profitable in life to men.",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.6 (ODRV); Wisdom 8.7 (ODRV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","And if a man loue iustice: her labours haue great vertues: for she teacheth sobrietie, and prudence, and iustice, and strength, then the which nothing is more profitable in life to men.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 7.23 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","But doubtlesse the Creator of the world, who formed the generation of man, and found out the beginning of all things, wil also of his owne mercy giue you breath, and life againe, as you now regard not your owne selues for his Lawes sake.",FALSE,FALSE,TRUE,,FALSE
Wisdom 2.16 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","We are esteemed of him as counterfeits: he abstaineth from our wayes as from filthinesse: he pronounceth the end of the iust to be blessed, and maketh his boast that God is his father.",FALSE,FALSE,TRUE,,FALSE
2 Peter 1.10 (ODRV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","Wherfore, Brethren, labour the more that by good workes you may make sure your vocation and election. For doing these things, you shal not sinne at any time.",TRUE,FALSE,FALSE,FALSE,FALSE
Tobit 12.9 (AKJV),"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","For almes doth deliuer from death, and shall purge away all sinne. Those that exercise almes, and righteousnesse, shall be filled with life.",TRUE,FALSE,FALSE,FALSE,FALSE
Romans 5.5 (ODRV) - 1,"And therefore he saith, Estote perfecti sicut Pater vester coelestis perfectus est. Math. 5. and by this grace not onely our sinnes are taken away, but our soules are endued with inherent vertues,","because the charitie of God is powred forth in our harts, by the Holy Ghost which is giuen vs.",FALSE,FALSE,TRUE,,FALSE
Daniel 5.21 (AKJV) - 1,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","they fed him with grasse like oxen, and his body was wet with the dew of heauen, till hee knew that the most high God ruled in the kingdome of men, and that hee appointeth ouer it whomsoeuer he will.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 6.12 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Now I beseech those that reade this booke, that they be not discouraged for these calamities, but that they iudge those punishments not to be for destruction, but for a chastening of our nation.",TRUE,TRUE,TRUE,FALSE,FALSE
Wisdom 10.12 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","She defended him from his enemies, and kept him safe from those that lay in wait, and in a sore conflict she gaue him the victory, that he might knowe that godlinesse is stronger then all.",FALSE,FALSE,TRUE,,FALSE
James 2.5 (ODRV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Heare, my dearest Brethren: hath not God chosen the poore in this world, rich in faith, and heires of the Kingdom which God hath promised to them that loue him?",TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 4.14 (Geneva) - 1,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 13.4 (ODRV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Or if they merueled at their vertue, & operations, let them vnderstand by them, that he which made these, is stronger then they:",TRUE,FALSE,FALSE,FALSE,FALSE
Acts 19.26 (ODRV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","and you see, and heare that this same Paul by persuasion hath auerted a great multitude not only of Ephesus, but almost of al Asia, saying: That they are not gods which be made by hands.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Maccabees 15.11 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Thus he armed euery one of them not so much with defence of shields and speares, as with comfortable and good words: and besides that, he tolde them a dreame worthy to be beleeued, as if it had bin so indeed, which did not a litle reioyce them.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 9.13 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","And therefore be thou not curious, how the vngodly shalbe punished and when: but enquire how the righteous shall be saued, whose the world is, and for whom the world is created.",TRUE,FALSE,FALSE,FALSE,FALSE
Daniel 5.21 (Geneva) - 1,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","they fed him with grasse like oxen, and his body was wet with the dewe of the heauen, till he knewe, that the most high God bare rule ouer the kingdome of men, and that he appointeth ouer it, whomsoeuer he pleaseth.",FALSE,FALSE,TRUE,,FALSE
Daniel 6.12 (AKJV) - 1,"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","Hast thou not signed a decree, that euery man that shall aske a petition of any God or man, within thirty dayes, saue of thee, O king, shalbe cast into the denne of Lions?",FALSE,FALSE,TRUE,,FALSE
Daniel 2.30 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","But as for me, this secret is not reuealed to me, for any wisdome that I haue more then any liuing, but for their sakes that shall make knowen the interpretation to the King, and that thou mightest know the thoughts of thy heart.",FALSE,FALSE,TRUE,,FALSE
2 Esdras 4.9 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","Neuerthelesse, now haue I asked thee but onely of the fire and winde, and of the day where through thou hast passed, and of things frō which thou canst not be separated, and yet canst thou giue me uo answeere of them.",FALSE,FALSE,TRUE,,FALSE
Matthew 16.3 (ODRV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","And in the morning: This day there wil be a tempest, for the element doth glow and lowre. The face therfore of the element you haue skil to dscerne: & the signes of times can you not?",FALSE,FALSE,TRUE,,FALSE
2 Corinthians 12.2 (ODRV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","I know a man in Christ aboue fourteen yeares agoe (whether in the body, I know not, or out of the body, I know not: God doth know) such a one rapt euento the third Heauen.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Esdras 8.38 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","For indeed I will not thinke on the disposition of them which haue sinned before death, before iudgement, before destruction.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 3.24 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","Now as hee was there present himselfe with his guard about the treasurie, the Lord of spirits, & the Prince of all power caused a great apparition, so that all that presumed to come in with him, were astonished at the power of God, and fainted, and were sore afraid.",FALSE,FALSE,TRUE,,FALSE
2 Corinthians 12.2 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","I knewe a man in Christ aboue foureteene yeeres agoe, whether in the body, I cannot tell, or whether out of the body, I cannot tell, God knoweth: such a one, caught vp to the third heauen.",FALSE,FALSE,TRUE,,FALSE
2 Esdras 13.20 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","Yet is it easier for him that is in danger, to come into these things, then to passe away as a cloud out of the world, and not to see the things that happen in the last dayes. And he answered vnto me, and said,",FALSE,FALSE,TRUE,,FALSE
John 5.18 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","Therefore the Iewes sought the more to kill him, not onely because hee had broken the Sabbath, but said also, that God was his father, making himselfe equall with God.",FALSE,FALSE,TRUE,,FALSE
Acts 16.27 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","And the keeper of the prison awaking out of his sleepe, and seeing the prison doores open, he drew out his sword, and would haue killed himselfe, supposing that the prisoners had beene fled.",FALSE,FALSE,TRUE,,FALSE
Tobit 14.10 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","And burie me decently, and thy mother with me, but tarie no longer at Nineue. Remember, my sonne, how Aman handled Achiacharus &thorn; brought him vp, how out of light he brought him into darkenes, and how he rewarded him againe: yet Ahiacharus was saued, but the other had his reward, for hee went downe into darkenesse. Manasses gaue almes, and escaped the snares of death which they had set for him: but Aman fell into the snare and perished.",FALSE,FALSE,TRUE,,FALSE
Wisdom 8.21 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","Neuerthelesse when I perceiued that I could not otherwise obtaine her, except God gaue her me (and that was a point of wisdome also to know whose gift she was) I prayed vnto the Lord, and besought him, and with my whole heart I said:",FALSE,FALSE,TRUE,,FALSE
Ecclesiasticus 11.19 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","Whereas he sayth, I haue found rest, and now will eate continually of my goods, and yet hee knoweth not what time shall come vpon him, and that hee must leaue those things to others, and die.",FALSE,FALSE,TRUE,,FALSE
2 Samuel 14.29 (AKJV),"Dauid was a man beloued of God, hee rose euery night at mid-night to praier, but how did he breake out from one sinne to other, because he did not resist the first motions of sinne?","Therefore Absalom sent for Ioab, to haue sent him to the king, but hee would not come to him: and when hee sent againe the second time, hee would not come.",FALSE,FALSE,TRUE,,FALSE
Hebrews 11.23 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","By faith; Moses when hee was borne was hid three moneths of his parents, because they saw he was a proper childe, and they not afraid of the Kings commandement.",FALSE,FALSE,TRUE,,FALSE
2 Maccabees 6.23 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","But he began to consider discreetly, and as became his age, and the excellencie of his ancient yeeres, and the honour of his gray head, whereunto hee was come, and his most honest education from a child, or rather the holy lawe made, and giuen by God: therefore hee answered accordingly, and willed them straightwaies to send him to the graue.",TRUE,FALSE,FALSE,FALSE,FALSE
Wisdom 13.1 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","Surely vaine are all men by nature, who are ignorant of God, and could not out of the good things that are seene, know him that is: neither by considering the workes, did they acknowledge the worke-master;",TRUE,FALSE,FALSE,FALSE,FALSE
1 Maccabees 13.48 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","Yea, he put all vncleannesse out of it, and placed such men there, as would keepe the Law, and made it stronger then it was before, and built therein a dwelling place for himselfe.",TRUE,FALSE,FALSE,FALSE,FALSE
2 Timothy 3.15 (ODRV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","& because from thine infancie thou hast knowen the holy Scriptures, which can instruct thee to saluation, by the faith that is in Christ IESVS.",FALSE,FALSE,TRUE,,FALSE
Wisdom 18.9 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","For the righteous children of good men did sacrifice secretly, and with one consent made a holy lawe, that the Saints should bee alike partakers of the same good and euill, the fathers now singing out the songs of praise.",FALSE,FALSE,TRUE,,FALSE
Wisdom 1.6 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","For wisedome is a louing spirit: and will not acquite a blasphemour of his words: for God is witnesse of his reines, and a true beholder of his heart, and a hearer of his tongue.",FALSE,FALSE,TRUE,,FALSE
Wisdom 15.4 (ODRV),"that names many Fathers falsly, this vrgeth manyainedly, and indeed hath no lawful Father but that outlawried pervagus terrae in the first of Iob, it selfe being vagus terrae","For mens inuention of euil art hath not brought vs into errour, nor the shadow of a picture being a labour without fruite, a shape grauen by diuerse colours,",FALSE,FALSE,TRUE,,FALSE
