verse_id,text,verse_text,label,top_k
Galatians 3.11 (Tyndale),"Hilarie vppon Mar. 8. and diuers other saye, Fayth onely iustifieth.",That no man is iustified by the lawe in the sight of God is evidet. For the iuste shall live by fayth.,FALSE,
James 2.24 (Geneva),"Hilarie vppon Mar. 8. and diuers other saye, Fayth onely iustifieth.","Ye see then howe that of workes a man is iustified, and not of faith onely.",FALSE,
Acts 23.8 (Tyndale),"Hilarie vppon Mar. 8. and diuers other saye, Fayth onely iustifieth.",For the Saduces saye that ther is no resurreccion nether angell nor sprete. But the Pharisayes graunt bothe.,FALSE,
,"Hilarie vppon Mar. 8. and diuers other saye, Fayth onely iustifieth.",No Bible verse quotation or paraphrase found,TRUE,
Galatians 3.17 (Tyndale),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,",This I saye that the lawe which beganne afterwarde beyonde. iiii.C and. xxx. yeares doth not disanull the testament that was confermed afore of God vnto Christ ward to make the promes of none effect.,FALSE,
Galatians 3.17 (Geneva),"Rom. 7. 22. 1 Ioh. 5. 2. Ma. 11. 30. Though impossible to the purpose of Iustification and legall Covenant, which requireth perfection of obedience under paine of the Curse,","And this I say, that the couenant that was confirmed afore of God in respect of Christ, the Lawe which was foure hundreth and thirtie yeeres after, can not disanull, that it shoulde make the promise of none effect.",FALSE,
1 Peter 3.4 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","But let it bee the hidde man of the heart, which consisteth in the incorruption of a meeke and quiet spirite, which is before God a thing much set by.",FALSE,
Daniel 5.14 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","Now I haue heard of thee, that the spirit of the holy gods is in thee, and that light and vnderstanding and excellent wisdome is found in thee.",FALSE,
Isaiah 61.11 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","For as the earth bringeth foorth her bud, and as the garden causeth to growe that which is sowen in it: so the Lord God will cause righteousnesse to grow and praise before all the heathen.",FALSE,
Malachi 2.15 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","And did not hee make one? yet had hee abundance of spirit: and wherefore one? because he sought a godly seede: therefore keepe your selues in your spirit, and let none trespasse against the wife of his youth.",FALSE,
Daniel 5.12 (Geneva) - 0,"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","Because a more excellent spirit, and knowledge, and vnderstanding (for hee did expound dreames, and declare hard sentences, and dissolued doubtes) were founde in him, euen in Daniel, whome the King named Belteshazzar:",FALSE,
Jeremiah 31.33 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","But this shall be the couenant that I will make with the house of Israel, After those dayes, saith the Lord, I will put my Lawe in their inward partes, and write it in their hearts, and wil be their God, and they shalbe my people.",TRUE,1-7
Jeremiah 31.33 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","But this shall be the couenant, that I will make with the house of Israel, After those dayes, saith the Lord, I will put my law in their inward parts, and write it in their hearts, and wil be their God, and they shall be my people.",TRUE,1-7
Jeremiah 31.33 (Douay-Rheims),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","But this shall be the covenant that I will make with the house of Israel, after those days, saith the Lord: I will give my law in their bowels, and I will write it in their heart: and I will be their God, and they shall be my people.",TRUE,1-7
Romans 7.22 (AKJV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","For I delight in the Lawe of God, after the inward man.",TRUE,1-7
Romans 7.22 (ODRV),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.",For I am delighted with the Law of God according to the inward man:,TRUE,1-7
Romans 7.22 (Geneva),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","For I delite in the Law of God, concerning the inner man:",TRUE,1-7
Romans 7.22 (Tyndale),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.",I delite in the lawe of God concerninge the inner man.,TRUE,1-7
Romans 7.22 (Vulgate),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.",condelector enim legi Dei secundum interiorem hominem:,TRUE,8-9
Jeremiah 31.33 (Vulgate),"So Holynesse which comes from Christ beginnes within, proceedeth from an ingraffed and implanted seede, from the feare of God in the heart, and the Law put into the inner man.","Sed hoc erit pactum quod feriam cum domo Israël post dies illos, dicit Dominus: dabo legem meam in visceribus eorum, et in corde eorum scribam eam, et ero eis in Deum, et ipsi erunt mihi in populum:",TRUE,8-9
Genesis 6.1 (AKJV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","And it came to passe, when men began to multiply on the face of the earth, and daughters were borne vnto them:",TRUE,1
Genesis 6.1 (ODRV),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","ANᴅ after that men began to be multiplied vpon the earth, & had procreation of daughters:",TRUE,2-3
Genesis 6.1 (Geneva),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","So when men began to be multiplied vpon the earth, and there were daughters borne vnto them,",TRUE,2-3
Genesis 6.1 (Vulgate),"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","Cumque cœpissent homines multiplicari super terram, et filias procreassent,",TRUE,4-5
Genesis 6.1 (Wycliffe) - 1,"Exod. 8. 24. So at first, when men began to multiplie upon the face of the earth, they defiled it,","And whanne men bigunnen to be multiplied on erthe, and hadden gendrid douytris,",TRUE,4-5
1 Corinthians 1.30 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",And vnto him partayne ye in Christ Iesu which of God is made vnto vs wysdome and also rightewesnes and saunctifyinge and redempcion.,FALSE,
1 Corinthians 5.7 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",Pourge therfore the olde leven that ye maye be newe dowe as ye are swete breed. For Christ oure esterlambe is offered vp for vs.,FALSE,
Hebrews 5.9 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",and was made parfaite and the cause of eternall saluacion vnto all them that obey him:,FALSE,
Hebrews 2.9 (Tyndale) - 1,"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",we se that it was Iesus which is crouned with glory and honour for the sofferinge of death:,FALSE,
Philippians 1.11 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",filled with the frutes of rightewesnes which frutes come by Iesus Christ vnto the glory and laude of God.,FALSE,
1 Corinthians 1.30 (AKJV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","But of him are ye in Christ Iesus, who of God is made vnto vs wisedome, and righteousnesse, and sanctification, and redemption:",TRUE,1-7
1 Corinthians 1.30 (ODRV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","And of him you are in Christ Iᴇꜱᴠꜱ, who is made vnto vs wisedom from God, & iustice, sanctification, and redemption:",TRUE,1-7
1 Corinthians 1.30 (Tyndale),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,",And vnto him partayne ye in Christ Iesu which of God is made vnto vs wysdome and also rightewesnes and saunctifyinge and redempcion.,TRUE,1-7
1 Corinthians 1.30 (Geneva),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","But ye are of him in Christ Iesus, who of God is made vnto vs wisedome and righteousnesse, and sanctification, and redemption,",TRUE,1-7
Psalms 133.2 (Geneva),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","It is like to the precious oyntment vpon the head, that runneth downe vpon the beard, euen vnto Aarons beard, which went downe on the border of his garments:",TRUE,1-7
Psalms 133.2 (AKJV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","It is like the precious oyntment vpon the head, that ranne downe vpon the beard, euen Aarons beard: that went downe to the skirts of his garments.",TRUE,1-7
Psalms 132.2 (ODRV),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","As oyntement on the head, which ranne downe vpon the beard, the beard of Aaron, which ranne downe vnto the hemme of his garment:",TRUE,1-7
1 Corinthians 1.30 (Vulgate),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","Ex ipso autem vos estis in Christo Jesu, qui factus est nobis sapientia a Deo, et justitia, et sanctificatio, et redemptio:",TRUE,8-9
Psalms 132.2 (Vulgate),"Who of god is made vnto vs wisedome, and righteousnes, and sanctificatio, and redeption And as ye whole body of Aaro became fragrat by the meanes of ye precious ointement,","Sicut unguentum in capite, quod descendit in barbam, barbam Aaron, quod descendit in oram vestimenti ejus;",TRUE,8-9
1 Timothy 5.13 (Geneva),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","And likewise also being idle they learne to goe about from house to house: yea, they are not onely ydle, but also pratlers and busibodies, speaking things which are not comely.",FALSE,
Jude 1.10 (Geneva) - 1,"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","and whatsoeuer things they know naturally, as beasts, which are without reason, in those things they corrupt them selues.",FALSE,
1 Corinthians 12.23 (Geneva),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","And vpon those members of the body, which wee thinke most vnhonest, put wee more honestie on: and our vncomely parts haue more comelinesse on.",FALSE,
Job 22.15 (Geneva),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","Hast thou marked the way of the worlde, wherein wicked men haue walked?",TRUE,1
Job 22.15 (AKJV),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :",Hast thou marked the olde way which wicked men haue troden?,TRUE,2-3
Job 22.15 (Douay-Rheims),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","Dost thou desire to keep the path of ages, which wicked men have trodden?",TRUE,2-3
Job 22.15 (Vulgate),"Secondly, wee must not liue after the fashions of this world, which are all either vaine or wicked :","Numquid semitam sæculorum custodire cupis, quam calcaverunt viri iniqui,",TRUE,4
1 Corinthians 4.12 (Tyndale) - 2,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",We are persecuted and suffer it.,FALSE,
1 Corinthians 4.12 (Geneva) - 2,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","we are persecuted, and suffer it.",FALSE,
Genesis 42.4 (Geneva) - 1,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","for he saide, Least death should befall him.",FALSE,
Hebrews 3.16 (Tyndale) - 0,"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",For some when they hearde rebelled:,FALSE,
1 Thessalonians 3.3 (Geneva),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","That no man should be moued with these afflictions: for ye your selues knowe, that we are appointed thereunto.",TRUE,1-2
Acts 14.22 (Geneva),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Confirming the disciples hearts, and exhorting them to continue in the faith, affirming that we must through many afflictions enter into the kingdome of God.",TRUE,1-2
1 Thessalonians 3.3 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",That no man should be mooued by these afflictions: for your selues know that we are appointed therunto.,TRUE,3-4
1 Thessalonians 3.3 (Tyndale),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",that no man shulde be moved in these affliccions. For ye youre selves knowe that we are even apoynted therevnto.,TRUE,3-4
1 Thessalonians 3.3 (ODRV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","that no man be moued in these tribulations: for your selues know, that we are appointed to this.",TRUE,5-10
Acts 14.22 (AKJV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","Confirming the soules of the disciples, and exhorting them to continue in the faith, aud that we must through much tribulation enter into the kingdome of God.",TRUE,5-10
Acts 14.21 (ODRV),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","confirming the hartes of the Disciples, and exhorting them to continue in the faith; and that by many tribulations we must enter into the Kingdom of God.",TRUE,5-10
Acts 14.21 (Vulgate),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;","confirmantes animas discipulorum, exhortantesque ut permanerent in fide: et quoniam per multas tribulationes oportet nos intrare in regnum Dei.",TRUE,5-10
1 Thessalonians 3.3 (Vulgate),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",ut nemo moveatur in tribulationibus istis: ipsi enim scitis quod in hoc positi sumus.,TRUE,5-10
Acts 14.22 (Tyndale),"Ouer and besides al this, we are yet further to know, that it is a lot assigned in the prouidence of God, to all them that wil liue godly in Christ Iesus, that they shoulde suffer affliction;",and strengthed the disciples soules exhortinge them to continue in the faith affyrminge that we must thorowe moche tribulacion entre into the kyngdome of God.,TRUE,5-10
Daniel 4.14 (Geneva),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","The sentence is according to the decree of the watchmen, and according to the word of the holy ones: the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Deuteronomy 31.17 (Geneva),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","Wherefore my wrath will waxe hote against them at that day, and I will forsake them, and will hide my face from them: then they shalbe consumed, and many aduersities and tribulations shall come vpon them: so then they will say, Are not these troubles come vpon me, because God is not with me?",FALSE,
Daniel 4.14 (Geneva) - 1,"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
Daniel 4.34 (Geneva),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","Now therefore I Nebuchad-nezzar prayse and extoll and magnifie the King of heauen, whose workes are all trueth, and his wayes iudgement, and those that walke in pride, he is able to abase.",FALSE,
Daniel 5.21 (Geneva) - 1,"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","they fed him with grasse like oxen, and his body was wet with the dewe of the heauen, till he knewe, that the most high God bare rule ouer the kingdome of men, and that he appointeth ouer it, whomsoeuer he pleaseth.",FALSE,
Wisdom 15.1 (ODRV),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","BVT o thou our God, art sweete, and true, patient, and disposing al thinges, in mercie.",TRUE,1-2
Wisdom 15.1 (AKJV),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","But thou O God, art gracious and true: long suffering, and in mercy ordering all things.",TRUE,1-2
Wisdom 15.1 (Vulgate),"The Almighty (saith the Wise-man) is a patient rewarder, but when his patience is often and much abused, then his great lenity is dissolued into most fearefull and bitter wrath, and the more patient hee is in suffering, the more terrible will hee bee in punishing,","Tu autem, Deus noster, suavis et verus es, patiens, et in misericordia disponens omnia.",TRUE,3
Daniel 4.14 (Geneva) - 1,"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
2 Corinthians 12.2 (Geneva),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","I know a man in Christ aboue fourteene yeeres agone, (whether he were in the body, I can not tell, or out of the body, I can not tell: God knoweth) which was taken vp into the thirde heauen.",FALSE,
Daniel 4.14 (Geneva),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","The sentence is according to the decree of the watchmen, and according to the word of the holy ones: the demaunde was answered, to the intent that liuing men may knowe, that the most High hath power ouer the kingdome of men, and giueth it to whomsoeuer he will, and appointeth ouer it the most abiect among men.",FALSE,
2 Samuel 14.14 (Geneva),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","For we must needes dye, and we are as water spilt on the ground, which cannot be gathered vp againe: neither doeth God spare any person, yet doeth he appoynt meanes, not to cast out from him, him that is expelled.",FALSE,
Matthew 16.3 (Tyndale),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:",and in the morninge ye saye to daye shalbe foule wedder and that because the skye is cloudy and reed. O ye ypocrites ye can discerne the fassion of the skye: and can ye not discerne the signes of the tymes?,FALSE,
Matthew 24.36 (AKJV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","But of that day and houre knoweth no man, no, not the Angels of heauen, but my Father onely.",TRUE,1-2
Matthew 24.36 (Geneva),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","But of that day and houre knoweth no man, no not the Angels of heauen, but my father only.",TRUE,1-2
Matthew 24.36 (Tyndale),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:",But of that daye and houre knowith no man no not the angels of heven but my father only.,TRUE,3-5
Matthew 24.36 (Wycliffe),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","But of thilke dai and our no man wote, nethir aungels of heuenes, but the fadir aloone.",TRUE,3-5
Matthew 24.36 (ODRV),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","But of that day and houre no body knoweth, neither the Angels of Heauen, but the Father alone.",TRUE,3-5
Matthew 24.36 (Vulgate),"so farre withdrawne from all creatures iust praenotio, as first no man can make prognostication of it (there is one degree,) c Of that day and howre knoweth no man, sayth Christ Iesus:","De die autem illa et hora nemo scit, neque angeli cælorum, nisi solus Pater.",TRUE,6
Exodus 36.13 (Geneva) - 1,"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?",so was it one Tabernacle.,FALSE,
Ephesians 4.5 (ODRV),"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?","One Lord, one faith, one Baptisme.",TRUE,1-3
Ephesians 4.5 (Geneva),"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?","There is one Lord, one Faith, one Baptisme,",TRUE,1-3
Ephesians 4.5 (AKJV),"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?","One Lord, one Faith, one Baptisme,",TRUE,1-3
Ephesians 4.5 (Tyndale),"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?",Let ther be but one lorde one fayth one baptism:,TRUE,4
Ephesians 4.5 (Vulgate),"I settled but One Faith, how dar'd you divide it into so many, to the destruction of Charity, division of Unity, and arming Insurrections?","Unus Dominus, una fides, unum baptisma.",TRUE,5
Hosea 8.13 (Geneva) - 1,"The Lord doth all freely, Ioh. 1.16.",but the Lord accepteth them not:,FALSE,
Romans 8.32 (AKJV) - 1,"The Lord doth all freely, Ioh. 1.16.",how shall hee not with him also freely giue vs all things?,TRUE,1
John 1.16 (AKJV),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","And of his fulnesse haue all wee receiued, and grace for grace.",TRUE,1-3
John 1.16 (ODRV),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","And of his fulnes we al haue receiued, and grace for grace.",TRUE,1-3
John 1.16 (Geneva),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","And of his fulnesse haue all we receiued, and grace for grace.",TRUE,1-3
John 1.16 (Tyndale),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:",And of his fulnes have all we receaved even (grace) for grace.,TRUE,4-6
John 1.16 (Wycliffe),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","and of the plente of hym we alle han takun, and grace for grace.",TRUE,4-6
John 1.16 (Vulgate),"And of his Fulness have all we received, and Grace for Grace; that is, for Grace's sake:","Et de plenitudine ejus nos omnes accepimus, et gratiam pro gratia:",TRUE,4-6
Psalms 119.49 (Geneva),"Psal. 119. and thy visitation hath preseru'd my Spirit,","ZAIN. Remember the promise made to thy seruant, wherein thou hast caused me to trust.",FALSE,
Job 10.12 (Geneva) - 1,"Psal. 119. and thy visitation hath preseru'd my Spirit,",and thy visitation hath preserued my spirit.,TRUE,1
Job 10.12 (AKJV),"Psal. 119. and thy visitation hath preseru'd my Spirit,","Thou hast granted me life and fauour, and thy visitation hath preserued my spirit.",TRUE,2-3
Job 10.12 (Douay-Rheims),"Psal. 119. and thy visitation hath preseru'd my Spirit,","Thou hast granted me life and mercy, and thy visitation hath preserved my spirit.",TRUE,2-3
Job 10.12 (Vulgate),"Psal. 119. and thy visitation hath preseru'd my Spirit,","Vitam et misericordiam tribuisti mihi, et visitatio tua custodivit spiritum meum.",TRUE,4
Psalms 68.14 (Geneva),it is like Elias Mantell which deuided the waters:,"When the Almightie scattered Kings in it, it was white as the snowe in Zalmon.",FALSE,
Isaiah 10.26 (Geneva) - 1,it is like Elias Mantell which deuided the waters:,"and as his staffe was vpon the Sea, so he will lift it vp after the maner of Egypt.",FALSE,
Psalms 55.21 (Geneva) - 1,it is like Elias Mantell which deuided the waters:,"his words were more gentle then oyle, yet they were swordes.",FALSE,
2 Kings 2.8 (Douay-Rheims),it is like Elias Mantell which deuided the waters:,"And Elias took his mantle and folded it together, and struck the waters, and they were divided hither and thither, and they both passed over on dry ground.",TRUE,1
2 Kings 2.8 (Vulgate),it is like Elias Mantell which deuided the waters:,"Tulitque Elias pallium suum, et involvit illud, et percussit aquas: quæ divisæ sunt in utramque partem, et transierunt ambo per siccum.",TRUE,2
2 Kings 2.8 (AKJV),it is like Elias Mantell which deuided the waters:,"And Elijah tooke his mantle, and wrapt it together, and smote the waters, and they were diuided hither and thither, so that they two went ouer on drie ground.",TRUE,3-4
2 Kings 2.8 (Geneva),it is like Elias Mantell which deuided the waters:,"Then Eliiah tooke his cloke, and wrapt it together, and smote the waters, and they were deuided hither and thither, and they twaine went ouer on the dry lande.",TRUE,3-4
Psalms 145.20 (Geneva) - 1,Heb. 12. 23. The Judge of all.,but he will destroy all the wicked.,FALSE,
Psalms 50.6 (AKJV) - 1; Psalms 50.6 (Geneva) - 1,Heb. 12. 23. The Judge of all.,for God is iudge himselfe.,TRUE,1
Psalms 49.6 (ODRV) - 1,Heb. 12. 23. The Judge of all.,because God is Iudge.,TRUE,2
Psalms 49.6 (Vulgate),Heb. 12. 23. The Judge of all.,"Et annuntiabunt cæli justitiam ejus, quoniam Deus judex est.",TRUE,3
Romans 14.10 (ODRV) - 2,Rom. 14. 10. We shall all stand before the Judgement seat of Christ:,For we shal al stand before the iudgement seat of Christ.,TRUE,1-4
Romans 14.10 (Geneva) - 2,Rom. 14. 10. We shall all stand before the Judgement seat of Christ:,for we shall all appeare before the iudgement seate of Christ.,TRUE,1-4
Romans 14.10 (AKJV) - 2,Rom. 14. 10. We shall all stand before the Judgement seat of Christ:,wee shall all stand before the Iudgement seat of Christ.,TRUE,1-4
Romans 14.10 (Tyndale) - 2,Rom. 14. 10. We shall all stand before the Judgement seat of Christ:,We shall all be brought before the iudgement seate of Christ.,TRUE,1-4
Romans 14.10 (Vulgate) - 2,Rom. 14. 10. We shall all stand before the Judgement seat of Christ:,omnes enim stabimus ante tribunal Christi.,TRUE,5
1 Peter 3.4 (Geneva),"secondly, when it is expressed in a Spirit of meekenesse:","But let it bee the hidde man of the heart, which consisteth in the incorruption of a meeke and quiet spirite, which is before God a thing much set by.",FALSE,
Galatians 6.1 (AKJV) - 1,"secondly, when it is expressed in a Spirit of meekenesse:","yee which are spirituall, restore such a one in the spirit of meeknesse, considering thy selfe least thou also be tempted.",TRUE,1
Galatians 6.1 (Geneva),"secondly, when it is expressed in a Spirit of meekenesse:","Brethren, if a man be suddenly taken in any offence, ye which are spirituall, restore such one with the spirit of meekenes, considering thy selfe, least thou also be tempted.",TRUE,2
Galatians 6.1 (Tyndale) - 1,"secondly, when it is expressed in a Spirit of meekenesse:",ye which are spirituall helpe to amende him in the sprete of meknes:,TRUE,3
