id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
B17422,None,B448,"Man's chief end to glorifie God, or, Some brief sermon notes on I Cor. 10:31 by the reverend Mr. John Bailey.","Bailey, John, 1644-1697.",Printed by Samuel Green and are to be sold by Richard Wilkins,Boston,"Bible.; N.T.; Corinthians, 1st, X, 31; Sermons.; Sermons, English; 17th century.",1689
B17273,None,A4080B,"A sermon preached to the loving society at St. Dunstans in the west; on Wednesday the 1st. of July. 1685. And published at their desire. By Thomas Aston, M.A.","Aston, Thomas, b. 1649 or 50.",printed by W Wilde for Dan Brown at the black Swan and Bible without Temple Bar and Benjamin Crayle at the Lamb in Fleetstreet,London,"Sermons, English; 17th century.",1685
B14673,None,None,"A sermon preached at Charde in the countie of Somerset, the second of March 1597 being the first day of the assises there holden.","Macey, George.",By R Bradock for R D exter and are to be soulde by Michaell Hart bookseller in the city of Exceter,Imprinted at London,"Sermons, English; 16th century.",1601
B10074,R184576,S5206,"Certain queries concerning the receiving of the sacrament preached in a sermon on Saint Luke 9. Vers. 30, 31 / by Richard Standfast.","Standfast, Richard, 1608?-1684.",Printed for Charles Allen Bookseller in Bristol,London,"Bible.; N.T.; Luke 9, 30-31; Sermons.; Sermons, English; 17th century.; Lord's Supper; Church of England; Early works to 1800.",1680
B12340,S115196,6422,"Dauids desire to go to church as it was published in two sermons in St. Maries in Oxford. The one the fift day of Nouember in the afternoone to the Vniversity 1609 the other on Christmas day following to the parishioners of that place. By Iohn Day Bachelour of Divinity, and one of the fellowes of Oriell Colledge.","Day, John, 1566-1628.",Printed by Ioseph Barnes,At Oxford,"Sermons, English; 17th century.",1612
B14661,None,None,"A case for the spectacles, or, A defence of Via tuta, the safe way, by Sir Humphrey Lynde Knight, in answer to a book written by I.R. called, A paire of spectacles, together with a treatise intituled, Stricturæ in Lyndomastygem, by way of supplement to the Knights answer, where he left off, prevented by death. And, a sermon preached at his funerall, at Cobham, Iune 14th 1636. By Daniel Featley, D.D.","Featley, Daniel, 1582-1645. aut; Lynde, Humphrey, Sir.",Printed by M P arsons for Robert Milbourne at the signe of the Vnicorne in Fleet street neere Fleet Bridge,London,"Floyd, John, 1572-1649.; Paire of spectacles for Sir Humfrey Linde to see his way withall; Controversial literature; Early works to 1800.; Catholic Church; Controversial literature; Early works to 1800.",1638
B13665,S102755,11469,"A sermon preached before his Maiestie at Dover Castle, on Tuesday the seauenth of Iune 1625. By VVilliam Fuller, B.D. His Maiesties chaplaine, then attending in ordinary. Published by commaund","Fuller, William, 1579 or 80-1659.",Printed by Edw Allde for Iohn Hodgets,London,"Sermons, English; 17th century.",1625
B16379,None,None,Lots wife A sermon preached at Paules Crosse.,"Wilkinson, Robert, Dr. in Divinity.",Imprinted by Felix Kyngston for Iohn Flasket and are to be sold at his shop in Paules churchyard at the signe of the black Beare,At London,No Keywords,1607
B10050,R184316,S4138,A description of the natural condition of being in the flesh. A sermon / preached by Nicholas Smyth ... And published at the request of some private friends for the publique good.,"Smith, Nicholas, d. 1680.",Printed by J Owsley for Rich Knowls,London,"Bible.; N.T.; Romans VIII, 8; Sermons; Early works to 1800.; Flesh and spirit antithesis (Pauline doctrine); Sermons; Early works to 1800.; Sermons, English; 17th century.",1657
B13495,S120474,10601.3,"The recompence of the righteous Being a iewell fit to be placed in euery Christians heart. Preached in a sermon at Linfield in Sussex, and published at the request of some well disposed Christians. By Humphrey Euerenden.","Everinden, Humphrey.",Printed by William Iones for Robert Bird and are to be sold at the signe of the Bible in Cheape side,London,"Sermons, English; 17th century.",1626
B12376,S109579,6590,"Heauens ioy, for a sinners repentance A sermon preached at VVhite-Hall the 4. of March, 1623. By Iohn Denison, Doctor of Diuinity, one of his Maiesties chaplaines.","Denison, John, d. 1629.",Printed by G eorge P urslowe for Iohn Budge and are to be sold at the signe of the greene Dragon in Pauls Church yard,London,"Sermons, English; 17th century.",1623
B11273,None,None,"Christus redivivus: or The first fruits of them that sleepe Deliuered in a sermon at the Temple Church in Easter tearme last, 1623.","T. S., fl. 1624.; Ailesbury, Thomas, fl. 1622-1659.",By G E ld for Leonard Becket and are to be sold at his shop neere the Temple Church,Printed at London,"Sermons, English; 17th century.",1624
B10040,R184177,S3817A,"The perfection of justification maintained against the Pharise the purity of sanctification against the stainers of it: the unquestionablenesse of a future glorification aganst the Sadduce: in severall sermons. Together with an apologeticall answer to the ministers of the new province of London in vindication of the author against their aspersions. / by John Simpson, an unworthy publisher of gospel-truths in London.","Simpson, John, 17th cent.",Printed by M Simmons for Hanna Allen and are to be sold at the Crowne in Popes head alley,London,"Sermons, English; Early works to 1800.; Sanctification; Early works to 1800.; Justification (Christian theology); Early works to 1800.",1648
B13585,S115118,11134,"The saints hope, and infalliblenes thereof. or Two sermons preached before the English companie at Middelb. about the moneth of October, 1608. Written by Mr. Iohne Forbes, at the earnest request of the hearers, and now published by them for the generall instruction and comfort of all Gods children","Forbes, John, 1568?-1634.",By Richard Schilders,Printed at Middelborough,"Sermons, English; 17th century.",1610
B15499,None,None,"Nabals arraignment: or, a Christmasse chrvle. Delivered in a sermon in the cathedrall church in Norvvich, the 9. of Ianuary, 1630. / By Tho. Reeve ...","Reeve, Tho. (Thomas), 1583 or 4-1651",Printed by Avgvstine Mathevves for Iohn Grismond and are to be sold by Edvvard Martin,London,"Sermons, English; 17th century.",1632
B13694,None,None,A sermon preached at St Maries in Oxford on Act Sunday last in the after-noone 1622. By Richard Gardiner student of Christ-Church,"Gardiner, Richard, 1591-1670.",Printed by Iohn Lichfield and Iames Short for William Davis book seller,At Oxford,"Sermons, English; 17th century.",1622
B17324,None,A4156A,"A sermon preached at the funeral of the Lady Compton, August the 4th, 1687. By Lewis Atterbury, L.L.D. and rector of Sywell, in the county of Northampton","Atterbury, Lewis, 1656-1731.",printed by R E and are to be sold by Randal Taylor near Stationers Hall,London,"Compton,; Lady, d. 1687; Early works to 1800.; Sermons, English; 17th century.; Funeral sermons; Early works to 1800.",1687
B18442,None,C275,"A sermon preach'd before the Societies for Reformation of Manners in London and Middlesex, upon Monday, Febr. 20, 1698/9 by Edmund Calamy.","Calamy, Edmund, 1671-1732.",Printed for John Lawrence,London,"Bible.; O.T.; Genesis IV, 9; Sermons.; Sermons, English; 17th century.",1699
B11957,None,None,Gods valuation of mans soule,"Capell, Moses.",Printed by W I ones for Nicolas Bourne and are to be solde at the south entrance of the Royall Exchange,London,"Bible.; N.T.; Mark VIII, 36; Sermons.; Soul; Sermons.; Sermons, English; 17th century.",1632
B15049,None,None,"Two sermons, lately preached at Langar in the valley of Belvoir. By C.O.","Odingsells, Charles, d. 1637.",Printed by W Stansby and are to be sold by Iohn Parker at the signe of the three Pidgeons in Pauls Churchyard,London,"Sermons, English; 17th century.",1620
B03501,R177630,G1616,"The mystery of faith opened up: or Some sermons concerning faith (two where of were not formerly printed.) Wherein the nature, excellency, and usefulness of that noble grace is much cleared, and the practice thereof most powerfully pressed.  Whereunto are added other three sermons, two concerning the great salvation, one of these not formerly printed, and a third concerning death. / By that pious and worthy servant of Jesus Christ, Mr. Andrew Gray, late minister of the Gospel in Glasgow. All these sermons being now carefully revised, and much corrected.","Traill, Robert, 1642-1716.; Gray, Andrew, 1633-1656.; Stirling, John, b. 1621?",Printed by Robert Sanders and are to be sold at his shop,Glasgow,"Church of Scotland; Sermons; 17th century.; Bible.; N.T.; John, 1st, III, 23; Sermons; 17th century.; Bible.; N.T.; Hebrews II, 3; Sermons; 17th century.; Bible.; O.T.; Psalms LXXXIX, 48; Sermons; 17th century.; Faith; Sermons; 17th century.; Salvation; Christianity; Sermons; 17th century.; Death; Religious aspects; Christianity; Sermons; 17th century.",1668
B04405,R180720,M2857AA,"The Christian's companion under soul-exercise : or, A sermon preached at the Hole of the Gate-rige in the parish of Bathgate and shire of Linlithgow. May 26. 1678. By Mr. John Mosman.","Mosman, John, ca. 1634-1693.",s n,Edinburgh,"Church of Scotland; Sermons; 17th century.; Bible.; O.T.; Psalms LXXVII, 1-2; Sermons; 17th century.; Christian life; Sermons; 17th century.",1678
B04329,R180491,M1472A,"Pregeth yn erbyn schism: neu, Wahaniadau yr Amseroedd hyn a Bregethwyd yn Watlington yn fir Rydychen, mewn peth cythryfwl Med. ll. 1652. / Yn ol ymddadleu cyhoeddus a fu yno rhwng Jasper Mayne ...","Mayne, Jasper, 1604-1672",Argraphedig gan Jo Streater tros Phil Chetwinde,Caer Ludd i e London,"Bible.; N.T.; Matthew XIII, 47; Sermons.; Sermons, Welsh; 17th century.",1658
B08456,R175533,B1921A,"A confutation of atheism from the structure and origin of human bodies. Part I a sermon preached at Saint Martin's in the Fields, May 2. 1692.  Being the third of the lecture founded by the Honourable Robert Boyle, Esquire / by Richard Bentley.","Stillingfleet, Edward, 1635-1699.; Boyle, Robert, 1627-1691.; Bentley, Richard, 1662-1742.",Printed for J H for H Mortlock at the Phoeniz in St Paul s Church yard,London,"Bible.; N.T.; Acts, XVII, 27; Sermons.; Christianity and atheism; Early works to 1800.; Atheism; Sermons; Early works to 1800.; Atheism; Controversial literature; Early works to 1800.; Religion and science; Early works to 1800.",1693
B00373,S94040,16858,"The publican becomming a penitent: or The picture of a penitent sinner. Deliuered in two sermons in the cittie of London: anno 1625. / By Robert Lovell, minister of Gods word, and curate of Allhallowes-Barking within the same cittie..","Lovell, Robert, curate of Allhallows, Barking.",Printed by T S for Nathanael Newbery and are to be sould at the signe of the Starre vnder St Peters Church in Cornehill and in Popes head Alley,London,"Bible.; N.T.; Luke XVIII, 13; Sermons; Early works to 1800.; Sermons, English; 17th century.",1625
B00422,S94149,17685.5,"The golden chaine of mans saluation, and the fearefull point of hardening, opened and set downe in two seuerall sermons preached before the king. / By Anthony Maxey Batchelar in Diuinitie, and chaplaine to his Majesty in ordinary ...","Maxey, Anthony, d. 1618.",Printed by G Eld for Clement Knight dwelling in Paules Church yard at the signe of the holy Lambe,London,"Bible.; N.T.; Romans VIII, 30; Sermons; Early works to 1800.; Bible.; O.T.; Exodus X, 20; Sermons; Early works to 1800.; Salvation; Sermons; Early works to 1800.; Sermons, English; 17th century.",1606
B01727,R212802,B3803A,"The servant's audit: a sermon preached at the funerals of the right worshipful Sr. Edmund Anderson baronet, in the church of Broughton in the county of Lincoln, Febr. 15. 1660. / By Edward Boteler ... now rector of Wintringham in that county ...","Boteler, Edward, d. 1670.",Printed for G Bedell T Collins and are sold at their shop,London,"Anderson, Edmund,; Sir, 1605-1661; Death and burial; Early works to 1800.; Funeral sermons; Early works to 1800.; Sermons, English; 17th century.",1662
B09126,R201892,E3221,"The armies defence, or, God guarding the camp of the saints, and the beloved city. Shewing, that all oppressions in governors, and government shall case by the appearance of God in the saints.  Whether the appearance of God in the Army, with the saints, be in contrariety or enmity to the good spirit and minde of God.  Not to rebuke an evil spirit in any, but soberly to enquire whether God doth not act with highest power in the saints, when they are at lowest weakness.  And whether it be their weakness to act in this way of povver / by William Erbery.","Erbery, William, 1604-1654.",Printed by T N for Giles Calvers at the Sign of Black spread eagle at the West End of Paris,London,"Sermons, English; 17th century.",1648
B01867,R173334,B6084A,"Gospel-worship, or, The right manner of sanctifying the name of God in general. And particularly in these three great ordinances, viz. [brace] 1. Hearing the Word, 2. receiving the Lords Supper, 3. prayer. / By Jeremiah Burroughs. At the end of the contents of this book is printed the titles of all the works of Mr. Ieremiah Burroughs, that are published by Thomas Goodwin ... [et al.]","Burroughs, Jeremiah, 1599-1646.",Printed by Peter Cole and are to be sold by John Walker at the Star in Popes head ally,London,"God; Worship and love; Sermons; Early works to 1800.; Theology, Practical; Early works to 1800.",1648
B00238,None,None,"A notable and comfortable exposition of M. Iohn Knoxes, vpon the fourth of Mathew, concerning the tentations of Christ: first had in the publique church, and then afterwards written for the comfort of certaine priuate friends, but now published in print for the benefite of all that feare God.","Knox, John, ca. 1514-1572.",Printed by Robert VValde graue for Thomas Man dwelling in Pater noster row at the signe of the Talbot,At London,"Jesus Christ; Temptation; Early works to 1800.; Bible.; N.T.; Matthew IV, 1-2; Sermons; Early works to 1800.; Sermons, English; 16th century.",1583
B06039,R183256,S807B,"A sermon preached at Great Yarmouth, June 6th. By R.S., M.A. and rector of [illegible] in the county of Norfolk.","Scamler, Robert, b. 1653 or 4.",Printed for and sold by George Rose bookseller in Norwich,London,"Bible.; N.T.; John III, 16; Sermons; 17th century.; Bible.; O.T.; Psalms XXXIV, 19; Sermons; 17th century.; Sermons, English; 17th century.",1677
B09870,R182630,R1039A,"Le vray, et le faux jubilé, en deux sermons sur ces paroles du XXV du Levitique Vers. XII ; cette année est le jubilé, elle vous sera sainte ; prêchez à Londres dans l'Eglise Angloise & Paroissiale de Sainte Benet-Sinck proche la bourse & dans une annexe de S. Martin in the Fields / par Mr. Renoult.","Renoult, Jean-Baptiste, b. ca. 1664.",Pour D Du Chemin,A Londres,"Bible.; O.T.; Leviticus, XXV, 12; Sermons.; Sermons, French; Early works to 1800.",1700
B01816,R173193,B5220A,"A sermon preached by Master Michael Bruice, in the tolbooth of Edinburgh, the immediate sabbath after he received his sentence of exile for Virginia.","Bruce, Michael, 1634 or 5-1693.",s n,Edinburgh,"Bible.; O.T.; Psalms CXL, 12-13; Sermons; 17th century.; Sermons, English; Scotland; 17th century.",1668
B08086,S125965,22526,"Apostolike obedience. Shewing the duty of subiects to pay tribute and taxes to their princes, according to the word of God, in the law and the Gospell, and the rules of religion, and cases of conscience; determined by the ancient fathers, and the best moderne divines; yea even by those neoterickes who in some other things, put too strict limits to regalitie. A sermon preached at Northampton, at the assises, for the countie, Feb. 22. 1626. / By Robert Sybthorpe Doctor in Divinity, vicar of Brackley..","Sybthorpe, Robert, d. 1662.",Printed by Miles Flesher for R M and are to be sold by Iames Bowler,London,"Bible.; N.T.; Romans XIII, 7; Sermons; Early works to 1800.; Taxation; Great Britain; Sermons; Early works to 1800.; Tithes; Great Britain; Sermons; Early works to 1800.; Sermons, English; 17th century.",1627
B00565,S94747,20015,The meane in mourning. A sermon preached at Saint Maryes Spittle in London on Tuesday in Easter weeke. 1595. / By Thomas Playfere Doctor of Diuinitie.,"Playfere, Thomas, 1561?-1609.",Printed by the Widow Orwin for Andrew Wise dwelling in Paules Church yeard at the sign of the Angel,At London,"Bible.; N.T.; Luke XXIII; Sermons.; Sermons, English; 16th century.",1596
B06797,R41169,Y71,"Two sermons concerning nature and grace. Preach'd at White-hall, April, 1699. / By E. Young, Fellow of Winchester-College ...","Young, Edward, 1641 or 2-1705.",Printed by W Bowyer for Walter Kettilby,London,"Bible.; N.T.; Mathew XXVI, 35; Sermons; Early works to 1800.; Grace (Theology); Sermons; Early works to 1800.; Covenants (Theology); Sermons; Early works to 1800.; Sermons, English; 17th century.",1700
B09542,W38384,M2521,"The believers happy change by dying as it was recommended in a sermon preached, on the occasion of the death of Capt. Thomas Daniel Esq. who was interred the day before, November 17th. 1683 / by the reverend Mr. Joshua Moodey, late pastor of the Church of Christ at Portsmouth in New-England, now gone to rest.","Moodey, Joshua, 1633?-1697.",Printed by B Green and J Allen,Boston in N E,"Daniel, Thomas; Death and burial.; Funeral sermons; Massachusetts; Early works to 1800.; Sermons, American; 17th century.",1697
B08852,R174372,C6763A,"Mount Sion, or, The priviledge and practice of the saints opened and applied by that faithful dispenser of the mysteries of Christ,  Walter Cradock.","Cradock, Walter, 1606?-1659.",Printed by M J,Cambridge,"Bible.; N. T.; Romans 8, 4-5; Sermons.; Sermons, English; 17th century.",1673
B06506,R186356,W1282C,"A well-resolved man; or, Good resolutions, & good endeavo[ur]",Anonymous,s n,S l,"Bible.; O.T.; Psalms LXXV, 9-10; Criticism, interpretation, etc.; 17th century.; Christian life; Sermons; 17th century.",1600-1699?
B03763,R188198,H953AA5,"A godly sermon of Peter's repentance, after he had denyed his lord and master Jesus Christ, as it is in his repentance, he wept bitterly for his sins. / ... by a godly pastor.","Hart, John, D.D.",Printed by B W and are to be sold by Eliz Andrews in Little Saint Bartholomews Court in West Smithfield,London,"Jesus Christ; Denial by Peter; Sermons; 17th century.; Peter,; the Apostle, Saint; Sermons; 17th century.; Bible.; N.T.; Mark XIV, 68-70; Sermons; 17th century.; Sermons, English; 17th century.",1666
B09552,R175855,M2907A,"A most learned, conscientious, and devout exercise, or, Sermon of self-denyal, (preached or) held forth the last Lord's-day of April, in the year of freedom the 1st. 1649, At Sir P.T.'s house in Lincolns-Inn-Fields / by Lieutenant-General O. Cromwell ; as it was faithfully taken in characters by Aaron Guerdo. And now published for the benefit of the New Polonian Association, and late famed ignoramus juries of this city.","Guerdon, Aaron.",s n,London,"Cromwell, Oliver, 1599-1658; Humor; Early works to 1800.; Government, Resistance to; Humor; Early works to 1800.; Great Britain; History; Civil War, 1642-1649; Humor; Early works to 1800.",1692
B09423,R180009,L2828,"Speech delivered at a visitation held in the Diocese of Clogher; sede vacante. September 27. 1671 / by D.L. ; published not only at the desire and instance of the whole clergy of that diocese, but also at the further instance of the Right Reverend Father in God, Robert, Lord Bishop of Kilmore and Ardagh, expressed in his letter thereunto prefixed.  Together with an epitaph written by his lordship, on John, Lord Bishop of Clogher, deceased.","Loftus, Dudley, 1619-1695.",Printed by Benjamin Tooke Printer to the King s Most Excellent Majesty and are to be sold by Joseph Wilde in Castle street Book seller,Dublin,Presbyterian Church; Controversial literature; Early works to 1800.; Church of Ireland; Clergy; Early works to 1800.; Covenanters; England; Controversial literature; Early works to 1800.; Visitation sermons; England; Early works to 1800.,1671
B03143,R176798,E3545A,"The reward of the wicked, preached in a sermon at Linfield in Sussex, and published at the request of some well disposed Christians. / By Humphrey Everenden.","Everinden, Humphrey.",Printed by Robert Sanders,Glasgow,"Bible.; N.T.; Matthew XXV, 46; Sermons.; Punishment; Religious aspects; Christianity; Sermons.; Sermons, English; 17th century.",1696
B02801,R174772,D2519A,"Sermon prêché dans l'eglise francoise de la Savoye, le 28me de Novemb. 1675. Jour de l'abjuration de dues persones de l'eglise romaine. / Par Richard du Maresq ...",Anonymous,Imprime par J M pour Moyse Pitt,Londres,"Sermons, French; England; 17th century; Early works to 1800.; Fast-day sermons; 17th century; Early works to 1800.",1675
B01658,R172970,B2932,"Heart-humiliation, or, Miscellany sermons preached upon some choice texts at several solemn occasions : never before printed. / By that eminent preacher of the Gospel, Mr. Hugh Binning, late minister at Gowan.","Binning, Hugh, 1627-1653.",Printed by James Glen,Edinburgh,"Church of Scotland; Sermons; 17th century.; Sermons, English; Scotland; 17th century.",1676
B01109,S124214,5876.5,A court of guard for the heart.,"Taylor, Joseph.",Printed by Aug Mathewes,London,"Bible.; O.T.; Proverbs IV, 23; Sermons; Early works to 1800.; Sermons, English; 17th century.",1626
B06642,R186602,W2797B,"A sermon, preached at Edinburgh in the Parliament-House, November 17th, 1700, before his Grace, James, Duke of Queensberry, his Majesties High Commissioner; and many of the nobility, barrons, burrows, members of the High Court of Parliament, / by David Williamson minister of the Gospel, at West-Kirk.","Williamson, David, d. 1706.",Printed by George Mosman and are to be sold at his shop in the Parliament Clos,Edinburgh,"Church of Scotland; Government; Sermons; 17th century.; Bible.; N.T.; Luke XIX, 41-42; Sermons; 17th century.; Bible.; O.T.; Isaiah I, 3; Sermons; 17th century.; Episcopacy; Sermons; 17th century.; Sermons, English; Scotland; 17th century.",1700
B09956,R223226,S807C,"Several sermons: some preached in England, and some in the island of Barbadoes in America upon several occasions. / By Robert Scamler ...","Scamler, Robert, b. 1653 or 4.",Printed by Nathaniel Thompson for the author,London,"Sermons, English; 17th century.",1685
B01853,R176250,B5888AA,"A sermon preached at the coronation of William III and Mary II, King and Queen of England, ---- France, and Ireland, defenders of the faith in the Abby-Church of Westminster, April 11, 1689 / by Gilbert Lord Bishop of Salisbury. Printed by their Majesties special command.","Burnet, Gilbert, 1643-1715.",Printed for J Starkey and Ric Chiswell at the Rose and Crown in St Paul s Church yard,London,"William; III,; King of England, 1650-1702; Coronation; Sermons.; Mary; II,; Queen of England, 1662-1694; Coronation; Sermons.; Bible.; O.T.; Samuel, 2nd, XXII, 3-4; Sermons; 17th century.; Kings and rulers; Duties; Sermons; 17th century.; Coronation sermons; 17th century.; Sermons, English; 17th century.",1689
B06496,R186331,W1208A,"A sermon preached in the High-Church of Edinburgh, at the election of the magistrats of the city. On the 2d. of Octob. 1694. / by James Webster, Minister of the Gospel.","Webster, James, 1658?-1720.",No publisher,No pubplace,"Bible.; O.T.; Psalms CI, 1-2; Sermons; 17th century.; Justice, Administration of; Sermons; 17th century.; Election sermons; Scotland; 17th century.; Edinburgh (Scotland); Politics and government; 17th century; Early works to 1800.",1694
B07998,S94783,20308,"Anti-Mortonus or An apology in defence of the Church of Rome. Against the grand imposture of Doctor Thomas Morton, Bishop of Durham. Whereto is added in the chapter XXXIII. An answere to his late sermon printed, and preached before His Maiesty in the cathedrall church of the same citty..","Price, John, 1576-1645.",English College Press Permissu Superiorum,St Omer,"Morton, Thomas, 1564-1659.; Grand imposture of the (now) Church of Rome.; Catholic Church; Apologetic works; Early works to 1800.",1640
B07428,S91261,4174.5,God wooing his church: set foorth in three godly sermons. / By William Burton preacher at Reading.,"Burton, William, d. 1616.",Printed by V S for Iohn Hardie dwelling in Paules Churchyard at the signe of the Tygers head,London,"Sermons, English; 16th century.",1596
B00228,S93378,14694.3,"Dives and Lazarus: or rather, Divellish dives: deliuered in a sermon at Pauls Crosse, by R.I. preacher of the word. ; Very necessary for these times, and purposely published for the great comfort of those that taste the bitternesse of affliction..","Johnson, Robert.",Printed by W I for Robert Bird and are to be sold at his shop in Cheap side at the signe of the Bible,London,"Bible.; N.T.; Luke XVI, 19; Sermons; Early works to 1800.; Rich man and Lazarus (Parable); Sermons; Early works to 1800.; Sermons, English; 17th century.",1623
B04981,R182680,R1123,A warning-piece to repentance presented in an assize-sermon preached in the cathedral chruch of Lincoln. Aug. 15. 1664. / By William Reresby doctor in divinity.,"Reresby, William, d. 1670.",Printed for G Bedel and T Collins at their Shop next the Middle Temple Gate in Fleet street,London,"Bible.; O.T.; Amos IV, 12; Sermons; 17th century.; Justice, Administration of; Sermons; 17th century.; Christianity and justice; Sermons; 17th century.; Assize sermons; England; 17th century.",1664
B08096,S95246,22847.7,"The great assize, or, Day of iubilee. Deliuered in foure sermons, vpon the 20. chapter of the Reuel. ver. 12.13.14.15. : Whereunto are annexed two sermons vpon the I. chapter of the Canticles, verse 6.7. / [By] Samuel Smith, minister of the work of God at Prittlewell in Essex..","Smith, Samuel, 1588-1665.",Printed by Nicholas Okes,London,"Bible.; N.T.; Revelation XX, 12-15; Sermons; Early works to 1800.; Bible.; O.T.; Song of Solomon I, 6-7; Sermons; Early works to 1800.; Judgment Day; Sermons; Early works to 1800.; Sermons, English; 17th century.",1617
B08242,R176488,A27B,"Saints duty discoursed, from 2 Pet. 3. 18. and the saints dignity handled, from Eph. chap. 1. v. 7. with directions to both, delivered from a chatecheticall dialogue by him that was, and is ...",R. A.,Printed for William Franckling and are to be sold at his shop near the Signe of the George in Norwhich,London,"Bible.; N. T.; 2 Peter III, 18; Sermons.; Bible.; O. T.; Ephesians I, 7; Sermons.; Sermons, English; 17th century.",1649
B04311,R222844,L885B,"A sermon preached on Sunday the XXVI of July, 1685. Being the day appointed for solemn thanksgiving to almighty God, for his Majesties late victory over the rebels. / Preached at Wakefield by Obadiah Lee, M.A. and vicar there.","Lee, Obadiah, 1636 or 7-1700.",Printed for and sold by Elizabeth Richardson bookseller in Wakefield,Wakefield,"Bible.; O.T.; Samuel, 2nd, XVIII, 28; Sermons; 17th century.; Monmouth's Rebellion, 1685; Sermons.; Sermons, English; 17th century.",1685
B02221,R171374,C4464,"Memento mori, or, A word in season to the healthful, sick, and dying, fit for this calamitous time. Wherein sicknesses, rage, and deaths, are frequent. In which is discoursed, 1. That the present life of man is short. 2. That death is most certain. 3. That the time and way of death is uncertain. 4. Motives to prepare for death. 5. Some things to be done in preparation for death. 6. Some antidots [sic] against the fears of death. / By a minister of the gospel.","Clark, James, 1660-1723.",Printed by the Heirs and Successors of Andrew Anderson Printer to the Kings most Excellent Majesty,Edinburgh,Church of Scotland; Sermons; 17th century.; Death; Religious aspects; Christianity; Sermons; Early works to 1800.,1699
B01083,S124208,5539,"A godly and frutefull sermon, made at Maydestone in the county of Kent the fyrst sonday in Lent, in the presence of the most reuerend father in God Thomas archbishop of Canterbury. &c. / by M. Thomas Cole scholemayster there, againste dyuers erronious opinions of the Anabaptistes and others.","Cole, Thomas, d. 1571.",by Reginalde Wolfe,Londini,"Sermons, English; 16th century.; Dissenters, Religious; England; Controversial literature; Early works to 1800.",1553
B07676,None,None,"The earths encrease. Or, a communion cup: presented to the Kings most excellent Majesty for a New-Yeeres gift. / By the reuerend Father in God, the Bishop of Landaff..","Field, Theophilus, 1574-1636.",by Miles Flesher for Nath Feild sic,Printed at London,"Bible.; O.T.; Psalms LXVII, 6; Sermons; Early works to 1800.; New Year sermons; England; Early works to 1800.; Sermons, English; 17th century.",1624
B07516,S91454,5345.7,"Sommons to doomes daie sent vnto his beloved England, as a memoriall of his deepe printed loue and loyaltie.  / By Henoch Clapham..","Clapham, Henoch.",printed by Robert Walde graue Printer to the Kings Majestie,Edinburgh,"Bible.; N.T.; Peter, 2nd, III, 10-11; Sermons; Early works to 1800.; Sermons, English; 16th century.; Judgment Day; Early works to 1800.",1595
B08550,R212809,B4129,"Cesars due and the subjects duty, or, A present for Cesar in a sermon preach't in the Minster at Yorke at the assizes there holden Aug. 3, 1663 by way of recantation of some passages in a former sermon preached in the same place and pulpit at the last assizes immediately before it / both of them by Thomas Bradley.","Bradley, Thomas, 1597-1670.",Printed by Alice Broade and are to be sold by Richard Lambert at the Minister Gates,Yorke,"Taxation; England; Early works to 1800.; Tithes; England; Early works to 1800.; Sermons, English; 17th century.",1663
B01750,R170737,B3905,"1. Crosses, 2. comforts, 3. counsels. Needfull to be considered, and carefully to be laid up in the hearts of the godly, in these boysterous broiles, and bloody times. / By M. Zacharie Boyd.","Boyd, Zacharie, 1585?-1653.",by George Anderson,Printed in Glasgow,"Christian life; Scotland; Early works to 1800.; Sermons, English; Scotland; Early works to 1800.; Great Britain; History; Civil War, 1642-1649; Early works to 1800.",1643
B02840,R171877,D2827,"The unsearchable riches of Christ, and of grace and glory in and thorow [sic] him. Diligently searched into, clearly unfolded, and comfortably holden forth, in fourteen rich gospel sermons preached on several texts, at communions, in Glasgow. / By the late pious & powerful gospel-preacher in that city, Mr. James Durham.","Durham, James, 1622-1658.",Printed by Robert Sanders one of his Majesties printers,Glasgow,Communion sermons; Scotland; Early works to 1800.; Lord's Supper; Church of Scotland; Sermons; Early works to 1800.,1685
B03891,R178967,J550A,"Now and ever; shewing, where the work of conversion is thoroughly done, it is done for ever. / By William Jemmat, preacher of the Gospel in Reading.","Jemmat, William, 1596?-1678.",Printed by L Miller for John Chandler bookseller in Reading,London,"Bible.; O.T.; Isaiah XL, 30-31; Sermons; Early works to 1800.; Salvation; Sermons; Early works to 1800.",1666
B01135,S124182,630.5,"The true Israelite, or, The sincere Christian distinguished from the hypocrite. By Master William Andrewes, late minister of the word of God.","Andrewes, William, minister of the word of God.",Printed by Richard Oulton for Ralph Mabb and are to bee sold by Charles Greene,London,"Bible.; N.T.; John I, 46-47; Sermons.; Sermons, English; 17th century.",1638
B01382,R223508,A3227,"Communion vvith God. in two sermons preach'd at Paul's: the first, Sept. 3, 1654, the second, March 25, 1655. / By Samuel Annesley L.L.D. minister of the gospel at John Evangel London.","Annesley, Samuel, 1620?-1696.",printed by Evan Tyler and are to be sold by Nathanael Web and William Grantham at the signe of the Black Bear in Pauls Church yard,London,"Bible.; O.T.; Psalms LXXIII, 25-26; Sermons; 17th century.; God; Worship and love; Sermons; 17th century.; Sermons, English; 17th century.",1655
