id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
A87570,R209182,J681CA,A ministers mite cast into the stocke of a weake memory: helpt by rules and experiments. VVith a winter night schoole tutoring discourse to generous youth.,"Jerome, Stephen, fl. 1604-1650.",Printed by T H and are to be sold by John Saywell at the Greyhound in Little Brittaine,London,"Catechisms, English; Early works to 1800.",1650
A87350,R43655,J100,"The Covenant to be the Lord's people, and to walk after the Lord signed by the meeting at Horsly-Down in Southwark.","Jacob, Joseph, 1667?-1722.",Printed for the Use of the Church,London,"Baptists; Creeds; Early works to 1800.; Baptists; Catechisms; Early works to 1800.; Dissenters, Religious; England; Early works to 1800.",1700
A81976,R21265,D357,"A catechisme containing the chief heads of Christian religion. Published, at the desire, and for the use of the Church of Christ at New-Haven. / By John Davenport, pastor. And William Hooke, teacher.","Hooke, William, 1600 or 1601-1678.; Davenport, John, 1597-1670.",Printed by John Brudenell and are to be sold by John Allen at the sign of the Sun Rising in St Pauls Church yard,London,Congregational churches; Catechisms; Early works to 1800.,1659
A93200,R208210,S3571,A short catechisme for the instruction of the inhabitants of S.M. For the better preparation of the sacrament of the Lords-Supper. The first part.,Anonymous,Printed by I F for Ralph Smith and are to be sold at the signe of the Bible in Cornhill near the Royall Exchange,London,Church of England; Catechisms; Early works to 1800.,1645
A90940,R204936,P3224,"The Presbiterian catechisme,",Anonymous,Printed for Richard Burton,London,"Presbyterianism; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1647
A91981,R208219,R196,The souldiers catechisme: composed for the Parliaments Army: consisting of two parts: wherein are chiefly taught: 1 the iustification 2 the qualification of our souldiers. Written for the incouragement and instruction of all that have taken up armes in this cause of God and his people; especially the common souldiers. Imprimatur. Ja. Cranford.,"Ram, Robert, d. 1657.",Printed for J Wright in the Old Baily,London,"England and Wales.; Army; Prayer-books and devotions; Early works to 1800.; Puritans; Catechisms; Early works to 1800.; Great Britain; History; Civil War, 1642-1649; Early works to 1800.",1644
A91798,R42602,R1415,"A true catechisme concerning the word of God and the power of it,  which is quick and lively in the heart the manner of its working by dividing and setting before the creature good and evil ... :  also several questions answered by the experimental working of the spirit ... / written by one who is brought into the true Christian faith, and for the testimony of the same faith hath been cast into prison ... and scornfully called Quaker, whose name is Thomas Richardson.","Richardson, Thomas.",s n,London,"Catechisms; Society of Friends.; Theology, Doctrinal; Society of Friends.",1664
A90874,R181966,P3000,"A choice jewel for children, or, A firm and easie foundation laid for reading of the sacred scriptures; with the shorter catechism (appointed by the General Assembly) in syllables, whereby such may attain to true spelling, and the ready reading of the catechism, and scripture, or any Latine or English book, comprehended in few lessons, never extant before. / by James Porterfield ...","Porterfield, James.",Printed by John Reid at his printing house in Bell s Wynd,Edinburgh,"Readers; Bible.; Religious education; Early works to 1800.; Catechisms, English.",1694
A91927,R210078,R1795,"Collections, or brief notes gathered out of Mr Daniel Rogers's practical catechism for private use : and how hereby communicated to som private friends, towards the building of them up in their holie faith. / By R.P.","D. R. (Daniel Rogers), 1573-1652.; R. P.",s n,London,"Catechisms, English; Early works to 1800.",1648
A91948,R209369,R1853,"A faithfull friend true to the soul or The soules self-examination, preparing it self for the great triall of life or death eternall in the other world, in 86. quæries. Whereunto is added, the Christian jewell of faith, or the ready way to beleeve and be saved. By Timothy Rogers, minister of the church at Chappell in Essex.","Rogers, Timothy, 1598-1650?.",Printed for E Brewster and G Sawbridge at the Bible on Ludgate Hill,London,"Catechisms, English; Early works to 1800.; Soul; Early works to 1800.",1653
A90899,R209110,P3092,"Saving faith set forth in three dialogues or Conferences: 1 2 3 between Christ and a publican. Pharisee. Doubting beleever. Whereunto is added tvvo sermons one of them preached before the Parliament the other before the Lord Mayor of the City of London. By Vavasor Powell, minister of the Gospell.","Powell, Vavasor, 1617-1670.",Printed by Robert Ibbitson for Livewell Chapman at the Crown in Popes head Alley,London,"Faith; Early works to 1800.; Christian life; Early works to 1800.; Catechetics; Early works to 1800.; Catechisms, English; Early works to 1800.",1651
A91456,R210657,P518,The Parliaments nevv and perfect catechisme. Fit and necessary to be known and practised by every old Christian and loyall subiect.,Anonymous,s n,London,"England and Wales.; Parliament; Humor; Early works to 1800.; Catechisms, English; Humor; Early works to 1800.; Great Britain; Politics and government; 1642-1649; Humor; Early works to 1800.",1647
A97378,None,B2275,The Holy Bible containing the Old Testament and the New / newly translated out of the original tongues and with the former translations diligently compared and revised by His Majesties speciall command ; appointed to be read in churches.,Anonymous,Printed by John Field,Cambridge England,No Keywords,1668
A94236,R229797,S818,"Doctrine and instructions: or, A catechism Touchign [sic], many the most weighty points of divinity, viz. The original of the scriptures, the nature of God, man's capacity of eternal rewards, his past happiness, present misery in himself, the all-sufficiency of Christ, the sweetness of providence, terms of salvation, way and causes of justification, faiths influence, sincerity of obedience, natures weakness, its renovation, the moment hereof, the improvement, of the Word, infants in covenant, greatly advantaged thereby, to be baptized, right participation of the Lords Supper, helps for prayer, Heavens bliss, Hell's woe, judgments terror, and preparation for it. By Stephen Scandrett Minister of the Gospel in [...]hil.","Scandrett, Stephen, 1631?-1706.",printed for Thomas Parkhust at the Three Miles and Crown near M ercers Chappel,London,"Catechisms, English; Early works to 1800.; Salvation; Early works to 1800.; Theology, Doctrinal; History; 17th century; Early works to 1800.",1674
A95360,R185778,T3252B,An abridgement of Christian doctrine: with proofs of Scripture for points controverted. : Catechistically explained by way of question and answer.,"Turberville, Henry, d. 1678.",s n,Printed at Dovvay i e Douai,"Catholic Church; Catechisms.; Catechisms, English; Early works to 1800.",1648
A91721,R200387,R121,"The Racovian catechisme vvherein you have the substance of the confession of those churches, which in the kingdom of Poland, and great dukedome of Lithuania, and other provinces appertaining to that kingdom, do affirm, that no other save the Father of our Lord Jesus Christ, is that one God of Israel, and that the man Jesus of Nazareth, who was born of the Virgin, and no other besides, or before him, is the onely begotten Sonne of God.","Socinus, Faustus, 1539-1604.; Smalcius, Valentin, 1572-1622.",for Brooer Janz,Printed at Amsterledam sic,"Jesus Christ; Divinity; Early works to 1800.; Socinianism; Early works to 1800.; Catechisms, Polish; Early works to 1800.; Catechisms, Lithuanian; Early works to 1800.; Antitrinitarianism; Early works to 1800.",1652
A93203,None,S3575,"A short catechisme, or The examination of communicants concerning their knowledge before they be admitted to the sacrament of the Lords Supper, being according to the rules in the ordinance of Parliament, (Octob. 20. 1645.) the heads whereof are these: viz. 1. Concerning God. 2. Concerning man. 3. Concerning the mediatour. 4. Concerning the application of Christ and his benefits by faith, and what faith is. 5. Concerning those who do truly repent. 6. Concerning a godly life. 7. Concerning the sacraments, and more fully concerning the Lords Supper. 8. Concerning the state of men and women after death. With an appendix containing some questions and answers for the further unfolding the doctrine of the sacraments. It is desired that the Scripture-proofs be perfectly learned.",Anonymous,Printed for William Ley and are to be sold at his shop at Pauls Chaine,London,"Catechisms, English; Early works to 1800.",1647
A91930,R208235,R1801,"The chiefe grounds of Christian religion, set down by way of catechizing. Gathered long since for the use of an honourable family. By Ezekiel Rogers, minister of Gods word, sometime of Rowly in York-shire, now in New-England.","Rogers, Ezekiel, 1584?-1661.",Printed by I L for Christopher Meredith at the sign of the Crane in Pauls Church yard,London,"Catechisms, English; Early works to 1800.",1648
A93198,R209759,S3569,"A Short catechisme for all the Kings Majesties loyal subjects, fitting to be used by all families, within this kingdome of England. Together with divers papers for the preservation of his majesty King Charles the Second.",Anonymous,Printed for William Gilbertson,London,"Charles; II,; King of England, 1630-1685; Early works to 1800.; Prayer; Church of England; Early works to 1800.; Catechisms, English; Early works to 1800.",1660
A91457,R208233,P519,"The Parliaments new and perfect catechism, fit and necessary to be known and practised by every old Christian and loyall subject.",Anonymous,s n,London,"England and Wales.; Parliament; Humor; Early works to 1800.; Catechisms, English; Humor; Early works to 1800.",1647
A94138,R203688,S6224,"The soldiers catechisme, composed for the King's Armie; wherein his 1 cause is justified, and his enemies condemned. 2 Soldier is instructed, and the rebell reclaimed. Written for the incouragement and direction of all that have taken up armes in this cause of God, his Church, and his annointed; especially the common soldiers. By T.S.","Swadlin, Thomas, 1600-1670.",Printed by Henry Hall,Oxford,"Ram, Robert, d. 1657.; Souldiers catechisme: composed for the Parliaments Army.; Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1645
A77888,R209786,B575,"A treatise of divine meditation, by that faithful servant of Jesus Christ Mr. John Ball, late minister of the Gospel at Whitmore in Staffordshire. Published by Simeon Ashe, preacher of the Gospel at Austins, London.","Ball, John, 1585-1640.",Printed for H Mortlock at the Phœnix in St Pauls Church yard neer the little North door,London,"Catechisms, English; Early works to 1800.; Meditations; Early works to 1800.",1660
A79509,R173832,C3874A,"The childs book and youths book in two parts. : The first teaching an easie and delightful way to read true English ... : The second containing a method for spelling, a catechism, a confession of faith, a copy book, a perpetual almanack ....",S. T.,Printed by E T and R H for R Royston,London,"Church of England; Prayer-books and devotions; Early works to 1800.; Children's literature, English; Early works to 1800.; Readers (Primary); Early works to 1800.; Catechisms, English; Early works to 1800.",1672
A73805,S125308,6690,"Mr. Edward Dering, his godly priuate prayers for Christian families Whereunto is annexed, his briefe and necessary catechisme for housholders.","Cooper, Thomas, fl. 1626.; Dering, Edward, 1540?-1576.",printed by Isaac Iaggard,London,"Catechisms, English; Early works to 1800.; Prayers; Early works to 1800.",1624
A74720,R210170,None,"A catechisme for souldiers; to save soules and prevent blood shewing the termes upon which the profession of a souldier may be undertaken, and the rules and directions whereby it is to be managed: and the great guilt of sinne and danger of judgment that hangs over those that undertake it in an unrighteous way.",Anonymous,Printed by T M for Edward Thomas at the Adam and Eve in Little Britaine,London,"Catechisms, English; Early works to 1800.",1659
A72313,S124864,13399.5,"The doctrine of the beginning of Christ Short for memorie, plaine for capacity, deliuered almost in the expresse words of the text, for the more authority. By Samuell Hieron, minister of the Gospel.","Hieron, Samuel, 1576?-1617.",for Samuel Macham and Mat Cooke and are to be sold at their shop in Paules Churchyard at the signe of the Tygers head,Imprinted at London,"Catechisms, English; Early works to 1800.",1606
A79564,R229600,C3993A,"The church catechism, analysed, explained, and improved The first part. Wherein, I. The text is set down whole, and entire. II. It is broken into questions, and answers in the very words of the catechism. III. The terms of it are explained, and such short questions and answers added, as are occasioned by it, and seem needful to the discovery of its true meaning, and use. At the end is added matter, and direction for all acts of devotion for morning and evening, mostly in the words of the catechism. The whole accomodated to the capacity, and use of them, that are yet to learn it, and recommend to the rich, to bestow among the poor.",Anonymous,printed for Robert Gifford,London,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1683
A78399,R204935,C1568,"The Cavaliers catechisme, and confession of his faith, consisting in foure principall heads, viz. 1. His duty towards God, and confession of the holy Trinity 2. His duty towards his King, and superiours, spirituall and temporall. 3. His duty to his neighbour in generall. 4. His duty to and opinion of the Sacraments. All familiarly explained (by way of question and answer) betweene a zealous minister of the Gospell, and a gentleman who had serv'd his Majesty in the late unhappy warre, being very usefull for all sorts of people to practise.",Anonymous,Printed for Richard Burton,London,"Catechisms, English; Early works to 1800.; Royalists; England; Religious life; Early works to 1800.",1647
A79651,R173968,C4094cA,"A collection of articles, injunctions, canons, orders, ordinances and consitutions ecclesiastical, with other publick records of the Church of England chiefly in the times of K. Edward VI. Q. Elizabeth, [double brace] K. James, & K. Charles I. Published to vindicate the Church of England, and to promote uniformity and peace in the same. : With a learned preface by Anthony Sparrow, D.D. Lord Bishop of Norwich.","England and Wales. Laws, etc.; Church of England.; Sparrow, Anthony, 1612-1685.",Printed for Robert Pawlet at the Bible in Chancery Lane near Fleet street,London,Church of England; Government.; Church of England; Catechisms.; Church of England; Creeds.; Ecclesiastical law; Great Britain.,1671
A77379,R173262,B4483C,"A Catechisme for communicants. Set forth for the benefit of the willing to be well prepared for the receiving of that great mystery of the Lords Supper. / By A wel-willer [sic] unto all the children and servants in this great citie, and the suburbs, but most especially those of the parish of Dunstans East, London.","Bridges, Walter.",Printed by R C for Andrew Crook at the Green Dragon in Pauls Churchyard,London,"Catechisms, English; Early works to 1800.; Lord's Supper.",1645
A76705,R209511,B2882,"A twofold catechism: the one simply called A Scripture-catechism; the other, A brief Scripture-catechism for children. Wherein the chiefest points of the Christian religion, being question-wise proposed, resolve themselves by pertinent answers taken word for word out of the Scripture, without either consequences or comments. Composed for their sakes that would fain be meer Christians, and not of this or that sect, inasmuch as all the sects of Christians, by what names soever distinguished, have either more or less departed from the simplicity and truth of the Scripture. By John Biddle, Master of Arts of the University of Oxford.","Biddle, John, 1615-1662.",Printed by J Cottrel for Ri Moone at the seven stars in Paul s Church yard neer the great north door,London,"Catechisms, English; Early works to 1800.",1654
A78925,R14257,C25,"A new catechisme commanded to be set forth, for the instruction of all those, who still affect a reading ministry, and the Common-prayer; but remaineth opposite to the true Directory of Christ. Wherein is contained, sixe remarkable branches of the Church of England, viz. the great vow in Baptisme, the Creed, the Lords Prayer, and the Ten Commandements, &c. By a reverend divine.",Reverend divine.,Printed by B Alsop dwelling in Grub street neer Cripple Gate,London,"Church of England; Catechisms; Early works to 1800.; Directory for the publique worship of God throughout the three kingdoms of England, Scotland, and Ireland; Early works to 1800.; Catechisms, English; Early works to 1800.",1647
A76150,R175511,B1208A,"Catholick terms of communion for a particular church: or, The sum of religion: Being a form of sound words, whereby the baptismal covenant may be renew'd by catechumens when they pass from infant to adult church membership. / By Mr. Baxter, and the Worcester-Shire ministers.","Baxter, Richard, 1615-1691.",s n,S l,"Apostles' Creed; Early works to 1800.; Catechisms, English.",1653
A75970,R208988,A773,"The Agreement of divers ministers of Christ in the county of Worcester, and some adjacent parts, for catechizing or personal instructing all in their parishes, that will consent thereunto. Containing I. The articles of our agreement. II. An exhortation to the people to submit to this necessary work. III. The profession of faith, and catechism, which we desire them first to learn.",Anonymous,Printed by R W for Nevil Simmons bookseller at Kidderminster and are to be sold there by him and at London by William Roybould at the Vnicorn in Pauls Church yard,London,"Pastoral theology; Early works to 1800.; Catechisms, English; Early works to 1800.",1656
A74999,R204009,A107A,"An Abridgment of the late reverend assemblies Shorter Catechism, fitted for the use of the weakest capacities and memories",Anonymous,s n,London,"Catechisms, English; 17th century.; Theology, Doctrinal; Early works to 1800.",1662
A79649,R211415,C4093A,"A collection of articles injunctions, canons, orders, ordinances, and constitutions ecclesiastical with other publick records of the Church of England; chiefly in the times of K. Edward. VIth. Q. Elizabeth. and K. James. Published to vindicate the Church of England and to promote uniformity and peace in the same. And humbly presented to the Convocation.","Church of England.; Hollar, Wenceslaus, 1607-1677, engraver.; Sparrow, Anthony, 1612-1685.",printed by R Norton for Timothy Garthwait at the little north doore of St Pauls Church,London,Church of England; History; Sources; Early works to 1800.; Church of England; Government; Early works to 1800.; Church of England; Catechisms; Early works to 1800.; Church of England; Creeds; Early works to 1800.; Church of England; Liturgy; Early works to 1800.; Church of England; Customs and practices; Early works to 1800.; Ecclesiastical law; England; Early works to 1800.,1661
A73038,S124489,20.7,"[The A B C with the catechism that is to saie, the instruction ... to be learned of euerie childe.]",Anonymous,printed by Thomas Purfoot for th assignes of Richard Day Cum priuilegio Regiæ Maiestatis Forbidding all other to print this catechisme,London,"Alphabets; Early works to 1800.; Catechisms, English; Early works to 1800.; Conduct of life; Early works to 1900.",1601
A72530,S123497,15363.3,"A plaine and profitable catechisme with certaine prayers adioyned, meete for parents and housholders to teach their children and seruants.","Leech, James, fl. 1605.; More, John, d. 1592.",Printed by Iohn Legat printer to the Vniversitie of Cambridge,Cambridge,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.; Theology, Doctrinal; Early works to 1800.",1605
A70239,None,H2196,"Index Biblicus: or An exact concordance to the Holy Bible, according to the last translation. Whereunto are added The marginal readings, with the acceptations and various significantions of the principal words contained in the Holy Scriptures of the Old & New Testaments. / Composed in a new and most comprehensive method, and adorned with divers significant and pregnant scripture-phrases.  By John Jackson, minister of the Gospel at Moulsea in Surrey.","Jackson, John, minister of the Gospel at Moulsea in Surrey.",Printed by John Field Printer to the University,Cambridge,"Bible; Concordances, English; Early works to 1800.",1668
A75818,R204927,A4255,"The Parliaments rules and directions concerning sacramentall knowledge contained in an ordinance of the Lords and Commons of the 20th of October 1645. Drawn into questions and answers: (which answers in the bigger character are the ordinance it self in the words of it.) With an addition of Scripture-proofs: and some brief directions for self-examination. By Robert Austin, D.D. For the use of the place where he himself is pastour; and the benefit of such other people, as stand in need of the like help.","England and Wales. Parliament.; Austin, Robert, b. 1592 or 3.",Printed by J M for John Bellamie and are to be sold at his shop at the three golden Lyons neer the Royall Exchange,London,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.; Great Britain; Church history; 17th century; Early works to 1800.",1647
A75820,R208239,A4258,"A practicall catechisme of purpose framed for the help of such as desire to enjoy more sweet and intimate soul-communion with Jesus Christ in that sacred ordinance of his own Supper. Begun at Newport-Pagnel in Buckinghamshire, revived at Luton in Bedfordshore, and now perfected at Queen Hithe in London. By Samuel Austin, an unworthy minister of the Gospell of Jesus Christ.","Austin, Samuel, Minister of St. Michael's Queenhithe.",Printed for Tho Vnderhill at the sign of the Bible in Woodstreet,London,"Catechisms, English; Early works to 1800.",1647
A77018,W1593,B3587,"The sincere milk of the Word, for the children of Barmuda [sic]. In a short and plain catechism. By Mr. Sampson Bond, late Minister of that island. [Two lines from Psalms]","Bond, Samson.",Printed by B Green J Allen,Boston,"Catechisms, English; Early works to 1800.",1699
A77833,R204940,B5612,"A catechisme of the severall heads of Christian religion, gathered together in question and answer, it being intended onely for private use, but now published for the good and benefit of others, by the importunitie of some friends. By Dorothy Burch, living at Stroud in Kent.","Burch, Dorothy.",Printed by Matthew Simmons for John Hancock in Popes head Alley,London,"Catechisms, English; Early works to 1800.",1646
A76964,R210346,B344,"A plaine & profitable catechisme whereunto is added a sermon preached upon Exod.23.2. / By that reverend and judicious divine Mr James Bacon, late minister of Burgate in Suffolke. Now first published by his son in law H.W.","Bacon, James, minister of Burgate, Suffolk.; Perkins, William, 1558-1602.",Printed by W Hall for R Davis,Oxford,"Bible.; O.T.; Exodus XXIII, 2; Sermons.; Catechisms, English; Early works to 1800.; Sermons, English; 17th century.",1660
A74916,None,None,"The confession of faith, together with the larger and lesser catechismes. Composed by the reverend Assembly of Divines, sitting at Westminster, presented to both Houses of Parliament. Again published with the Scriptures at large, and the emphasis of the Scriptures in a different character. To which is annexed two sheets of Church-government with the Scriptures at large.",Anonymous,Printed by E M for the Company of Stationers and are to be sold by John Rothwel at the Fountain in Cheapside,London,"Presbyterian Church; Creeds.; Presbyterian Church; Catechisms.; Presbyterian Church; Government.; Theology, Doctrinal.",1658
A74660,R209510,None,"A catechisme to be learned for the training up of youth and others, in the grounds of Christian religion.",Anonymous,Printed by Robert Ibbitson,London,"Catechisms, English; Early works to 1800.",1653
A79559,R230947,C3986B,"The Christians daily monitor to the performance of personal and relative duties With a resolution of some cases of conscience. Published for the benefit of young persons; By Joseph Church. Together with so much of Mr. Samuel Hierons catechisme, as concerns second table duties.","Church, Josiah.",printed for Tho Parkhurst at the sign of the Bible upon London Bridge,London,"Catechisms, English; Early works to 1800.; Duty; Early works to 1800.",1669
A77835,R209237,B5614,"The marrovv of divinity Wherein the weakest Christian may be informed in the whole body of gospel-truths. By George Burches batchelor in divinity; rector of Woodchurch, within the county of Cheshire; and sometimes minister of St. Johns Church in Chester.","Burches, George, d. 1658.",Printed for Marmaduke Boat and are to be sold neer Pauls Wharfe at the White Lyon,London,"Catechisms, English; Early works to 1800.; Religion; Early works to 1800.; Christianity; Essence, genius, nature; Early works to 1800.",1649
A75062,R42630,A142B,"An Abstract of the Scripture-catechism accommodated by the author, to the use of children and ignorant people / newly corrected by the author himself.",Anonymous,s n,S l,"Church of England; Catechisms.; Catechisms, English.",1675
A75934,R229746,A69aA,"Milk for babes; or, A mothers catechism for her children Wherein chief saving principles of Christian religion, through the body of it, fit first to inform children in; are 1. propounded. 2. expounded.  3. applied. The sum of which is set down in the following pages; together with the questions and answers which are the grounds of the catechism. Whereunto also annexed, three sermons; preached at Andrews Holborn at a publike fast, and at Covent-Garden, upon severall occasions. By Robert Abbot preacher of Gods word at Southwick in Hantshire.","Abbot, Robert, 1588?-1662?",printed by John Legate for Philemon Stephens dwelling in Pauls Church yard at the signe of the gilded Lyon,London,"Catechisms, English; Early works to 1800.; Sermons, English; 17th century.",1646
A63003,R21684,T1970,"An explication of the Decalogue or Ten Commandments, with reference to the catechism of the Church of England to which are premised by way of introduction several general discourses concerning God's both natural and positive laws / by Gabriel Towerson ...","Towerson, Gabriel, 1635?-1697. Introduction to the explication of the following commandments.; Towerson, Gabriel, 1635?-1697.",Printed by J Macock for John Martyn,London,Church of England; Catechisms.; Ten commandments.,1676
A69076,S107471,4707.7,"A treatise of Christian religion. Or, the whole bodie and substance of diunintie. By T.C.","Bradshaw, William, 1571-1618.; Cartwright, Thomas, 1535-1603.",Imprinted by Felix Kyngston for Thomas Man,At London,"Catechisms, English.",1616
A61138,R213986,S49AA,"The Christian doctrine: or, A short catechism Briefly shewing how to become a Christian: how to continue a Christian. Divided into ten heads, for the ease of memory. Approved by sundry elders of the baptized churches.",J. S.,printed for Francis Smith at the Elephant and Castle in Cornhil near the Royal Exchange,London,"Catechisms, English; Early works to 1800.",1678
A69066,S107545,4571.5,"A summe of Christian doctrine: composed in Latin, by the R. Father P. Canisius, of the Society of Iesus. With an appendix of the fall of man & iustification, according to the doctrine of the Councel of Trent. Newly translated into Englishe. To which is adioined the explication of certaine questions not handled at large in the booke as shall appeare in the table","Garnet, Henry, 1555-1606.; Canisius, Petrus, Saint, 1521-1597.",Printed by Henry Garnet s first press,London,Catholic Church; Catechisms; English.,1592
A60088,R214772,S3612,Short principles of religion,Anonymous,printed by T B for Samuel Enderby and are to be sold at his shop at the signe of the Star in Popes head Alley,London,"Catechisms, English; Early works to 1800.; Theology, Doctrinal; Early works to 1800.",1644
A64969,R25704,V418,"The principles of the doctrine of Christ, or, A catechism in which is contained the sum of the Christian religion, or what is necessary to be believed and done in order to salvation, the answers being but seventeen in number, and in very plain words easie to be understood : unto which is added A catechism for conscience, wherein the consciences of the ignorant, the grosly profane, the young, the meerely mortal, and the hypocrites are examined in order to their instruction and awakening, and the consciences of the sincere Christians are tried in order to their peace and comfort / by Nathanael Vincent.","Vincent, Nathanael, 1639?-1697. A catechism for conscience.; Vincent, Nathanael, 1639?-1697.",Printed for Tho Parkhurst,London,Church of England; Catechisms.,1691
A60044,R34240,S3548,A Short and plain catechism instructing a learner of Christian religion what he is to believe and what to practice,Anonymous,Printed for Francis Tyton,London,"Catechisms.; Theology, Practical.",1668
A67627,R218419,W881,"A box of spikenard: or A little manual of sacramental instruction and devotion especially, helpful to the people of God, at and about the time of receiving the Lords Supper. With some other formes expedient for some peculiar occasions. The third edition, by Thomas Walmestry, Dean of Worcester.","Warmstry, Thomas, 1610-1665.",printed by T Mabb for William Sheares at the Bible in Bedford street,London,"Prayer; Church of England; Early works to 1800.; Catechisms, English; Early works to 1800.; Lord's Supper; Prayer-books and devotions; English; Early works to 1800.",1660
A60312,R221499,S3909A,"A new catichisme for ever: or, The mite of a minister Cast into a catechisme, for the preparation of his people, before they receive the supper of the Lord. By Joshuah Siston, minister at Grauby, in the vale of Bever.","Siston, Joshua, b. 1603 or 4.",printed for Francis Coles at the signe of the Half bowle in the Old Baily,London,"Catechisms, English; Early works to 1800.; Christian life; Early works to 1800.",1650
A64552,R27538,T967A,"Milke for children, or, A plain and easie method teaching to read and write together with briefe instructions for all sorts of people ... : as also an appendix of prayer / by Lambrocke Thomas.","Thomas, Lambrocke.",Printed for N Brooks,London,"Catechetics; Church of England.; Catechisms, English.; Reading (Elementary); Early works to 1800.",1654
A69010,S106002,3961,"Institutions of Christian religion framed out of Gods word, and the writings of the best diuines, methodically handled by questions and answers, fit for all such as desire to know, or practise the will of God. Written in Latin by William Bucanus Professor of Diuinitie in the Vniuersitie of Lausanna. And published in English by Robert Hill, Bachelor in Diuinitie, and Fellow of Saint Iohns Colledge in Cambridge, for the benefit of our English nation, to which is added in the end the practise of papists against Protestant princes.","Bucanus, Guillaume.",By George Snowdon and Leonell Snowdon and R Field,Printed at London,"Catechisms, English.",1606
A63233,R25824,T2272A,"A Tried method of catechising being an abstract of the Bishop of Corke's Shorter notes on the church-catechism : with the Scripture-proofs of them as far as necessary, and directions for the use of the abstract to advantage.","Rosse, E. Corke.",Printed for Benj Tooke,London,"Bible; Examinations, questions, etc.; Catechisms, English.",1698
A63006,R220158,T1971A,"Of the sacrament of baptism, in pursuance of an explication of the catechism of the Church of England. By Gabriel Towerson, D.D. and rector of Welwynne in Hartfordshire","Towerson, Gabriel, 1635?-1697.",printed for Richard Chiswell at the Rose and Crown in S Paul s Church Yard,London,Church of England; Catechisms; Early works to 1800.; Church of England; Doctrines; Early works to 1800.; Baptism; Anglican Communion; Early works to 1800.,1687
A61652,R34619,S5700,"A scriptural catechism useful for all sorts of persons, both sure as desired to teach their families and such as desire to learn the principles of the Christian religion out of the Holy Scriptures / by Owen Stockton ...","Stockton, Owen, 1630-1680.",Printed for H Brome,London,"Bible; Examinations, questions, etc.; Catechisms, English; Early works to 1800.; Theology, Doctrinal.",1672
A66375,R219553,W2685,"A brief exposition of the church-catechism, with proofs from Scripture","Williams, John, 1636?-1709.; Church of England.",printed by R Roberts for the author,London,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1689
A68393,S109631,16561,"The forme of prayers and ministration of the sacraments, &c. vsed in the Englishe Congregation at Geneua and approued, by the famous and godly learned man, Iohn Caluyn.","Calvin, Jean, 1509-1564. Instruction et confession de foy. English.; English Church (Geneva, Switzerland)",By Iohn Crespin,Imprinted at Geneua,"Prayers; Early works to 1800.; Catechisms, English; Early works to 1800.",1556
A63860,R28895,T3257,"A manuel of controversies clearly demonstrating the truth of Catholique religion by texts of Holy Scripture, councils of all ages, Fathers of the first 500 yeers, common sense and reason, and fully answering the principal objections of Protestants and all other sectaries / by H.T.","Turberville, Henry, d. 1678.",by Laurence Kellam,At Doway,Catholic Church; Doctrines.; Catholic Church; Catechisms.,1654
A69075,S118584,4707.5,"Christian religion: substantially, methodicalli[e,] [pla]inlie, and profitablie treatised","Cartwright, Thomas, 1535-1603.",Printed by Felix Kingston for Thomas Man,London,"Catechisms, English.",1611
A64231,R222427,T544B,"A practical and short exposition of the catechism of the Church of England by way of question and answer. Wherein the divine authority and reasonableness of every question and answer, every doctrin and practice in it recommended, are evidenced and improved against most contemners of it and dissenters from it. With that moderation and plainness that it may engage all to adhere to, and especially may instruct children in the true Protestant religion of the Church of England. Humbly offered for the good of schools and youth. By Nathanael Taylor, M.A.","Taylor, Nathanael, d. 1702.",Printed by Fr Clark for Richard Butler next door to the Lamb and Three Bowls in Barbican,London,"Church of England; Catechisms; Early works to 1800.; Catechisms, English; Early works to 1800.",1683
A41149,R40217,F718B,"So short a catechisme, that whosoever cannot, or will not learn, are not in any wise to be admitted to the Lords Supper Edward Fenton.","Fenton, Edward.",Printed for R Eeles,London,"Church of England; Catechisms.; Catechisms, English.",1662
A44351,R32035,H2650,Heavens treasvry opened in a fruitfull exposition of the Lord's Prayer together with the principal grounds of Christian religion briefly unfolded / by Tho. Hooker.,"Hooker, Thomas, 1586-1647.",Printed for R Dawlman,London,"Lord's prayer; Early works to 1800.; Catechisms, English; Early works to 1800.; Christianity; Essence, genius, nature.",1645
