tcp_id,id,page,p_idx,s_idx,text
A19277,154,23,1,52,"And he vseth heereto (as his finger to forme vs anewe) his worde & his spirite, & both from him selfe: that he might haue the whole glorie of our life."
A19277,155,23,1,53,"Embrace then this holy meanes, come to ye word, there is his spirit."
A19277,156,23,1,54,"If thou be his he will drawe thée to it, lighten thée by them, & raise thée from this spirituall death, as the Apostle hath saide, (NOTE_23:1_18) If the spirite of him that raised vp Iesus from the deade dwell in you, hee that raised vp Christ from the deade, shall also quicken your mortall bodies, because that his spirite (PB_33) dwelleth in you."
A19277,157,23,1,55,"Nowe what this resurrection is, the Apostle doth tel vs: namely, newnesse of life, saying: (NOTE_23:1_19) We are buried then with Christ by baptisme into his death, that like as Christ was raised from the dead by ye glorie of the father: so wee should walke in newnesse of life."
A19277,158,23,1,56,"This is then ye first resurrection: namely, newnes of life."
A19277,159,23,1,57,There must be life (beloued) as well in the spirite as in the bodie.
A19277,160,23,1,58,"Manie men séeme to liue, & to doe the works of life, but not in the spirite, but in the body: to serue their turn, to answere the law, to obserue the time, but all this while the spirite liueth not."
A19277,161,23,1,59,"Many a papist to day will come to Church in bodie, but he bringeth a deade soule with him: for Christian Religion hath no roume in his heart."
A19277,162,23,1,60,"But if thou wilt haue thy part (Papist or Protestant) in the first resurrection, thou must beginne to liue in thy spirite, that thy spirite may enforce thy bodie, to loue, liue, & feare thy God."
A19277,163,23,1,61,"According to this sentence of Paule: (NOTE_23:1_20) Cast off the olde man, which is corrupt through the deceiueable lustes, & bee yee renewed in the spirite of your minde, & put (PB_34) on the newe man, which after God is created in righteousnesse & true holynesse."
A19277,164,23,1,62,"And at one worde to speake it, herein consisteth the first resurrection: To cast away the works of darkenesse, & to put on, Christ the armour of light."
A19277,165,23,1,63,"But, as no man raised from a filthy puddle, will willingly beare with him the myerie spots of that dirtie soile, but will rather cast away the defyled garments that he might appeare clensed: (NOTE_23:1_21) Euen so (beloued) wee must not part stakes with God & sinne, but we must say to sinne, get thée hence by a spirituall hatred vnto her, & so increase in it, that we must (as the Apostle Iude saith) euen hate the very garment that is polluted by the fleshe. (NOTE_23:1_22)"
A19277,166,23,1,64,"So must we (hauing receiued such grace) liue in spirite & bodie, as the sonnes of lighte, translated from the power of death, to the kingdome of Christ in all peace, (NOTE_23:1_23) Godlynes, (NOTE_23:1_24) sobrietie & honestie."
A19277,167,23,1,65,"Thus shal we liue, & raigne wt Christ, a thousand yeare, viz. for euer."
A19277,168,23,1,66,"Now call your spirites to your senses, & sée howe yée sauour this trueth, (beloued in Christ) Rowse vppe your drowsie heartes & (PB_35) with the perspicuitie of a good conscience, sifte & search your selues euerie one, howe you haue profited by this doctrine, & whether you liue or die."
A19277,169,23,1,67,"Be not deceiued, God is not mocked: whatsoeuer a man soweth, that shall hée reape."
A19277,170,23,1,68,"For, if yée sowe still to the flesh, your former corruptions, you shal reape the seconde death."
A19277,171,23,1,69,"But if nowe, you can take hold of Christs doctrin, by his spirit, & from his truth sowe to your spirits, ye séeds of ye word of Faith, of righteousnes of peace, & godlynesse, (NOTE_23:1_25) you are partakers then of ye first resurrection & shal reape hereof, life euerlasting."
A19277,172,23,1,70,"And in this examination, two sorts of men, are meruellously conuinced."
A19277,173,23,1,71,"The first, neither féeling death or life in god, runneth headlong to his luste, in infidelitie & gréedinesse to sinne: as though that onely were his chiefe beatitude."
A19277,174,23,1,72,"And these bée the Atheistes of our dayes, whose consciences are seared vppe with an hotte yron, so, as no worde can pearce into their heartes, or sappe of Gods spirite haue course in their members, but are past all féeling, euen at the point of damnation."
A19277,175,36,0,0,"The seconde sort, are of such, as hauing some sparkes, of a former fire, & a little breathing force of an elder strength, (but nowe decaying) doe yet séeme to liue: when rather it may be feared, that they are almost deade."
A19277,176,36,0,1,And these are notably shadowed vnto vs by ye Church of Sardi in the Apocalips. (NOTE_36:0_0)
A19277,177,36,0,2,"And writte vnto the Angel (.i. the Minister) of the Church which is at Sardi: These things saith he, that hath the seuen spirites of God in his hand, & the 7 stars, I knowe thy workes: for thou hast a name that thou liuest, but thou art deade."
A19277,178,36,0,3,Oh (beloued) marke well this Church of Sardi or Lidia.
A19277,179,36,0,4,"She is not an idolatrous Church, but professing God & godlinesse."
A19277,180,36,0,5,"She hath the forme of Gods gouernement, his worde, his ministers, & is called his Church."
A19277,181,36,0,6,"She séemeth for her outward shew, to be most Christian & holy: but in déede & troth, shee is conuicted of death."
A19277,182,36,0,7,"And that not because shée hath no part of godly life in her, but because she hath fallen fro her first loue, life, & strength in him, that holdeth ye manifold graces (called 7, spirits) in his hande, to dispose at his good pleasure, & (PB_37) the sufficient number of his preachers, named starres, to shine into the darkenesse of mans nature, with the brightnesse of his word."
A19277,183,36,0,8,"Finally, Sardi is conuinced, yt she is imperfect in her workes before God: that is, she was but an hypocriticall Church, rested in the externall ceremonies & rites, but sought not the Lorde, in trueth & sinceritie."
A19277,184,36,0,9,"And héere note, beloued, that whatsoeuer Church, or people, which hath not in her soule, the rooted faith of Christ, graft by his spirite, in that inner Man, in strength wherof, the force & power of Christs spirite floweth thence, into an open practise of holinesse & godlinesse, righteousnesse & honestie: That same Church, people, or seuered person is as deade before the Lord."
A19277,185,36,0,10,"But yet in this Church of Lidia, there were a fewe names, as ye Lord noteth in the 4 of ye 3 which had not defiled their garments: yt is, had not stained ye profession of Christ, which Christ, they by baptism, had put on & is ye wedding garment, adorning our beauty in him, & couereth our infirmities & iniquities, from ye censure of gods iustice."
A19277,186,36,0,11,"Very comfortable is (PB_38) this to the Godly, but to ye wicked most terrible."
A19277,187,36,0,12,"The Lordes eyes beholde the hearts & actes of men, & doth daily discerne the number of the Godly: but kéepeth recordes of the wickeds practizes, against the day of wrath."
A19277,188,36,0,13,"O Englande, Englande, Oh thou Church of Sardi, if thou be looked into with a spirituall eye, thou shalt be founde néere vnto death: onely a fewe names or persons are kept in thée, for a reserued séed to the Lorde."
A19277,189,36,0,14,"In outwarde shew, what Church more holy Thy Princes are protestants: Thy angelical starres, thy bishops & preachers, are learned teachers Thy gouernement is godly, thy profession is holy: But (O Englande) if thou be sounded to the heart, thou shalt be founde (I feare me) verie sicke & néere vnto death."
A19277,190,36,0,15,"Many maladies haue mette with thée, no sickenesse, but hath taken holde of thée, & sore weakened thy strength: But last of al, hypocrisie & securitie sléepe in thy bosome."
A19277,191,36,0,16,"Thou stainest thy bright vesture of holy profession with the filthy spottes of carnall desires: Thy religion, is a cloake to all thy iniquities."
A19277,192,36,0,17,"But as a spot is soone espied, (PB_39) & séemeth most foule in a scarlet robe: So the brighter thy profession is, the sooner thy sinnes are discouered, & thine imperfections more notorious."
A19277,193,36,0,18,"But by two especiall notes, a sicke man is knowne to be neare his death."
A19277,194,36,0,19,"First, his pulses labour weakely, his speech draweth farrely, & his strength is fled away: Secondly when he is sodeinely bereft of his vitall spirits & perfect senses, so as he is not féeling ye parts of his dying bodie, he is déemed neare vnto his death."
A19277,195,36,0,20,"Alas, looke into the bodie of England, for the soundenes of her life, Christ in her & beholde, her pulses beate faintly, her speach fetcheth farly, her strength is meruellously decayed."
A19277,196,36,0,21,"Is her zeale to religion, as it was in the beginning of her maiesties raigne Is it continually vigent in all the parts of the bodie doth euery knée bowe to Christ the Lorde in her doth euery tongue confesse Iesus to be the Lorde, to the glorie of God the father Nay, (alas) this little life left, is drawne néere to the heart, & the heart is verie sicke."
A19277,197,36,0,22,"A fewe names, a fewe, in respecte of so great a number."
A19277,198,36,0,23,"What meaneth it, yt so many magistrates are (PB_40) molested with carcke against conspiracies & domesticall furies That such & so great vices, are dayly spread, & breake out So sundrie persons forced, wt papists filthy familyes & popish seminaries Such friendshippe to Gods enimies of some, that rather should help to spewe them out of the bodie Such prouision for warre such feare of forraine foes & so small trust in manie home dwellers vndoubtedly, this is the very cause, that Englande is very sicke, fainting & falling, as by degrées, from her former strength in Christ."
A19277,199,36,0,24,"Religion is thought to bee strong ynough of it selfe: for aide it can obtaine little, except about the heart."
A19277,200,36,0,25,"Godly conuersation is fledde out of the countrie, God graunt him godly, & constant entertainment in her graces Court."
A19277,201,36,0,26,Charity is become key cold: for no man hath leasure to loue beyonde himselfe.
A19277,202,36,0,27,"Hate of iniquitie is banished the lande, & the true loue of God is hardly to be founde, in the bodie of England."
A19277,203,36,0,28,"Euen now is performed againe the prophet Hosias speach: There is no truth nor mercy, (NOTE_36:0_1) nor knowledge of God in ye land: by swearing, & lying, & (PB_41) killing, & stealing, & whoring, they breake out, & bloode toucheth blood: therefore shall the lande mourne & And are we not senselesse of our weake estate Do not our spirituall preachers crie vnto vs (NOTE_36:0_2) There is no health fro top to ye toe."
A19277,204,36,0,29,"All haue gone astray, euery ma after his picked & chose way: ye long suffering of God, hath béene to drawe you to repentance, but you haue abused his great pacience, & are like to the raging seas: for in ye glory of your presumptios, you haue cast vp to the eyes of ye Lord, the filthie fome of your bloodgiltinesse."
A19277,205,36,0,30,"But nowe repent in time, ere the day of his decrée come foorth. (NOTE_36:0_3)"
A19277,206,36,0,31,"Gather your selues together (O nation not worthy to bée beloued) least you be blowen away like chaffe, in that day."
A19277,207,36,0,32,"Séeke the Lorde ye méeke of the earth, you that haue wrought his iudgementes."
A19277,208,36,0,33,"Séeke righteousnesse, séeke lowlines, if so be ye ye may bée hidden in the day of the lords wrath."
A19277,209,36,0,34,"But, beloued in GOD, (NOTE_36:0_4) howe féele we our selues now are we sicke or whole To this me thinke some do say: No, sir: loquere no bis placentia, speake more pleasant things to vs."
A19277,210,36,0,35,"Crie, peace, (PB_42) peace, (NOTE_36:0_5) eue til ye day of war."
A19277,211,36,0,36,"Cast Ieremie into priso, saith Pashur, & his partakers: for hee speaketh against this citie."
A19277,212,36,0,37,"But those names onely, yt are about the hart, & haue not so steined their cloths, they say: he is not worthie to die: for he hath spoke to vs in ye name of ye lord our god. (NOTE_36:0_6)"
A19277,213,36,0,38,"But of ye residue, what shal we say truly we may rightly say as God him selfe spake to his prophet Ezechiel, in ye time, saying: Also thou son of man, the childre of thy people, ye talke of thee by the wals (as they sit at their banquets, (NOTE_36:0_7) yu art their sauce to their delicates) & in the dores of their houses, & whe they sit in the streets to recreate theselues, & speake one to an other, saying: (in derisio of my law) come I pray you, & heare what is ye word yt cometh from the Lorde: for they come vnto thee, as the people vseth to come, & my people sit before thee, & heare thy words, but they wil not do the: for with their mouths they make (mowes & ) iestes & their hart* goeth after their couetousnes."
A19277,214,36,0,39,"And lo, Thou art to them, as a iesting song, of one that hath a pleasant voice, & can sing well: for they heare thy words, but they do the not."
A19277,215,36,0,40,"And when this cometh (PB_43) to pas (for lo, it wil come) (namely ye ripenes of this sin, & the performance of my prophets threts fro me) Then shal they knowe, (NOTE_36:0_8) yt (not a iesting singer but) a prophet hath ben amongst them."
A19277,216,36,0,41,"When Lord euen whe I wil lay ye land desolate (saith ye Lord) & wast, & ye pompe of her strength shal cease, & O lord in thy great mercy looke down vpon our English Israel."
A19277,217,36,0,42,"What is he ye séeth this huge heape of people, here this day being a straunger to ye state of this country, but presently might coceiue much life of god to be in the Surely it is a great people, yea a very great auditorie: I haue not seene ye like in the countrie, ye Lord blesse you al, wt the first resurrectio, according to his blessed will."
A19277,218,36,0,43,"But you of ye greater sort, take you care, yt ye come not to heare what ye lord saith, only for ciuility or neiborly courtesie, in respect of these funerals: or in nisenes, to heare a voice that might delight you: but what cause soeuer brought you, now yt you are come: be attentiue to ye lord, yt you may be taught of god."
A19277,219,36,0,44,"As for ye gretest number, it is too apparant, & wil be proued anonne, yt as our prophet saith, they folow their couetousnes."
A19277,220,36,0,45,(PB_44) They are come in hope to haue a dole to day.
A19277,221,36,0,46,"Against whose gréedie desire eftsones I pray you, to whom it belongeth, that regarde may be had hereof: least this dayes exercise, may be abused by the wicked, to father their popish prayer for the deade, vppon your charitable deuotion to the poore."
A19277,222,36,0,47,"But (beloued) let the bell call you to another Church, or at an other time, be ye preacher liked neuer so well, & we shall not haue the thirde part of this audience."
A19277,223,36,0,48,"Nay, if we might haue but the fourth part, & that on the Sabboth onely, it were in these partes a vertuous people."
A19277,224,36,0,49,"And after our hearing, howe do we digest the worde For the moste part, this is al: At dinner, & after, we talke of the man, but féede not of the matter: We either yéelde him his due commendation, or our dislike: But euen as minstrels song once hearde, is streight forgotten: So very fewe, with Marie, laieth vp in his heart, those things which the Prophet spake, Take héede that you spurne not at your Phisicions: for then your health is at an ende."
A19277,225,36,0,50,"Did Esay cry in his time, (NOTE_36:0_9) lord, who beléeueth our sayings (PB_45) And may not we cry nowe, Lord, who doeth credite our report We are ye ofscowring of the people, the laughing-stockes of the worlde, wée are counted contentious, seditious, slaunderous, railers, lyers, & troublers, of ye state."
A19277,226,36,0,51,"But as for this people, (though thou O Lord) speake in vs vnto them, yet will they not bend their eares, to heare thy voyce in vs."
A19277,227,36,0,52,"Though ye earth be wearie of her sinnefull burthen, & as surcharged (with the heauinesse of sinne) doth vniuersally totter as a dronken man, (NOTE_36:0_10) at our iniquities, & thy heauie iudgements: yea though the waters here below, the heauens & planets farre aboue, though blasing gleames, & burning lampes, haue summoned vs, & vgly shapes in monstrous birth, haue & yet doe cite vs, to the preuentio of thy heauie wrath in true repentaunce: (NOTE_36:0_11) yet no man sayth to himselfe, & what haue I done But euerie man goeth to the corruption of his owne heart, & fetcheth thence, the labor of his life, in Hypocrisie, Popery, Drunkennesse, Whoredome, couetousnesse, pride, ambition, atheisme & such like."
A19277,228,36,0,53,"And all this commeth hereof, that (PB_46) being almost all dead, we féele not, that we are once touched with sickenes."
A19277,229,36,0,54,"We goe on in our wickednes, & séeke credit against our reprouers, & scorne at Gods iudgementes, & when most séeming is of imminent daunger: wee assure our selues of great securitie."
A19277,230,36,0,55,"Oh people of this waywarde nation & you here present, let vs his ministers bee the Lordes cockes, to rowse you out of this deadely sléepe, hauing first with Peters teares, examined well our selues."
A19277,231,36,0,56,"Let vs bee the trumpettes of the Lord, to warne you of the greate & mightie battel of the God of hostes against vs."
A19277,232,36,0,57,"And nowe accept you this labour of me, the watchman of the Lorde, & hearken with comfort to this my crye: Arise you that sleepe in your sinnes & shamefull securitie (O Christians by name) Arise from the first death of sinne, by the operation of Gods holy spirite in you, & walke in newnesse of life, by the light of the glorious gospell of GOD, giuen you in Christ, so shal not the second death haue any power of you: because you haue taken parte in the first resurrection."
A19277,233,47,0,0," (PB_47) And now I perceiue this first parte hath taken my whole time allotted me, so as I can not speake of the seconde, which is so depending of the first, that well they can not bee disioyned."
A19277,234,47,0,1,"But in asmuch as your ciuill solemnities, aske more tyme, then possibly the forenoone woulde afforde vs, I will deferre my seconde part till some other time, except I receiue your pleasures, farther to procéede."
A19277,235,47,0,2,"Well then: knowing now your godly desires, by the harald at armes, that I shoulde procéede: Let vs read our second part, & it is thus:For on such the second death hath no power, (NOTE_47:0_0) but they shal be ye priestes of god & Christ, & shall raigne with him a thousand yeare."
A19277,236,47,1,0,"In this part (dearely beloued) the Euangelist doth by a most elegant phrase, describe the state & conditio of the faithfull, affirming the, so farre of to be once touched, after ye punct of natural death, with the paines of hell or false fained (PB_48) popish purgatorie, that contrarily, they presently are in blisse with God, singing with the spirits of ye iust, the due prayses of the Lord: saying, for on such."
A19277,237,47,1,1,"& But to the further openyng of this excellent part, let vs obserue these thrée thinges: First what is to be vnderstoode by this second death."
A19277,238,47,1,2,"Secondly, of what prerogatiue & power ye same is."
A19277,239,47,1,3,"And last of al, for a final conclusion, what, & wher is the ful felicitie of the iust, which haue their part in the first resurrection."
A19277,240,47,1,4,"The second death, (to be shorte) is that which followeth the firste, as a merite of his deserte."
A19277,241,47,1,5,"But death is said to be twofold, in the holy scriptures."
A19277,242,47,1,6,"For as there is a death of the body, so is there likewise a death of the soule."
A19277,243,47,1,7,"But of death of the bodie, we haue saide before: And of the naturall death, Gods holy booke, our common experience: & the dead body of this departed Christian before vs, beareth perfecte testimony."
A19277,244,47,1,8,"Of which the Apostle Paule sayth: It is decreed that man shall once die, & then cometh his iudgement."
A19277,245,47,1,9,"And our Apostle in this booke: (NOTE_47:1_0) Blessed are the dead, which die in the Lord: (or for the Lords cause) (PB_49) for they rest from their labours, so saith the spirite, & their works follow them."
A19277,246,47,1,10,"Their owne workes followe them, not the workes of other for them."
A19277,247,47,1,11,"And be it knowne vnto you yt the first death of ye soule, (which is sinne & iniquitie) is the verie cause procuring Gods iudgement, to strike the bodie with naturall death, & is héere called the first death of the body."
A19277,248,47,1,12,"For ye which, the soule, that dieth in sinne, shall abide much paine & torment in hel, when yet the body therof sléepeth quiet in the graue, expecting his woeful resurrection."
A19277,249,49,0,0,"And now of the second death, which Christ Iesus, (NOTE_49:0_0) & our Apostle Iohn calleth hell, & the lake of fire."
A19277,250,49,0,1,"Feare not the, saith Christ, which kill the body, but are not able to kill the soule: but rather feare him which is able to destroy both body & soule, into hel."
A19277,251,49,0,2,"Here is ye death of ye body, the first death & the death of the soule in hell, the second."
A19277,252,49,0,3,"Of the same seconde death, speaketh S. Iohn in this receiued text."
A19277,253,49,0,4,"Goe too, you worldlings, (NOTE_49:0_1) that treasure vp wrath to your selues, for the last day: tribulation & anguish, death & hell, shall be your portion."
A19277,254,49,0,5,"Looke to this (PB_50) you scorners yt put far off the last day, here is to you endles woe."
A19277,255,49,0,6,"You haue made a couenant with death, but death it selfe & hell, viz. the damned soules in them, shall henceforth be cast both bodie & soule, into the burning lake of fire & brimston, which is the second death."
A19277,256,49,0,7,"For be the day neuer so long, at the last cometh Euening."
A19277,257,49,0,8,"Oh, beloued that wéepe nowe, then shall you laugh & reioyce, if so that you kisse & embrace the Sonne of God, & fal before his presence, condening your selues for sin, & killing sinn in you, by ye power of his spirit you shal the sée ye proud antechristia Pharaoh, & al his popish Egyptias, cast into ye sea & gulfe of vnquenchable fire, when your selues, by your mighty Moses & captain christ, shall be ledd into the heauenly lande of promise, there to raigne wt him for euer & euer."
A19277,258,49,0,9,"Many men mooue much dispute about the site & place of hell, this firie lake: But I say onely this of it: It is a forbidden curiositie, engendring strife, deuoide of profit, to question where, & in what place it is: But it is a commanded diuinitie, to séeke the liuing God, with reuerent feare, by his mercie, & (PB_51) Christes merite to be raunsomed from the paines & power thereof."
A19277,259,49,0,10,"Of whose power, we thus say: The second death (which is hell) hath a double power or prerogatiue."
A19277,260,49,0,11,The first is a prerogatiue to receiue such persons as of right doe belong vnto her.
A19277,261,49,0,12,"The seconde is, perpetually to kéepe their soules in that lake, till the day of iudgement, & can neither be coniured or commaunded to deliuer any one of them (or can they come out of her) by any authoritie or power, of Pope or whole papasie: but after that day, shall possesse both the bodies & souls of ye malignant Church, to her euerlasting tormentes."
A19277,262,49,0,13,"Nowe, what soules & persons, doe belong to her, our Apostle doth tel vs, in the 21 of this book, saying: But the fearefull & vnbeleeuing, & the abhominable, (NOTE_49:0_2) & murtherers, & whormongers, & idolaters & sorcerers, & al liers, shal haue their part in ye lake, which burneth with fire & brimsto, which is the second death."
A19277,263,49,0,14,"Thrée sortes of persons Gods spirit doeth assure vs, to be vnder the power of ye second death."
A19277,264,49,0,15,"That is: ye obstinate Infidell, the fearefull Papiste, & the abhominable (PB_52) couetous of the worlde: as drunkards whoremongers, murtherers, couetous, liars & such like."
A19277,265,49,0,16,"Delicate be your delightes, yee gallants of these dayes, but wisely call them to account, before the mourners followe the sinfull corps to the graue. (NOTE_49:0_3)"
A19277,266,49,0,17,"For if the Lord (which is the searcher of the heart) find your delights with death to end in infidelitie, in fearefull poperie, or in any these carnal abhominations, the deceiue not your selues: for the prerogatiue of the second death, may not be taken fro her."
A19277,267,49,0,18,"God is a iust God, (NOTE_49:0_4) & in his iustice, will iudge euery ma according to the verie nature of his worke."
A19277,268,49,0,19,"Note here also, yt ciuill honestie, without Christs diuinitie, cannot kéepe the honest Infidel, & vnbeléeuer, from the second death."
A19277,269,49,0,20,"For we possesse ye heauens, by inheritance onely, & we are none otherwise made heires, the by this prerogatiue, that we are made the sons of God. (NOTE_49:0_5)"
A19277,270,49,0,21,"And wee are none otherwise made the sones of God, but by our faith in Iesus Christ."
A19277,271,49,0,22,"Nor can this faith bée else obtained, but by the spirite of God."
A19277,272,49,0,23,"Or doth this spirit otherwise (ordinarily) worke it in vs, then by the preaching (PB_53) of the word of God."
A19277,273,49,0,24,"But, the infidell reiecteth the worde: (NOTE_49:0_6) & therefore Gods spirite: likewise our Christ, & in him, our heauenly father, & so finally, this heauenly inheritance."
A19277,274,49,0,25,"And as for our honest life & good workes, they serue, but so seale vp the heartes of the faithfull, to thassuraunce of their election, & to procure others, to prayse the Lorde, being benefited by them, in vs."
A19277,275,49,0,26,"But the onely hand that apprehendeth our inheritance in Christ, is our firme fixed faith in him, beléeuing by his word & spirit, in the full consent of our hartes, that he is the same, which the most mercifull father hath giuen him to be to vs: That is, our wisedome, our iustification, our holynesse, our frée & most absolute redemption: (NOTE_49:0_7) & so in the bottome of our heartes, doe by faith embrace him."
A19277,276,53,0,0,"2 The second sort subiect vnto hel, are the feareful papistes, who shal neuer (so dying) escape ye second death."
A19277,277,53,0,1,"And if you will marke with me this Epitheton, fearefull: & therewith measure in truth, the popish profession: you must of méere necessitie grant me, that no papist (dying (PB_54) in his popery) can be else where placed but in the second death."
A19277,278,53,0,2,"And to your better vnderstading hereof, you must distinguish betwixt feare & feare: for there is a feare, comended & comanded to vs, in ye holy scriptures, (NOTE_53:0_0) as: The feare of the Lord is ye beginning of wisedom: comanded, (NOTE_53:0_1) Serue ye Lorde in feare, & reioyce to him with trebling."
A19277,279,53,0,3,"Again, Feare god, honor the king, (NOTE_53:0_2) loue brotherly fellowship."
A19277,280,53,0,4,"But this is yt feare, which Gods spirite planteth in his children, to serue him in his true worship, & is euer ioyned, wt assured knowledge, & affiance in God."
A19277,281,53,0,5,"And in ye knot of christia mariage, (NOTE_53:0_3) this sacred feare is rightly shadowed: for ye wife feareth to offend her husband, but it is for reuerece & loue to him, & neuer wtout affiance of his fauor, because she knoweth him, to be her maried husband: So likewise ye godly child, doth feare to displease his father, not bicause he doubteth of his loue, but for yt he would not gréeue ye spirit of his life, who he feleth most assuredly in natural knot, fast tyed to him."
A19277,282,53,0,6,"And though his father lend him a frowning face, he knows yt those his lookes proceed of fatherly loue, to his correctio."
A19277,283,53,0,7,"wherof (PB_55) persuaded, so he feareth, so he trusteth, so he naturally loueth & obeieth him."
A19277,284,53,0,8,"And this knowledge & loue driueth away filthy feare, which gendreth painefulnes."
A19277,285,53,0,9,"But the feare yt Iohn speaketh of, is flat contrarie to this."
A19277,286,53,0,10,"It is begotten by distrust in god, it is borne of ignorance, it liueth to dispaire, & dieth in gret painfulnes."
A19277,287,53,0,11,"what other is ye whole profession of popery, but méere timiditie They euer distrust god of his promise, during their life, & therefore they die in feare of his fauor, at ye houre of death."
A19277,288,53,0,12,"If he say: That soule yt sinneth shal die, they beleue him not, but walke fro sin to sin, committing more trust to a Popes bul, the credit to ye immortal word of god."
A19277,289,53,0,13,"If ye Lord say, & sweare also: Verely, verely, (NOTE_53:0_4) he that heareth my words, & beleueth in him yt sent me, hath euerlasting life, & shall not come into condenatio: but hath passed fro death to life."
A19277,290,53,0,14,"yet ye papist is afraid to rest vpo this promise: for he doth not absolutely beléeue it, but is in feare notwtstanding, yt after death, his soule shal go to condemnation, if not to hell, yet at the least to purgatory."
A19277,291,53,0,15,"Though the spirit of God say, There is no condenation to the (PB_56) that are graft in Christ Iesu: whose life is not after ye flesh, but after the spirit: yet the papist, wil not beleeue, yt he ought to be assured of this Christian rocke, to rest vpon: but casteth himselfe into the raging sea of wauering distrust."
A19277,292,53,0,16,"Which feareful persuasion, hath béene the very building of al Abbies, priories, & popish paultries, from many yeres past vs, & doth bréede great blasphemie to the glorie of God."
A19277,293,53,0,17,"For first it taketh away the foundation of our faith, in the merite of Christ, which is, ye God almighty is become our father in him, & yt he is nowe well pleased with vs, & as a father, not onely doeth pardon our sins, but so tenderly loueth vs, yt our necessities whatsoeuer, he carefully helpeth."
A19277,294,53,0,18,"It taketh away also this holy boldnes in loue, which his spirit doeth assure vs of, & Christ doeth teach vs to cry vnto him: (NOTE_53:0_5) O thou yt art our father."
A19277,295,53,0,19,Secondly the popish doubtfulnes taketh away ye benefite of Christ his sonne.
A19277,296,53,0,20,"For we are taught to beleue, ye Christ is dead, for vs, that he is ye lambe of God, which taketh away our sinnes, that nothing can condene vs, because our Christ hath iustified (PB_57) vs, & is deade, risen againe, & set at the right hand of God, for vs, so that in him, we that truely beléeue, are more then conquerours: so as neither hell or heauen, man or Angel, prince or diuell, things present or to come, can separate vs, from our benefite, & loue of Christ."
A19277,297,53,0,21,"This certaintie the booke of God doth teach vs: but from this anchorholde, the diuell & poperie, laboureth to drawe vs."
A19277,298,53,0,22,"Thirdly it taketh all godly consolation from vs, in the day of tentation, & layeth vs open to Sathans iawes."
A19277,299,53,0,23,"For who can lift vp his heart, in tentation, that fighting with his enimy much stronger the he, hath no hope of his captaine Christ, the strongest of all, or in the mercie of God, to defende him It also taketh away ardent & earnest prayer to God: for who can with comfort crie in triall, that standeth in feare he shall not be hearde but in the ende he falleth into dispaire & hate of God, to all loosenesse of life, & ruffianlike boldnes, taking lust to liue in sinne, not expecting other then hell at the ende."
A19277,300,53,0,24,"Laste of all, the popish doctrine of doubtfulnesse fighteth flat against the nature of our Christian (PB_58) faith: which is not a light opinion of our God, & Christ his loue to vs, & our saluation in him: but a most firme, stable & sure foundation setled in our soules: so, as neither fire in earth, nor powers in hell, can burne or raze it out of our heartes, that wee are sealed by his spirite, in the faith of his Christ, (NOTE_53:0_6) to be his children, & fellowe heires with our eldest brother Christ our Lorde, in his great loue, wherwt he hath loued vs, yea, euen when we were his enimies."
A19277,301,53,0,25,"Wherefore we are taught that bee faithfull, (NOTE_53:0_7) to holde this for most certaine: that though wee be wicked of our selues, yet are wee iustified by his grace, in our faith, & haue peace with God, & frée accesse in one spirite, to God our father nowe, & shalbe receiued to him of Angels, when we departe this life, as this our text doth also tell vs."
A19277,302,53,0,26,"Hell shall not touch vs, but we shall raigne with God, his priestes, & holy ones for euer."
A19277,303,53,0,27,"Cast off popish fearefulnesse therfore, & acquaint your selues wt the hearing of ye word of God: so shal yée learne, to be firme in faith & sure to liue."
A19277,304,53,0,28,"Here be touched also, all those, which (PB_59) feare men rather then God, & in time of persecution runne from religion, or in the presece of popish princes, iudges, tormentours, or before a balde Masse-priest, dare not confesse the Lorde: but to saue his momentary life, doth cast away the eternall."
A19277,305,53,0,29,"Hee that will saue his life, shall lose it: (NOTE_53:0_8) & he that shal lose his life for my sake & the gospels, shall saue it, saith our sauiour Christ."
A19277,306,53,0,30,"Pray, pray: pray the Lorde to pull you out of poperie (beloued) & in speede, come out of Babilon, (NOTE_53:0_9) which is appointed to be cast into the fierie lake, least being partakers of her sinnes, yée also féede of her plagues."
A19277,307,53,0,31,"The thirde sort which shall to hell, are the abhominable murtherers, harlots, & such like."
A19277,308,53,0,32,"These abhominable are to be vnderstoode of such persons, as, hauing once professed the trueth of God, are now, not onely become to hate it, but most filthily they blaspheme it, persecute & torment those, that professe it, to whom is reserued fire & brimstone. (REF0) (REF1)"
A19277,309,53,0,33,"The rest, are so manifest, as néede no commentarie: onely let vs knowe, that murtherers be they, which kill, wound or hurt, (PB_60) themselues or their neighbours, either with the sworde of an hateful heart, (NOTE_53:0_10) (as Iohn saith) or with the sharpned tongue (as Dauid saith) or with the hande, as Caine did his brother Habell. (NOTE_53:0_11)"
A19277,310,53,0,34,"And forget not that the seconde death, is the receptacle for all such as die impenitent hereof."
A19277,311,60,0,0," (PB_60) The seconde parte of deathes power in hell is, fast to retaine her captiues, from the houre of their death with Diues, vntil the day of the last resurrectio: which thing is most plainely proued by the storie of Diues & Lazarus. (NOTE_60:0_0)"
