Phrase,Citations,Outliers,Text
"Luke, 22,",Luke 22,,"It became him for whom are all things, & by whom are all things, 〈 ◊ 〉 that he brought many children vnto glory, that he should consecr••• the 〈 ◊ 〉 of their saluation through 〈 … 〉 was said to Peter, Luke, 22, ••."
Ro. 7.,Romans 7,,"Looke vppon the estate of S. Paul himselfe, Ro. 7. This weaknes of ours s•••eth wel to ho••e vs, & to make vs more •arnestly to call for gods help, this would ease vs from all murmuring and grudging against God, considering our owne vnworthines."
2. Thes. 3.15.,2 Thessalonians 3.15,,"those in whom there is any hope, we are to account of them not as en•mies, but as brethren 2. Thes. 3.15."
Iohn. 8.,John 8,,"His mind must far differ from the multitude in this respect, who are giuen to despise and condemne, and make a triumph of other mens faults, making them odious vnto al men, which is the next way to driue them to despaire, little considering, that if their faults were written in their owne for-heads, they wold depart one after another, hauing nothing to say to to the offenders, as we read of the Scribes and Pharises, Iohn. 8. which set the woman taken in adulterie before Christ, & being reproued by their owne conscience, went forth from the Eldest to the last."
Rom. 15.1.,Romans 15.1,,"And this we shall performe, not by fo••e, or vpbrayding speeches, or aust•••ty of countenaunce, but by all mildnes and gentle••• considering the manifold tentations of the deuill, & the pronenes of our corrupt nature and sinfull flesh, beside ••ill examples, counsell, and company. Rom. 15.1."
Math. 12.20.,Matthew 12.20,,For Christ also woulde not please himselfe. Math. 12.20.
1. Tim. 5.12.,1 Timothy 5.12,,"Many not considering the frailtie & infirmitie of man, are too bitter in theyr reproofe and admonition, putting no difference in respect of times, of persons, and places. 1. Tim. 5.12."
"2, Thes, 3, 15.",2 Thessalonians 3; 2 Thessalonians 15,,"In threatning also, vvee must keepe that measure, that the boundes of charitie be not broken, so long as th••• i••my hope, & to count them that offend not as enemies, 2, Thes, 3, 15. But good God, what hurly burly and vn•ph••••• 〈 ◊ 〉 often-times seene in Church assay•••• for want of this wisedome."
2. Sa. 12.13.,2 Samuel 12.13,,"For then wil Dauid confesse his sinne, when Nathan shall lay the parable close to his conscience. 2. Sa. 12.13."
1. Sam. 25.36.37.,1 Samuel 25.36; 1 Samuel 25.37,,"Then is Nabal stroken as dumb as a stone, when Abigael shall wisely watch her time, and tell him of his churlishnes. 1. Sam. 25.36.37."
"Ecclus, 31.31. & 6.7.26. & 21.25.26.; 2. Tim. 2.24.",Ecclesiasticus 31.31; Ecclesiasticus 6.7; Ecclesiasticus 6.26; Ecclesiasticus 21.25; Ecclesiasticus 21.26; 2 Timothy 2.24,,"There is a time for all things, & he is wise that knowes opportunity, and the Minister must sometime waite his time. Ecclus, 31.31. and 6.7.26. and 21.25.26. 2. Tim. 2.24."
"Iohn, 4.18.",John 4.18,,"Then will the Samaritane woman leaue her scoffing, when Christ shall come home to her conscience. Iohn, 4.18."
2. Sam. 12.13.; Da. 4.24.; Heb. 6.9.; 2. Cor. 7.8.9. & 2.7.,2 Samuel 12.13; Daniel 4.24; Hebrews 6.9; 2 Corinthians 7.8; 2 Corinthians 7.9; 2 Corinthians 2.7,,"As the prophets in their prophecies, giue euident example. 2. Sam. 12.13. Da. 4.24. Heb. 6.9. 2. Cor. 7.8.9. & 2.7."
"1, Tim. 5, 1, 2.",1 Timothy 5; 1 Timothy 1; 1 Timothy 2,,"the elder sort must be reproued, but as fathers, the younger sort, but as children, and euery one according to his place and calling must be dealt with all. 1, Tim. 5, 1, 2."
"Math. 12, 20.; Esay, 42, 3,",Matthew 12; Matthew 20; Isaiah 42; Isaiah 3,,"Math. 12, 20. Esay, 42, 3, but the rebels wil he batter in peeces, like a potters vessell."
"Psal. 2, 9.",Psalms 2; Psalms 9,,"Psal. 2, 9. Moses was the meekest man vppon the earth, yet none more angry with Aaron then hee, nor more seuere against idolaters then he."
"Acts, 7, 54.",Acts 7; Acts 54,,"As may be seene both in the stubborne behauiour of Ieroboam, in the old Testament, & of the malicious & wicked Iewes, when Stephen the martir laid their faults before their eyes, Acts, 7, 54. For heereby they were made the worse, their harts burst for anger, they gnashed at him with their teeth, they stopped their eares, and ran vppon him all at once."
"Psal. 51.17.; Esay, 61.2. & 66.2.",Psalms 51.17; Isaiah 61.2; Isaiah 66.2,,"Now because these are the best people, and n•erest vnto the king dome of God. Psal. 51.17. Esay, 61.2. and 66.2."
Math. 11.28,Matthew 11.28,,Math. 11.28 therefore the more wisedome must be vsed.
"Acts, 26, 27,",Acts 26; Acts 27,,"Paul speakes to King Agrippa, Acts, 26, 27, as though he would teach vs a way to winne sinners, euery worde is a motiue, & shewes, that he which fisheth for soules, had neede to haue many nettes, and obserue time, place, and calling, and fitte all words before in his mind, least he loose his baite."
Mar. 4.33.,Mark 4.33,,"Our Sauiour spake many thinges vnto the people, but yet in such sort, as they were able to heare it. Mar. 4.33."
Heb. 5.11.; 1. Cor. 3.2.,Hebrews 5.11; 1 Corinthians 3.2,,"We haue many things to say, saith the Apostle, Heb. 5.11. which are hard to be vttered, because ye are dull of hearing. 1. Cor. 3.2."
"1, Cor. 3.1.",1 Corinthians 3.1,,"Still we ought to regard the capacity of our auditory. 1, Cor. 3.1."
"Deut, 1.15.",Deuteronomy 1.15,,"The Lorde in his law cōmanded that they should offer nothing vnto him that was blind, & a Minister without wisdom, is as one that is blind, who often-times runneth into great discredite, through his owne foolishnes, & ouerthroweth his estate, which otherwise might be of longer continuance. Deut, 1.15."
Exo. 18.21.,Exodus 18.21,,"In their places Ministers are gouernours, & what manner of gouernours they ought for to be, we may reade Exo. 18.21."
1. Pet. 5.,1 Peter 5,,"dealing truly without corruption, 1. Pet. 5. rather regarding their duty then their commodity, whose behauiour ought to be in sincerity, without all hipocrisie."
Rom. 8.,Romans 8,,"So ought not the Minister to be too fearefull, but to g••on in hi• •ourse, & to commit himselfe to God• gouernment, and gracious protection, who can turne all ad•••••ti••, afflictions, and calamities, to our good, and to the best Rom. 8. as it fell out to I•seph."
Math. chap. 10.22.; Rom. 11.22.; Ezeck. 18.24.,Matthew 10.22; Romans 11.22; Ezekiel 18.24,,"Blessed is hee vvho when the maister commeth, shall be founde so dooing, Ro. chap. •. 7. Math. chap. 10.22. Rom. 11.22. Ezeck. 18.24."
"1, Cor. 15.19.",1 Corinthians 15.19,,"Yet ought 〈 ◊ 〉 to be no discouragement, to painfull and faythfull Ministers, vvhose reward is not in this life, but in another, 1, Cor. 15.19."
Reue. 14.13.,Revelation 14.13,,"And if then wee shall be founde to haue done faithful seruice, to our liues end, then shall wee be receiued to our eternall rest. According to that comfortable saying: Reue. 14.13."
Ro. 8.18.,Romans 8.18,,"so that the Apostle might w•ll say, Ro. 8.18."
"1, Iohn. 3.2.",1 John 3.2,,"And although wee may comfort our selues, that wee are the sonnes of God, yet this heapeth infinite comfo•• vppon vs, to thinke that yet it 〈 … 〉 what wee shall bee. 1, Iohn. 3.2."
Luk. 22.29.,Luke 22.29,,"And if wee continue in our faithfull and painfull endeuours, let vs assure our selues, this saying of Christ pertayneth vnto vs, Luk. 22.29."
Luk. 10.,Luke 10,,"Heereof dooth Christ himselfe assure vs, Luk. 10. ••. Blessed are those seruaunts, whom the Lorde when hee commeth shall finde so waking, verily, I say vnto you, he will gird himselfe about, and make them to sit downe at table, and will come forth & serue them."
1. Cor. 2.9.,1 Corinthians 2.9,,"Which vnspeakable recompence, is well compared to no lesser a dignitie, then a mou••e, which is the chiefest heere in this vvouldes nay the comparison of a crowne, is inferiour to that reward, seeing the excellencie thereof, neyther eye hath soma nor •aro hath heard, nor hath euer entredi••• the h•rt of man. 1. Cor. 2.9."
Reu. 3.11.,Revelation 3.11,,Let no man take thy crowne from thee. Reu. 3.11.
Luk. 2.8.,Luke 2.8,,The Angels appeared to the shepherds watching their flocks. Luk. 2.8.
Psal. 14.1.,Psalms 14.1,,"are fully perswaded, they shal neuer be called to account. Psal. 14.1."
2. Peter. 3.3.,2 Peter 3.3,,"The foole hath said in his hare, there is no God, because he feeth th•• the wicked are not alwaies punished, who are let run on, that their iudgement may be both greater and more iust. 2. Peter. 3.3."
Eze. 12.22.23.; Zeph. 1.12.,Ezekiel 12.22; Ezekiel 12.23; Zephaniah 1.12,,"Where is the promise of his comming ▪ for since the Fathers clied, all things continue alike from the beginning of the creation Eze. 12.22.23. Zeph. 1.12. Ames 5.18."
2. Pet. 3.9,2 Peter 3.9,,"it is not because hee is slacke 〈 … 〉 his promise, as som men count sla••••• 2. Pet. 3.9 but he is patient toward 〈 ◊ 〉 and would haue no man to perrish, but would all men to com to repentance."
1. Pet. 5.; Phi. 21.,1 Peter 5; Philippians 21,,"These are they, which if they feed 〈 ◊ 〉 flock at all it is rather vppon cons•••int th•• •••••gly, rather for filthy in••• then of ••••dy minde, rather to inri•h their coffe•• then to build to themselues a good 〈 ◊ 〉 to seeking that which i• their owne, & not that which it Iesus Christs 1. Pet. 5. Phi. 21. 2. Cor. 1•. 14."
Heb. 18.17.,Hebrews 18.17,,"How many Ministers at 〈 … 〉 who before they come to wealth and 〈 ◊ 〉 into 〈 ◊ 〉, ••in full but afterward 〈 … 〉 Gods cō••• 〈 … 〉 fo••••ting themselues, and the•• 〈 ◊ 〉 & what account heere afterthdy 〈 … 〉 Heb. 18.17."
"1, Tim, 5, 17,",1 Timothy 5; 1 Timothy 17,,"They 〈 ◊ 〉 rule well are worthy of double 〈 … 〉 specially they that labour in the World and doctrine, 1, Tim, 5, 17, but they that labour not, but in this case shew them 〈 ◊ 〉 gr••• lo••rers, are worthy great reproose, who rather séeke the cro•ite of the wordde, then that they will appro•ue themselues vnto God•d whose d•i••est desire is to become wealt•••, and to inriel• themselues by winning soules vnto God, that is •hey• least care Greater wealth they haue from God, then they can haue in this world for God doth giue them the gyfts and graces of the holie Ghost, whereby they may discharge that waight• calling which is 〈 ◊ 〉 had vnto them."
"Acts. 19, 28.; Heb. 13.17.",Acts 19; Acts 28; Hebrews 13.17,,"& for want of preaching, the people pe•rish through theyr f••lt, that haue the ouer-fight of thē. Acts. 19, 28. Heb. 13.17."
Ezec. 13.,Ezekiel 13,,Ezec. 13.
Re. 9.,Revelation 9,,"Let vs make straight 〈 … 〉 feet, least that which is hal••• 〈 ◊ 〉 and of the way, but let it rather 〈 … 〉 Give all diligence to your 〈 ◊ 〉 & ioy•• 〈 ◊ 〉 ••tiou with your 〈 … 〉 good conscience in all 〈 … 〉 in the 〈 ◊ 〉 and 〈 … 〉 and the 〈 ◊ 〉 〈 … 〉 & patience, & 〈1 line〉 of ••ill that 〈 … 〉 losse both of 〈 … 〉 of 〈 … 〉 may 〈 ◊ 〉 be compared 〈 … 〉 of the 〈 … 〉 of the 〈 … 〉 Re. 9. •5. where vnder the 〈 … 〉 the minister of that congregation is 〈 ◊ 〉 stood Vnto who in God 〈 … 〉 wors• that thou art neither cold 〈 … 〉 For what betw••• the care of theyr 〈 ◊ 〉 wherein they cannot but in 〈 … 〉 what be touched, and betwixt the 〈 ◊ 〉 this world wherin they are 〈 … 〉 they may wel be termed such that they 〈 ◊ 〉 neither hote nor cold."
1. Cor. 9.; 1. Pet. 5.4.,1 Corinthians 9; 1 Peter 5.4,,"And if they haue care of an incorruptible 〈 ◊ 〉, 1. Cor. 9. •5. 1. Pet. 5.4."
"2, Tim, 1, 6.; 1. Thes. 5.19.",2 Timothy 1; 2 Timothy 6; 1 Thessalonians 5.19,,"Let them ••sta••e from all thinges that may binder them, and let them, endeuour so to runne, that they may obtaine. 2, Tim, 1, 6. Stirre vp the 〈 ◊ 〉 of God which is in you, and 〈 ◊ 〉 not the Spirit, 1. Thes. 5.19."
Ephe. 1.12.,Ephesians 1.12,,"For wherefore hath God giuen the gifts of the holy Spirit, but to the edifying of the Church Ephe. 1.12."
"1. Cor. 4, 5.",1 Corinthians 4; 1 Corinthians 5,,"that the••• theyr negli•••• 〈 … 〉 1. Cor. 4, 5. We 〈 … 〉 saith the Apostle, 〈 … 〉 the Lorde, and our selues your serua••• for I•s••s••e•."
"1. Thes, 5, 6.",1 Thessalonians 5; 1 Thessalonians 6,,"Therefore let not vs sleepe as doe other. 1. Thes, 5, 6. but let vs watch & be sober."
"Epist. 4, 7.",Epistle 4; Epistle 7,,"And seeing euil minister put of the day of their ministers comming, let them remember the warning the Apostle S. Peter glor•••. 1. Epist. 4, 7. Nowe the end of all thinger••• 〈 ◊ ◊ 〉, be ye therefore sober 〈 ◊ 〉 watching in praye•, watching in your 〈 ◊ 〉 & calling."
2. Tim. 4.1.,2 Timothy 4.1,,"But 〈 ◊ 〉 they 〈 ◊ 〉 ••tter like of painfull 〈 … 〉 them theyr example 〈 … 〉 behold the charge of 〈 … 〉 downe, 2. Tim. 4.1."
Heb. 3.12.13.,Hebrews 3.12; Hebrews 3.13,,"〈 … 〉 Apostle, speaking vnto Timothy, before God, and before the Lorde Iesus Christ, which shall iudge the quick & dead at his appearing, and in his kingdome, preach the word, be instant in season & our of season improue, rebuke, exhort, with all long suff•ing and doctrine. Heb. 3.12.13."
"Esay, chap. 21, 22, 23.",Isaiah 21; Isaiah 22; Isaiah 23,,"The Lord by the prophet Esay, chap. 21, 22, 23. doth greatly reproue them, who when they were called to weeping and mourning, gaue themselues to ioy and gladnes;"
"Eccles, 5,",Ecclesiastes 5,,"Eating and drinking in a moderate sort, is no other, but to bee pertakers of Gods benefites, Eccles, 5, •8. but to eate and drink & to be drunken, and the excessiue abuse of Gods creatures, shall make ministers (of all kind of people) most g•il••e, and to be without all excuse."
"1, Tim. 3.",1 Timothy 3,,"How worthy of reproofe this euill seruaunt and negligent worldly minister is, will better appeare, by companing him to that minister, who deserueth commendation. 1, Tim. 3. He giuen to watching and sob•ietie, this to carelesnes and pleasures of this present life:"
"2. Pet. 2, 7.; Psal. 120.",2 Peter 2; 2 Peter 7; Psalms 120,,"1, Cor. •, 10, but the godly are greeued with th•• euill examples, as the soule of righteous 〈 ◊ 〉, was vexed with the vncleanly conuersation of the wicked. 2. Pet. 2, 7. And •eere-hence it ariseth, that the prophet Dauid, Psal. 120. is greeued at the hart, that he must dwel among the wicked."
Phil. 2.15.,Philippians 2.15,,"In the meane time, to long as the Ministers and the godly liue in the world, which is so full of offences & corruptions, Phil. 2.15."
"Mat. 5, 16.1,; Pet. 2, 12.",Matthew 5; Matthew 16.1; Peter 2; Peter 12,,"let them learne to be blamelesse and pure, a• the forms of God without rebuke, in the midst of a naughty and crooked Nation, among whom they ought to shine, as lights in the world Mat. 5, 16.1, Pet. 2, 12. And for their further comfort, this they may assure them selues, that how so•uer in this worlde they are troubled with the wicked, yet in the world to to••• they shall be altogether free from them."
Re. 21.17.,Revelation 21.17,,Zach; 〈 … 〉 any vncleane thing. Re. 21.17.
Heb. 9.7.,Hebrews 9.7,,"The high priest, the consecrate priest, the holy priest, who only was to enter into the holiest place of all, he was first to offer for him selfe, and for his owne faults, and then for the offences of the people. Heb. 9.7."
"2, King. 9.",2 Kings 9,,"Wee can accept the good tydings, that beggers bring, yea, it may come from our vtter enemies, as the newes of plenty, brought by the foure Leapers, was ioyfull to them of Samaria, 2, King. 9. The prophet Esay complaineth that he is a man of polluted lippes."
"Math. 18, &",Matthew 18; Matthew ,,"VVoe be to them that giue offence Math. 18, and that wee haue too often in our minds and in our mouthes, being too forvvard to giue sentence of iudgement against others, and by they• example we make bolde to doe the like, as though theyr offences should be sufficient exe•ses for vs, making not the right vse of such offences, that is to take heede by them ••d not to make them our pa•••• to follo••."
Iob. 12.48.,Job 12.48,,For them by wee shall be iudged Iob. 12.48.
Psal. 1199.; Reuel 20.12.,Psalms 1199; Revelation 20.12,,"Wee shall not be called to account, why wee liued not as such a good Minister gaue vs example, or why we did euill, because such a Minister did offende, but our account shall be, why we haue not liued according to Gods word. Psal. 1199. Reuel 20.12."
Re. 8.1.,Revelation 8.1,,"They are also the men of God, yet men, or if they be Angels, by a more honourable stile then their nature can beare, Re. 8.1."
"Iob, 4, 18,",Job 4; Job 18,,"Behold he bath not found stedfastnes in his Angels, Iob, 4, 18, or if they be starres in the same vision, behold the starres are n•••ur• in his sight."
"Iob, 25, 5.",Job 25; Job 5,,"Iob, 25, 5. From both which places of Iob, is inferred by way of •••••rison;"
1. Cor. 10.13.,1 Corinthians 10.13,,that we may be able to beare it 1. Cor. 10.13.
"Ga 6, 1.",Galatians 6; Galatians 1,,"Ga 6, 1."
"2, Cor. 5, 10.; Gal. 6.8.",2 Corinthians 5; 2 Corinthians 10; Galatians 6.8,,"As the 〈 ◊ 〉 ••ruant and painfull minister, 〈 … 〉 his blessing & reward, so 〈 … 〉 the euill seruant and negligent 〈 ◊ 〉, •ooke to r••pe according to 〈 … 〉, 2, Cor. 5, 10. Gal. 6.8."
"Ro. 2.9, 13.",Romans 2.9; Romans 2.13,,"Ro. 2.9, 13. The punishment therefore of the euill seruant and negligent. Minister is two-fold."
"Ieremy, chap. 9.9.",Jeremiah 9.9,,"According as the Lord speaketh by the prophet Ieremy, chap. 9.9."
"1. Thessalonians, chap. 5.3. 1.",1 Thessalonians 5.3; 1 Thessalonians 5.1,,"For when they shal thinke of nothing, but of peace and rest, then hastie destruction shall comin place. 1. Thessalonians, chap. 5.3. 1. Conn chap. 15. ver. 5, 32. When as no time or respite of repentance shall be graunted."
Reu. 3.20.,Revelation 3.20,,"They vvhich in the vvhole course of theyr life, haue refused the grace of God offred vnto them, and haue not harkned vnto the Lorde, knocking at the doore of theyr harts and consciences, Reu. 3.20."
"Dan chap 4, 20",Daniel 4; Daniel 20,,"This separation shal be farre worse, then was that of king Nabuchadnezzer, Dan chap 4, 20 when as the watchman and the Holie one came downe from he auen, and said, Hour downe the wee, and destroy it;"
"Luke, 12.",Luke 12,,"Principally all euill stewards, vnfaithfull seruants, and negligent ministers, & generals lie, all that haue knowledge, if they leade a wicked life, shall haue a greater iudgment, because of theyr knowledge, where-with God hath youchsafed to open the eyes of theyr minde, that they may discerne betweene good and euill. Luke, 12."
Iam. 4.17:,James 4.17,,"Knowledge vvithout vertue, leanes a man without excuse, and is a witnesse against him, because hee vnderstandeth what is good, and yet vvill not doe it. Iam. 4.17:"
Rom. 7.23.,Romans 7.23,,"And the more froward that we finde our affections, the greater neede haue wee to pray to God for grace. Rom. 7.23."
"2, Cor. 12.8.",2 Corinthians 12.8,,"O wretched man that I am, who shall deliuer mee, 2, Cor. 12.8. I besought the Lord thrice."
"1, Cor. 9, 27.",1 Corinthians 9; 1 Corinthians 27,,"Our Sauiour considering mans weaknet and frailtie, and the great charge of his disciples, willeth them instantlie to watch and pray, least temptation should ouercome them, least theyr own vnruly dispositions, shoulde ouer-rule them, least when they had preached to others, they should become, like vnto the Carpenters, that made Noahs Arke. 1, Cor. 9, 27."
"Math. 14, 21.",Matthew 14; Matthew 21,,"And this was the cause, that made our Sauiour to denounce so great a iudgment Math. 14, 21. Woe be to thee Chorazin, wee be to thee Bethsaida:"
Acts. 16.6.7.,Acts 16.6; Acts 16.7,,"Whom God doth not vouchsafe of mercy, them he doth iustly appoynt to destruction, and from whom he with-draweth the blessing of his Word, them doth he suffer to perrish, Acts. 16.6.7."
2. Pet. 2.20.,2 Peter 2.20,,"But of all other, the Ministers are heerin to looke to themselues and as they knowe most, so to frame themselues to liue best, and 〈 ◊ 〉 suspect a fall in the greatest time of theyr strength. 2. Pet. 2.20."
psal. 125.,Psalms 125,,"For it had beene better for them, not to haue knowne the way of righteousnesse, then after they haue knowne it, to turne from the holy commandement. psal. 125."
Math. 23.,Matthew 23,,"It was said to the Scribes and Pharises, who had the interpreting of Gods law, and to deale in Gods affaires. Math. 23. Woe be to you Scribes and Pharises, hipocrites, for you shall receiue the greater condemnation."
Heb. chap. 10.26.27.,Hebrews 10.26; Hebrews 10.27,,And let the saying of the apostle to the Heb. chap. 10.26.27.
phil. 2.12. & 3.14.,Philippians 2.12; Philippians 3.14,,"The Lorde therefore in mercy grant vs his grace, to liue in his feare, & let vs endeuour what we can, to make an end of our saluation with feare and trembling. phil. 2.12. and 3.14."
Iere. 48.10.,Jeremiah 48.10,,Iere. 48.10.
1. Cor. 9.16.,1 Corinthians 9.16,,Cursed be he that doth the work of the Lord negligently. 1. Cor. 9.16.
Luk. 17.9.,Luke 17.9,,"They that preach the Gospell haue nothing to reioyce of, in respect of merrit & desert. Luk. 17.9."
Ro. 12.1.,Romans 12.1,,"which are fit instruments to glorifie God, and yet make themselues the vassalls of this present world, forgetting the Apostles earnest perswasion, Ro. 12.1."
"1. Iohn, 2.17.",1 John 2.17,,"I beseech you brethren, by the mercies of God, that ye fashion not your selues, like vnto this present world. 1. Iohn, 2.17."
Peter 1.; Epistle. 5.4.,Peter 1; Epistle 5.4,,As the Apostle S. Peter 1. Epistle. 5.4. doth most comfortably perswade all ministers.
"Iames, 1.17.",James 1.17,,"Which he hath promised that cannot lie, and with whom is no variablenes nor shadowing by turning, Iames, 1.17."
Iam. 2.19.,James 2.19,,Iam. 2.19.
Esa. 53.11.,Isaiah 53.11,,Esa. 53.11.
1. Ioh. 2.2.,1 John 2.2,,1. Ioh. 2.2.
Levit. 18.5.,Leviticus 18.5,,Levit. 18.5.
Gal. 3.12.,Galatians 3.12,,Gal. 3.12.
Ioh. 14.23.,John 14.23,,Ioh. 14.23.
Mat. 17.5.,Matthew 17.5,,Mat. 17.5.
Luc. 11.28,Luke 11.28,,Luc. 11.28
Mat. 15.9,Matthew 15.9,,Mat. 15.9
1. Cor. 1.12.,1 Corinthians 1.12,,1. Cor. 1.12.
1. Cor. 1.24.,1 Corinthians 1.24,,1. Cor. 1.24.
Ioh. 3.34.,John 3.34,,Ioh. 3.34.
Math. 28.19.,Matthew 28.19,,Math. 28.19.
Iet. 17.5.,Jeremiah 17.5,,Iet. 17.5.
Math. 11.28.,Matthew 11.28,,Math. 11.28.
Ioh. 7.37.,John 7.37,,Ioh. 7.37.
Esai. 7.6.,Isaiah 7.6,,Esai. 7.6.
Zach. 13.9.,Zechariah 13.9,,Zach. 13.9.
Ier. 23.6.,Jeremiah 23.6,,Ier. 23.6.
Esai. 11.1.53.2.,Isaiah 11.1; Isaiah 11.53; Isaiah 11.2,,Esai. 11.1.53.2.
Ioh. 1.1.,John 1.1,,Ioh. 1.1.
Mat. 1.21.,Matthew 1.21,,Mat. 1.21.
Exod. 30.30.,Exodus 30.30,,Exod. 30.30.
Psal. 45.7.,Psalms 45.7,,Psal. 45.7.
Math. 3.1.,Matthew 3.1,,Math. 3.1.
1. Cor. 1.7.,1 Corinthians 1.7,,1. Cor. 1.7.
Psal. 110.4,Psalms 110.4,,Psal. 110.4
Heb. 7.17.10.4.,Hebrews 7.17; Hebrews 7.10; Hebrews 7.4,,Heb. 7.17.10.4.
Gen. 15.17,Genesis 15.17,,Gen. 15.17
Exod. 3.2.,Exodus 3.2,,Exod. 3.2.
1. Tim. 2.5.,1 Timothy 2.5,,1. Tim. 2.5.
Esai. 42.8.,Isaiah 42.8,,Esai. 42.8.
Joh. 8.47.,John 8.47,,Joh. 8.47.
Luc. 10.42.,Luke 10.42,,Luc. 10.42.
Psal. 50.14.,Psalms 50.14,,Psal. 50.14.
Ioh. 16.23.,John 16.23,,Ioh. 16.23.
Math. 6.10.,Matthew 6.10,,Math. 6.10.
1. Cor. 11.23,1 Corinthians 11.23,,1. Cor. 11.23
Ioh. 13.10.,John 13.10,,Ioh. 13.10.
Esai. 33.19.,Isaiah 33.19,,Esai. 33.19.
Heb. 1.3.,Hebrews 1.3,,Heb. 1.3.
Ioh. 1.18.,John 1.18,,Ioh. 1.18.
Math. 10 3.7.16.24.,Matthew 10.3,,Math. 10 3.7.16.24.
Marc. 8.34.,Mark 8.34,,Marc. 8.34.
1. Cor. 15.28.,1 Corinthians 15.28,,1. Cor. 15.28.
Gen. 25.27.,Genesis 25.27,,"perfect, for which Targhúm hath commonly but Hier. simplex: and Lxx. , idest, , Gel. non fictus nō fucatus: which is, not with out fault, but without double nes or dissembling. See for all Gen. 25.27."
Ioh. 14.23.,John 14.23,,Ioh. 14.23.
Gal. 2.20.,Galatians 2.20,,Gal. 2.20.
Mat. 27.69,Matthew 27.69,,Mat. 27.69
Ioh. 5.35.,John 5.35,,Ioh. 5.35.
Act. 9.36.,Acts 9.36,,Act. 9.36.
Phil. 3.15.,Philippians 3.15,,Phil. 3.15.
Mat. 21.19.,Matthew 21.19,,Mat. 21.19.
Ier. 7.4.,Jeremiah 7.4,,Ier. 7.4. .
Revel 2.5. vers. 4.,Revelation 2.5; Revelation 2.4,,Revel 2.5. vers. 4.
Iudg. 18. 2,Judges 18.2,,Iudg. 18. 2
Iud. 18. 7 10,Jude 18.7,,Iud. 18. 7 10
"Mat. 17, 4",Matthew 17; Matthew 4,,"Mat. 17, 4"
"Act. 9, 15",Acts 9; Acts 15,,"Act. 9, 15"
"Eccl. 12, 4",Ecclesiastes 12; Ecclesiastes 4,,"Eccl. 12, 4"
2. Cor. 12 4,2 Corinthians 12.4,,2. Cor. 12 4
Mat. 6. 22,Matthew 6.22,,Mat. 6. 22
Ps. 139. 4,Psalms 139.4,,Ps. 139. 4
"Ps. 119, 37",Psalms 119; Psalms 37,,"Ps. 119, 37"
"Gen. 34, 1",Genesis 34; Genesis 1,,"Gen. 34, 1"
"Act, 13 22",Acts 13.22,,"Act, 13 ▪ 22"
"2. Sam. 11 2, 4",2 Samuel 2; 2 Samuel 4,,"2. Sam. 11 2, 4"
"Gen. 3, 6",Genesis 3; Genesis 6,,"Gen. 3, 6"
Ge. 2. 17,Genesis 2.17,,Ge. 2. 17
"Iosh 7, 21",Joshua 7; Joshua 21,,"Iosh 7, 21"
1 Sam. 6. 19.,1 Samuel 6.19,,1 Sam. 6. 19.
"2 Sam. 6, 17",2 Samuel 6; 2 Samuel 17,,"2 Sam. 6, 17"
Nu. 4. 15,Numbers 4.15,,Nū. 4. 15
"Mat. 2, 11",Matthew 2; Matthew 11,,"Mat. 2, 11"
"2. Kin. 6, 19",2 Kings 6; 2 Kings 19,,"2. Kin. 6, 19"
"Math. 6, 33.",Matthew 6; Matthew 33,,"Math. 6, 33."
"Act. 1, 7",Acts 1; Acts 7,,"Act. 1, 7"
"Math. 4, 19. 20.",Matthew 4; Matthew 19.20,,"Math. 4, 19. 20."
"Mat. 16, 17.",Matthew 16; Matthew 17,,"Mat. 16, 17."
"Iohn 21, 7",John 21; John 7,,"Iohn 21, 7"
Iohn 15. 5.,John 15.5,,Iohn 15. 5.
Luk. 13. 9,Luke 13.9,,Luk. 13. 9
"Esay 5, 2",Isaiah 5; Isaiah 2,,"Esay 5, 2"
Mar. 11 13,Mark 11.13,,Mar. 11 13
"Mat. 3, 17 &; Matt 4. 18",Matthew 3; Matthew 17; Matthew 4.18,,"Mat. 3, 17 & Matt 4. 18"
"Ioh. 18, 15",John 18; John 15,,"Ioh. 18, 15"
"Matt. 11, 15",Matthew 11; Matthew 15,,"Matt. 11, 15"
"Mar. 9, 5",Mark 9; Mark 5,,"Mar. 9, 5"
"Luk. 2, 32",Luke 2; Luke 32,,"Luk. 2, 32"
"Mar. 8, 33",Mark 8; Mark 33,,"Mar. 8, 33"
"Gene. 19, 26",Genesis 19; Genesis 26,,"Gene. 19, 26"
"Luk. 9, 62",Luke 9; Luke 62,,"Luk. 9, 62"
"Act. 21, 23",Acts 21; Acts 23,,"Act. 21, 23"
"1. Cor. 10, 10",1 Corinthians 10; 1 Corinthians 10,,"1. Cor. 10, 10"
"2 King. 19, 35",2 Kings 19; 2 Kings 35,,"2 King. 19, 35"
"Mar. 8, 34",Mark 8; Mark 34,,"1. Mar. ▪ 8, 34"
Psal. 105 34,Psalms 105.34,,Psal. 105 34
Iob. 1. 9,Job 1.9,,Iob. 1. 9
Gene. 28 20,Genesis 28.20,,Gene. 28 20
Mat. 7. 14,Matthew 7.14,,Mat. 7. 14
Matt. 11 29,Matthew 11.29,,Matt. 11 29
"Heb. 12, 1",Hebrews 12; Hebrews 1,,"Heb. 12, 1"
