Text,Index,Phrase,Citations
,1144,"Rom. 2.8, 9.",
"I answer, Because there is in every one of us an evill heart of unbeliefe, as the Apostle calleth it, Heb. 13. 1•. and (though in our peace, and jolity, wee thinke it is nothing to beleeve in Christ, it is as easie by faith to feed upon his body and bloud in the Sacrament, as it is to take and feed upon the bread and wine) when our conscience shall bee once awakened, we shall find our hearts not so strongly inclined to any sin as infidelity, utterly unable to apply to our selves the bloud of Christ, or to beleeve that God should ever love us so dearely, as to give his son to dye for us.",1145,Heb. 13. 1•. &,Hebrews 13.1•.
"certainly many Papists are so, and all would bee, were it not that they are made drunke with a wine of spirituall fornication, which the whoore of Babylon hath made them to drink of, as the spirit of God in Rev. 17. •. hath fore-told it should be.",1146,Rev. 17. •.,Revelation 17.•
"Son be of good comfort (saith our Saviour, Mat. 9. •. to the poore man that was sicke of a cold palsy, a most heavie and uncomfortable sicknesse) thy sins are forgiven thee.",1147,Mat. 9. •.,Matthew 9.•
"If thou prepare thine heart (saith Zophar, Iob 11 13, 14) and stretch out thine hand towards him, if iniquity be in thine hand, put it farre away, and let not wickednesse dwell in thy tabernacles.",1148,"Iob 11 13, 14) &",Job 14)
"I tell thee this is a suit worth the setting of a day apart, and keeping of a secret fast for Of this spirit of infidelity that possesseth thee, and whereby thy poore heart is so vexed, and tormented, it may bee Christ hath said as once he did of another spirit, Mark. 9. 2•. This kind can come forth by nothing, but by prayer and fasting.",1149,Mark. 9. 2•.,Mark 9.2•
"Let a man that hath the strongest faith, the most comfortable assurance of Gods favour, once give himselfe liberty unto any grosse sin, though hee loose not his faith utterly thereby (Christ prayed for Peter that his faith should not faile, in that his most fearefull fall, Luk 22. 3•. and the same prayer that hee made for Peter, he made for all that truly beleeve in his name, as you may read, Iohn 17.20.) yet shall that man certainly loose his assurance and comfort by it.",1150,Luk 22. 3•.,Luke 22.3•.
,1150,Iohn 17.20.),John 17.20
"And there is no Christian but if hee would ponder the path of his feet and take heed to his to his waies according to the word and take paines to examine them by the rules thereof, he might know the uprightnesse of his owne heart in them, it might be made manifest unto him that they are wrought in God, as our Saviour speaketh, Iohn 3. 2•.",1151,Iohn 3. 2•.,John 3.2•
"And when I am afraid (saith he, Psal. 56 ▪ •. when I am disquieted with feares, and doubts of any kind) I will trust in thee.",1152,Psal. 56 •.,Psalms 56 •
"When the Apostle had been pressed out of measure above his strength, (as he speaketh 2 Cor. 1.8, 9) and had the sentence of death in himselfe, God sustained and delivered him;",1153,"2 Cor. 1.8, 9) &",2 Corinthians 1.9)
"Blessed is the man whom thou chastenest ô Lord, saith the Prophet, Psalme 94. 1•. and Iames 1.12.",1154,Psalme 94. 1•.,Psalms 94.1•.
,1154,Iames 1.12.,James 1.12
"I will behold thy face in righteousnesse, saith David, Psal. 17. 1•.",1155,Psal. 17. 1•.,Psalms 17.1•
"By this I know thou favourest me (saith David, Psal. 41. 1•.) because mine enemy doth not triumph over me.",1156,Psal. 41. 1•.),Psalms 41.1•.
"And of Abijah it is said, 2 Chron. 13.9 — 1•. that in the great battell hee fought against Ieroboam, hee grounded his hope of victory on nothing so much as this, that Ieroboam had corrupted Gods worship, so had not be, but he had maintained the pure worship of God which he had in his Word prescribed, without any mixture or corruption at all.",1157,2 Chron. 13.9 — 1•.,"2 Chronicles 13.9-1•', '2 Chronicles 13.1•"
Eph. 4. 14•.,1158,Eph. 4. 14•.,Ephesians 4.14•
"with the Word, Come, • … ecomes, & with the Word, • … rbid, he forbids; Rom. 1. 〈 ◊ 〉 Gospel is the power of the Lord to the salvation• … man.",1159,Rom. 1. ◊,Romans 1.◊
"In the 8. of the Rom. 5. 〈 ◊ 〉 saith the Text, They that are after the flesh doe mind the things of the flesh, but they that are after the spirit, the things of the Spirit.",1160,Rom. 5. ◊,Romans 5.◊
"Mat 11, 19•",1161,"Mat 11, 19•",Matthew 19•
"2 Sam. 3.27. 31, 3•.",1162,"2 Sam. 3.27. 31, 3•.",2 Samuel 3.27; 2 Samuel 3.31
Isa. 3. •.,1163,Isa. 3. •.,Isaiah 3.•
"Eph. 5.3, •.",1164,"Eph. 5.3, •.",Ephesians 5.•
Gen. 25. 3•.,1165,Gen. 25. 3•.,Genesis 25.3•
2. Chro. 20. •. 7.,1166,2. Chro. 20. •. 7.,2 Chronicles 20.•.7
"2. Tim. 4.7, •.",1167,"2. Tim. 4.7, •.",2 Timothy 4.•
"Luk. 1•, 22, 23.",1168,"Luk. 1•, 22, 23.",Luke 22; Luke 23
Hosea 4. 1•. Matth. 6. 2•,1169,Hosea 4. 1•.,Hosea 4.1•']
,1169,Matth. 6. 2•,['Matthew 6.2•
2 Sam. 6. 2•.,1170,2 Sam. 6. 2•.,2 Samuel 6.2•
"Aemulus, Mat. 20. 1•.",1171,Mat. 20. 1•.,Matthew 20.1•
Gen. 4. v. •,1172,Gen. 4. v. •,Genesis 4.•
"Which desolation and distresse, as also the deliuerance from it, the same Prophet Isaias had fore-told, as you may read Isa. 8, 9, and 10. Chap•ers, and the latter part of the seuenth chapter.",1173,"Isa. 8, 9, & 10. Chap•ers,",Isaiah 8; Isaiah 9
"Thus much •he lirerall sense and meaning of the Signe which the Propher Isay gaue to Hezekiah, doth (to my apprehension) directly import. Isay 37. vers. 30. This shall bee a signe vnto thee, Ye shall eate this yeere such as groweth of it selse; (this was the expresse Law of the Sabbaticall or seuenth yeere, as you may reade, Leuit. 25. vers. 3, 4, 5, 6) and the second yeere that which springeth of the same.",1174,Isay 37. vers. 30.,Isaiah 37.30
,1174,"Leuit. 25. vers. 3, 4, 5, 6)",Leviticus 25.3; Leviticus 25.4; Leviticus 25.5
2 Chr. 32. 3•.,1175,2 Chr. 32. 3•.,2 Chronicles 32.3•
1 King. 21. 3• ▪,1176,1 King. 21. 3•,1 Kings 21.3•
"Num 16.22. Deut. 9.25, 26, 27. Exod. 32.10. & v. •2. Psal. 106.23.30.",1177,Num 16.22.,Numbers 16.22
,1177,"Deut. 9.25, 26, 27.",Deuteronomy 9.25; Deuteronomy 9.26; Deuteronomy 9.27
,1177,Exod. 32.10. & v.,Exodus 32.10
,1177,Psal. 106.23.30.,Psalms 106.23; Psalms 106.30
Reu. 7.11. & chap. •. 8.,1178,Reu. 7.11. & chap. •. 8.,Revelation •.8
Da. 6.10 & chap. 2.16 17.,1179,Da. 6.10 & chap. 2.16 17.,Daniel 2.16 17
2 tim. 1.5. & 3. vers 15.,1180,2 tim. 1.5. & 3. vers 15.,2 Timothy 3.vers 15
Esai. 5.13. esai. 10.3. Ier. 5. v. 5. et 17 20.21. etc. & 26.10.11. Ezech. 33. &c.,1181,Esai. 5.13.,Isaiah 5.13; Isaiah 10.3
,1181,esai. 10.3.,Jeremiah 5.5
,1181,Ier. 5. v. 5. & 17 20.21.,
Math. 6. 2•.,1182,Math. 6. 2•.,Matthew 6.2•
"Ps. 5.3. & 8•. 13. sic Iudei Ose. 5: 15. & Christiani •lim, ut test. Plin. Iun. epist. ad Traianum.",1183,Ps. 5.3. & 8•. 13.,Psalms 5.3
,1183,Ose. 5: 15.,Hosea 5.15
Psal. 11. •. Psalm 50.18.20 21. Iob. 20.12.13. 1. Cor. 6.9.,1184,Psal. 11. •.,Psalms 11.•; Psalms 50.18
,1184,Psalm 50.18.20 21.,Job 20.12; Job 20.13
,1184,Iob. 20.12.13.,1 Corinthians 6.9
,1184,1. Cor. 6.9.,
2. Sam. 13. 3•,1185,2. Sam. 13. 3•,2 Samuel 13.3•
1. Sam. 1.13. & vers 26.27.,1186,1. Sam. 1.13. & vers 26.27.,1 Samuel vers 26.27
Gen. 25. 2••,1187,Gen. 25. 2••,Genesis 25.2••
"1. Chron, 21, vers, 14.",1188,"1. Chron, 21, vers, 14.",1 Chronicles 21; 1 Chronicles 14
"Iudg. 3.9 15. & chap. 4, 3. &c.",1189,"Iudg. 3.9 15. & chap. 4, 3.",Judges 4; Judges 3.9 15
1. King. 10. •,1190,1. King. 10. •,1 Kings 10.•
apud Sanctiū in Ier. 7. 1•. Sic etiam Pellican. ibid.,1191,Ier. 7. 1•.,Jeremiah 7.1•
Hos. 5.7. & 6. • 12.,1192,Hos. 5.7. & 6. • 12.,Hosea 6.• 12
Ruth. 3. •.,1193,Ruth. 3. •.,Ruth 3.•
Ier. 3. •.,1194,Ier. 3. •.,Jeremiah 3.•
Gal. 4. • …. Pet. 3. Luke 24.,1195,Gal. 4. •,Galatians 4.•
,1195,Pet. 3.,Peter 3
,1195,Luke 24.,Luke 24
Prov. 16. 3• ….,1196,Prov. 16. 3•,Proverbs 16.3•
"the best men if they be buffeted with the messenger of Sathan (as Saint Paul was) their best remedy is that which Saint Paul vsed, Prayer vnto God, whose Grace onely can be sufficient for vs, 2. Cor. 12. •. and whose strength is made perfect in our weaknesse.",1197,2. Cor. 12. •. &,2 Corinthians 12.•.
"He, I say, that knowes these things, will judge our Church, treading their steps, worthy of better entertainment, then the reproach of spightfull tongues. Brethren, 1 Cor. 8. •. we know that we all have knowledge, but knowledge puffeth up, and it is charitie that edifieth.",1198,1 Cor. 8. •.,1 Corinthians 8.•
Psa. 45. •.,1199,Psa. 45. •.,Psalms 45.•
Psalm. 75. 4•,1200,Psalm. 75. 4•,Psalms 75.4•
"Verse 17 〈 ◊ 〉 will hee ever est•em it lesse, and the 〈 … 〉 Pillar where he intends an Altar, Verse 〈 … 〉 property of the place is alter'd, so is 〈 … 〉 L••z•o•ce, 'tis Bethel now, Verse 19. and in this house of God shall his vowes and devotions be performed unto God, the presence of God in that place inferred a consecration of the place, at the last verse of that Chapter.",1201,Verse 17 ◊,Verse 17 ◊
"The troopes of Tema looked, the companies of Sheba waited for them, they were confounded because they had hoped, they came thither, and were ashamed, Iob 6.15, 16, &c, .",1202,"Iob 6.15, 16,",Job 6.15; Job 6.16
Luke 8. 1•.,1203,Luke 8. 1•.,Luke 8.1•
2 Cor. 9. •.,1204,2 Cor. 9. •.,2 Corinthians 9.•
Ier. 18. 1•.22.,1205,Ier. 18. 1•.22.,Jeremiah 18.1•.22
Ezech. 11. & & 36.26.,1206,Ezech. 11. & & 36.26.,Ezekiel 
Deut. 3. •.,1207,Deut. 3. •.,Deuteronomy 3.•
1 King. 13. •.,1208,1 King. 13. •.,1 Kings 13.•
Hebr. VII. •.,1209,Hebr. VII. •.,Hebrews 7 •
Psal. CXXVI. 6•7•,1210,Psal. CXXVI. 6•7•,Psalms 126 6•7•
"What will follow hereupon, but as is Isai. 10.12. Shall I not, Isal. 10. 1•. as I have done unto Samaria and her Idoles, so doe to Ierusalem and her Idols?",1211,Isai. 10.12.,Isaiah 10.12; Isaiah 10.1•
,1211,Isal. 10. 1•.,
"And as David, I have sworne, and I will performe it, Aeh, 13 1•. Act, 11. 2•. that I will keepe thy righteous judgements.",1212,"Act, 11. 2•.",Acts 11.2•
"Ierem. 2•,18 Psalm. 51, 13.",1213,"Ierem. 2•,18",Jeremiah 18
,1213,"Psalm. 51, 13.",Psalms 51; Psalms 13
"Hos, 6, •,",1214,"Hos, 6, •,",Hosea •
"2 Chron 2•, 22,",1215,"2 Chron 2•, 22,",2 Chronicles 2•
"Ierem. 5, •.",1216,"Ierem. 5, •.",Jeremiah •
"Iam, 1, 1•.",1217,"Iam, 1, 1•.",James 1•
Numb. 25 •,1218,Numb. 25 •,Numbers 25 •
Acts 7. 2•,1219,Acts 7. 2•,Acts 7.2•
2 Tim. 3. 1• 17.,1220,2 Tim. 3. 1• 17.,2 Timothy 3.1• 17
1 Cor. 11 • ….,1221,1 Cor. 11 •,1 Corinthians 11 •
Ps. 146. •,1222,Ps. 146. •,Psalms 146.•
Iam. 4. 1•,1223,Iam. 4. 1•,James 4.1•
Ps. 49. 1• …,1224,Ps. 49. 1•,Psalms 49.1•
Eccle. 12. •.,1225,Eccle. 12. •.,Ecclesiastes 12.•
"Sentiunt eum, Deum esse solum, in cuius 〈 ◊ 〉 po•estate sunt, a quo sunt secund•, po•t quē primi, ante omnes. Inde est Imperator, vnde & homo, antequam Imperalor: inde potestas illi, vnde & spiritus. Tertul. Apolog. cop. 30. Eccles. 5. •.",1226,Eccles. 5. •.,Ecclesiastes 5.•
Exod. 14. 2•.,1227,Exod. 14. 2•.,Exodus 14.2•
"2 Sam. 18. •. Tu, vn•s, pro decem A••llibus computaris.",1228,2 Sam. 18. •.,2 Samuel 18.•
"Tit. 2. 11, 1• ▪",1229,"Tit. 2. 11, 1•",Titus 2.1•
Mat. 2. 1•,1230,Mat. 2. 1•,Matthew 2.1•
Ezec. 26. 3•,1231,Ezec. 26. 3•,Ezekiel 26.3•
Cant. 5. •.,1232,Cant. 5. •.,Canticles 5.•
Ps. 51. 1•.,1233,Ps. 51. 1•.,Psalms 51.1•
Act. 2. 41•,1234,Act. 2. 41•,Acts 2.41•
Psal. 30. • 14. Psal. 52.8 Iames 3.12.,1235,Psal. 30. • 14.,Psalms 30.• 14; Psalms 52.8
,1235,Psal. 52.8,James 3.12
,1235,Iames 3.12.,
Ezec. 36. 2•,1236,Ezec. 36. 2•,Ezekiel 36.2•
Apoc. 1. 〈 ◊ 〉,1237,Apoc. 1. ◊,Revelation 1.◊
Mat. 25. 2•,1238,Mat. 25. 2•,Matthew 25.2•
Exod. 14. 2•,1239,Exod. 14. 2•,Exodus 14.2•
Rom. 7. 1•,1240,Rom. 7. 1•,Romans 7.1•
2. King 5. 3•,1241,2. King 5. 3•,2 Kings 5.3•
"Iohn 9, •.",1242,"Iohn 9, •.",John •
Psal 119. 7• Psal. 13.4. •.,1243,Psal 119. 7•,Psalms 119.7•; Psalms 13.4
,1243,Psal. 13.4. •.,
"7. Many liue not in peace, but are passionate and contentious, and so breake off all their ioy, or at least hinder and weaken it much, for passion, contention and pride, do strangely, though secretly disturbe and hinder the consolations of God, & therefore doth the Apostle exhort the Corinthes, Be of good comfort, bee of one minde, 2 Cor. 13. •. liue in peace, and the God of loue & peace shalbe with you.",1244,2 Cor. 13. •.,2 Corinthians 13.•
Ps. 119. 7•. Ps. 137.6.,1245,Ps. 119. 7•.,Psalms 119.7•; Psalms 137.6
,1245,Ps. 137.6.,
Psaim. 126.23.5.6. Isay 61.3. Maith. 5. •.,1246,Psaim. 126.23.5.6.,Psalms 126.23; Psalms 126.5; Psalms 126.6
,1246,Isay 61.3.,Isaiah 61.3
,1246,Maith. 5. •.,Matthew 5.•
"4. Your Captaine and Commander the Lord Iesus, that invincible Lion of the Tribe of Iudah hath victoriously vanquished his and your enemies, having made his enemies his foot-stoole, Matth. 22. 44. Having overcome the world, Ioh. 16. 3•. Having led captivitie captive, Eph. 4. 8. Having spoiled principalities and powers, Col. 2. 15. Having overcome those that warre against him, Rev. 17. 14.",1247,Matth. 22. 44.,Matthew 22.44
,1247,Ioh. 16. 3•.,John 16.3•
,1247,Eph. 4. 8.,Ephesians 4.8
,1247,Col. 2. 15.,Colossians 2.15
,1247,Rev. 17. 14.,Revelation 17.14
"1. Be feelingly sensible of such repulse, and mournefully grieve and sorrow for the same. Psal. 28. •.",1248,Psal. 28. •.,Psalms 28.•
"And all Christian people are bound to pray for their Princes and Governours, that God would give them the fore-named kinds of judgement and righteousnesse, celestiall and civill, Psal. 7•, 1. For justice is so necessary in Governours supreame and subordinate, that S. Augustine saith, Iustice being removed, what are kingdomes save great robberies?",1249,"Psal. 7•, 1.",Psalms 7•
"2. These being the building of a mans house, Gen. 16. •. Deut. 25 9. Ruth 4. 11. 2 Sam. 7. 11, 12, 27. and therefore the Hebrewes derive Ben of Banah to build.",1250,Gen. 16. •.,Genesis 16.•
,1250,Deut. 25 9.,Deuteronomy 25.9
,1250,Ruth 4. 11.,Ruth 4.11
,1250,"2 Sam. 7. 11, 12, 27.",2 Samuel 7.11; 2 Samuel 7.12; 2 Samuel 27.
"First, Thus doing we shall testifie our officious, dutifull, and diligent obedience to the holy and heavenly precepts of our Soveraigne Lord God and blessed Saviour, Ioel 1. 1•. 1 Cor. 1. 7",1251,Ioel 1. 1•.,Joel 1.1•
,1251,1 Cor. 1. 7,1 Corinthians 1.7
Deut. 9. 9. 1 King. 19. •. Matth. 4. 1.,1252,Deut. 9. 9.,Deuteronomy 9.9
,1252,1 King. 19. •.,1 Kings 19.•
,1252,Matth. 4. 1.,Matthew 4.1
Lib. de bono mort is ▪ Chap. 12. Chap. 12. Ibid. & Chap. 9. Chap. 14.,1253,Ibid. & Chap. 9. Chap. 14.,Ibidem 
Mat. 16. 2•.,1254,Mat. 16. 2•.,Matthew 16.2•
Pro. 20. •.,1255,Pro. 20. •.,Proverbs 20.•
Prov. 11. •.,1256,Prov. 11. •.,Proverbs 11.•
"1 Cor. 1, 3•.",1257,"1 Cor. 1, 3•.",1 Corinthians 3•
Zach. 14. •.,1258,Zach. 14. •.,Zechariah 14.•
Ephes. 2. Exod. 20. Psal. 51. Psal. 126. •. Ephes. 1. 3. 1 Cor. 2. 8.,1259,Ephes. 2.,Ephesians 2; Ephesians 1.3
,1259,Exod. 20.,Exodus 20
,1259,Psal. 51.,Psalms 51; Psalms 126.•
,1259,Psal. 126. •.,1 Corinthians 2.8
,1259,Ephes. 1. 3.,
,1259,1 Cor. 2. 8.,
Col. 2. •.,1260,Col. 2. •.,Colossians 2.•
"And to procure love, Prov. 9. 8. Although brutish persons, Prov. 12. •. and s••rners hate reproofe, Prov. 9. 1.",1261,Prov. 9. 8.,Proverbs 9.8; Proverbs 12.•.; Proverbs 9.1
,1261,Prov. 12. •.,
,1261,Prov. 9. 1.,
"It is not safe dallying with such a devouring fire, Ierem 5. 14. & 2•. 29. Thirdly, from abusive usage of it in countenancing vice, or disheartening vertue.",1262,Ierem 5. 14. & 2•. 29.,Jeremiah 2•.29
"so did they Saint Paul, Acts 24. 5. 14. Blasphemer? so did they Christ Iesus, Mat. 9. •. glutton, and drunkard?",1263,Acts 24. 5. 14.,Acts 24.5; Acts 24.14
,1263,Mat. 9. •.,Matthew 9.•
"As free, — using your liberty. Gal. 5. •. Stand fast in the liberty wherein Christ hath made us free. Ver. 13. Ye have been called unto liberty. 2 Cor. 3. 17. Where the Spirit of the Lord is, there is liberty. Liberty I say, or freedome.",1264,Gal. 5. •.,Galatians 5.•
,1264,2 Cor. 3. 17.,2 Corinthians 3.17
"being dead in sinnes and trespasses, Eph. 2. •. Slaves and bondmen to the Devill, 2 Tim. 2. 16. Wearying your selves in his cruell and irksome service, to be repayed with eternall death, Rom. 6. 23. and everlasting torments:",1265,Eph. 2. •.,Ephesians 2.•
,1265,2 Tim. 2. 16.,2 Timothy 2.16
,1265,Rom. 6. 23.,Romans 6.23
Chrys. Theopl• apud Cosma in 2 Tim. 3. 12•,1266,2 Tim. 3. 12•,2 Timothy 3.12•
Lev. 23. •,1267,Lev. 23. •,Leviticus 23.•
"if once we grow vnfaithful he hath a hand to smite vs, as wel as to defend vs, a rod as wel as a crooke, and he loues vs so wel that hee will not spare our iniquities, but lay it on vs, that being chastened by him we might not be condemned with the world•. 1. Cor. 11. 3•. 2 God doth dispose of thinges thus in great wisedome when even the best fare many times worst, to try the soundnes of their zeale, their faith, their patience, &c.",1268,1. Cor. 11. 3•. 2,1 Corinthians 11.3•.2
Phil. 3. •.,1269,Phil. 3. •.,Philippians 3.•
Sam. 1. 1•. Act. 18. 18.,1270,Sam. 1. 1•.,Samuel 1.1•
,1270,Act. 18. 18.,Acts 18.18
"witnes the manner of Christ his reprooving the Scribes and Pharises, MATT. 23. 2•. where he infers a necessitie of tything, even in the smallest matters, whether wee understand the phrase actively or passively, either in the payer or receiver ▪ Woe unto you Scrib•• and Phari•••, Hypocrites;",1271,MATT. 23. 2•.,Matthew 23.2•
Gen. 24. 60. Iosh•a 22. •. Psal. 129. 8 Ruth 2. •.,1272,Gen. 24. 60.,Genesis 24.60
,1272,Psal. 129. 8,Psalms 129.8
,1272,Ruth 2. •.,Ruth 2.•
"Howeuer that, sure we are of this, his elect, by his Angels from the foure windes, from one end of Heauen to the other shall bee gathered into one place, Math. 24. 3•.",1273,Math. 24. 3•.,Matthew 24.3•
Calv. i•s••. • c. 8 S. 33. 〈 ◊ 〉 3•,1274,S. 33. ◊ 3•,Samuel 33.◊ 3•
Eph. 1. 1•.,1275,Eph. 1. 1•.,Ephesians 1.1•
Heb. 11. 1•.,1276,Heb. 11. 1•.,Hebrews 11.1•
Mat. 10. •. opened.,1277,Mat. 10. •.,Matthew 10.•
Reu. 3. 2•.,1278,Reu. 3. 2•.,Revelation 3.2•
Ioh. 10. •,1279,Ioh. 10. •,John 10.•
Gen. 1. 1•,1280,Gen. 1. 1•,Genesis 1.1•
Zach. 12. 1•,1281,Zach. 12. 1•,Zechariah 12.1•
Prodigall. Luk. 15. 〈 ◊ 〉,1282,Luk. 15. ◊,Luke 15.◊
Acts 2. 〈 ◊ 〉.,1283,Acts 2. ◊,Acts 2.◊
Tit. 3. 〈 ◊ 〉.,1284,Tit. 3. ◊,Titus 3.◊
2 Thes. 3. 1•,1285,2 Thes. 3. 1•,2 Thessalonians 3.1•
Mar. 10. 3•,1286,Mar. 10. 3•,Mark 10.3•
Rom. 1. 1•.,1287,Rom. 1. 1•.,Romans 1.1•
"Esa. 41 22 23. and 44.7, 8.",1288,"Esa. 41 22 23. & 44.7, 8.",Isaiah 44.7; Isaiah 44.8
Gal. 3. •.,1289,Gal. 3. •.,Galatians 3.•
Gen. 3. •,1290,Gen. 3. •,Genesis 3.•
Matth. 15. 3•.,1291,Matth. 15. 3•.,Matthew 15.3•
Prov. 31. 〈 ◊ 〉 Tim. 6 9.,1292,Prov. 31. ◊,Proverbs 31.◊
,1292,Tim. 6 9.,Timothy 6.9
Iob 22. 2• ….,1293,Iob 22. 2•,Job 22.2•
Mat: 26: 4• …:,1294,Mat: 26: 4• :,Matthew 26.4•
Rom. 12. • … 1.,1295,Rom. 12. • 1.,Romans 12.• 1
1 Tim. 2. 〈 ◊ 〉.,1296,1 Tim. 2. ◊,1 Timothy 2.◊
"I had not had such an high Priest, that hath entred into the very heavens, as the Apostle saith Hebr. 9. 1• make intercession for mee, I had lost this benefit, I had never come to haue put vp a prayer to the Lord, or, if I had, it should not haue beene heard.",1297,Hebr. 9. 1•,Hebrews 9.1•
"Act. 5. 3• Why hath Satan filled th• heart, (saith Peter to A•nanias) to lye to the hol• Ghost, and to keepe back• part of the price of th• land?",1298,Act. 5. 3•,Acts 5.3•
"wee shall not onely prevaile against him, but also wee shall be lesse tempted by him hee shall depart from us, wee may see this in our owne head Christ, Math. 4. 11• hence then the doctrine ariseth;",1299,Math. 4. 11•,Matthew 4.11•
"Ephes. 2. 1. Rom. 6. 11, 1•. Luke 15. 24, 31.",1300,Ephes. 2. 1.,Ephesians 2.1
,1300,"Rom. 6. 11, 1•.",Romans 6.11
,1300,"Luke 15. 24, 31.",Luke 15.24; Luke 15.31
"Ephe. 1. 15. Col. 1. 4. 1 Iohn 5. 1, •.",1301,Ephe. 1. 15.,Ephesians 1.15
,1301,Col. 1. 4. 1,Colossians 1.4; Colossians 1.1
,1301,"1 Iohn 5. 1, •.",1 John 5.1
Ezech. 18. 7•,1302,Ezech. 18. 7•,Ezekiel 18.7•
Ioh. 16. 2•,1303,Ioh. 16. 2•,John 16.2•
Iob 1. •.,1304,Iob 1. •.,Job 1.•
Psal. 116. 1•.,1305,Psal. 116. 1•.,Psalms 116.1•
Act. 11. •. 2.18.,1306,Act. 11. •. 2.18.,Acts 11.•.2.18
Rev. 3 2•.,1307,Rev. 3 2•.,Revelation 3 2•
Psal. 91. 7•.,1308,Psal. 91. 7•.,Psalms 91.7•
"2 Tim. 3. 15, 16, 17•",1309,"2 Tim. 3. 15, 16, 17•",2 Timothy 3.15; 2 Timothy 3.16
2 Cor. 4. 1•,1310,2 Cor. 4. 1•,2 Corinthians 4.1•
Psal. 44. •,1311,Psal. 44. •,Psalms 44.•
"First, by the sword of the Spirit, 2 Thess• chap. 2. vers. 8. Next, by the sword of the Kings on Earth, Revel. 17. chap. 16, and 17. verse Lastly, by the brightnesseof the Lords coming, 2 Thess. 2. 8. God also hath wounded her by the sword of the Spirit, first in raising up the Valdenses against her, of whom Frier Reinerius who wrote against them, thus reporteth, saying, That they were of all the most pernicious s•ct;",1312,"Revel. 17. chap. 16, & 17. verse",Revelation 17.16
,1312,2 Thess. 2. 8.,2 Thessalonians 2.8
Mat. 11. 2•.,1313,Mat. 11. 2•.,Matthew 11.2•
Psal. 16. 1•,1314,Psal. 16. 1•,Psalms 16.1•
1 Iob. 3. •.,1315,Iob. 3. •.,Job 3.•
Num. 23. 1•.,1316,Num. 23. 1•.,Numbers 23.1•
Iud. 4. 2•. Iud. 5. •.,1317,Iud. 4. 2•.,Jude 4.2•']; ['Jude 5.•
,1317,Iud. 5. •.,
Isai. 57. 2•.,1318,Isai. 57. 2•.,Isaiah 57.2•
2 Sam. 24 1•.,1319,2 Sam. 24 1•.,2 Samuel 24 1•
1 Sam. 16. 2•.,1320,1 Sam. 16. 2•.,1 Samuel 16.2•
Math. 6. 1•,1321,Math. 6. 1•,Matthew 6.1•
"Numb. 11 ▪ •, &c.",1322,"Numb. 11 •, &c.",Numbers •
Gen. 39. 2•.,1323,Gen. 39. 2•.,Genesis 39.2•
1. Cor. 2. 〈 ◊ 〉 • 〈 ◊ 〉,1324,1. Cor. 2. ◊ • ◊,1 Corinthians 2.◊ • ◊
"Psal. 74. 12 Psal. 44. 3, 6, 7, &c. Psal. 11 •. 1.",1325,Psal. 74. 12,Psalms 74.12; Psalms 44.3; Psalms 44.6; Psalms 44.7; Psalms 44.; Psalms 11 •.1
,1325,"Psal. 44. 3, 6, 7,",
,1325,Psal. 11 •. 1.,
2. Sam. 2. 2•.,1326,2. Sam. 2. 2•.,2 Samuel 2.2•
Exod. 13. 2•. Deut. 1.31.33.,1327,Exod. 13. 2•.,Exodus 13.2•
,1327,Deut. 1.31.33.,Deuteronomy 1.31; Deuteronomy 1.33
Heb. 11. 3•.,1328,Heb. 11. 3•.,Hebrews 11.3•
Luk. 7. •.,1329,Luk. 7. •.,Luke 7.•
Psal. 14. •.,1330,Psal. 14. •.,Psalms 14.•
Psal. 10. •.,1331,Psal. 10. •.,Psalms 10.•
Hosea 12. •,1332,Hosea 12. •,Hosea 12.•
Esay 32.15 16 and 51.3.,1333,Esay 32.15 16 & 51.3.,Isaiah 32.15 16
Iohn 1. •.,1334,Iohn 1. •.,John 1.•
Acts 10. 4•.,1335,Acts 10. 4•.,Acts 10.4•
Isa. 56. •.,1336,Isa. 56. •.,Isaiah 56.•
Ps. 119. 6•.,1337,Ps. 119. 6•.,Psalms 119.6•
1 Pet. 2. 1•1,1338,1 Pet. 2. 1•1,1 Peter 2.1•1
Mat. 1• 17. Mat. 7. 1•. Ps. 119.32.,1339,Mat. 7. 1•.,Matthew 7.1•
,1339,Ps. 119.32.,Psalms 119.32
Rev. 2. 2•. 2 Cor. 5.15.,1340,Rev. 2. 2•.,Revelation 2.2•
,1340,2 Cor. 5.15.,2 Corinthians 5.15
Ps. 119.120. Ps. 143. •. •. 7.,1341,Ps. 119.120.,Psalms 119.120; Psalms 143.•.•.7
,1341,Ps. 143. •. •. 7.,
Eph 4. 2•.,1342,Eph 4. 2•.,Ephesians 4.2•
Rom. 14. •.,1343,Rom. 14. •.,Romans 14.•
Mat. 16. 2•. Luk. 14.26.33.,1344,Mat. 16. 2•.,Matthew 16.2•
,1344,Luk. 14.26.33.,Luke 14.26; Luke 14.33
"2 Thes. 2.12, 1 •. Isa. 28.15.",1345,"2 Thes. 2.12, 1 •.",2 Thessalonians 2.12
,1345,Isa. 28.15.,Isaiah 28.15
Phil. 2.1 3.2.5 and 3.16.,1346,Phil. 2.1 3.2.5 & 3.16.,Philippians 2.1 3.2.5
"Rom. 6.12. Rom. 8. 1•. 2 Cor. 10.4, 5, 6",1347,Rom. 6.12.,Romans 6.12; Romans 8.1•
